symbol,company_name,signals,DIF,DEA,MACD,EMAMACD,V1,V2,V3,V4
ABOS,"Acumen Pharmaceuticals, Inc. Common Stock",", , 日BLUE>150(3天), , , 周BLUE>150(6周), , ",-0.13340367901893835,-0.1343148130575544,0.0018222680772321254,0.01800519235490143,0.014487804878048781,-0.0022975756958248487,-0.0021946022870241804,-1.132707496807352e-05
ABT,Abbott Laboratories,", 日PINK下穿94, , , 周PINK下穿94, , , ",5.316181070232105,3.490094329534795,3.6521734813946196,4.388254719621257,1.2522029268292683,0.07848621543876821,0.07618587784965467,0.0002530371348024904
ACSI,American Customer Satisfaction ETF,", , , , 周PINK下穿94, , , 倍量柱(2次)",0.8066315398901622,0.4798673380975756,0.6535284035851733,0.7686635873851785,0.6215853658536585,0.012772080395047847,0.012289518073775318,5.3081855339978115e-05
AGRI,AgriFORCE Growing Systems Ltd. Common Shares,"日PINK上穿10, , , , , 周BLUE>150(3周), 黄金柱(1次), 倍量柱(1次)",-0.17707033749901058,-0.15827120300446326,-0.03759826898909463,0.045733900025796956,0.020634146341463416,-0.00362624266272623,-0.003001298138386674,-6.874389767735114e-05
AGYS,"Agilysys, Inc. Common Stock (DE)",", , , 周PINK上穿10, , , , 倍量柱(1次)",-15.395151047066662,-11.223557306064702,-8.34318748200392,-10.538825712666924,0.8445195121951219,-0.22915772785216637,-0.22185027944842015,-0.0008038193244120848
AIM,AIM ImmunoTech Inc.,"日PINK上穿10, , , 周PINK上穿10, , , , 倍量柱(1次)",-0.008403282204350299,-0.003487680624869258,-0.009831203158962082,-0.005565427207571649,0.0017870731707317071,-0.00015535516145149478,-0.00010464926072967431,-5.577649079400252e-06
AMIX,"Autonomix Medical, Inc. Common Stock","日PINK上穿10, , , , , 周BLUE>150(5周), , 倍量柱(1次)",-0.3875501387177147,-0.5308232036535607,0.28654612987169203,0.39165955914641115,0.026255121951219516,-0.007990642513394902,-0.00822044040585326,2.5277768170419332e-05
AMJB,Alerian MLP Index ETNs due January 28 2044,", 日PINK下穿94, , , 周PINK下穿94, , , 倍量柱(1次)",0.7543773804781786,0.6868558560531638,0.1350430488500296,0.16026121923710432,0.31934146341463415,0.011308545883965126,0.011102403663678715,2.26756442315053e-05
AMRC,"Ameresco, Inc.","日PINK上穿10, , , , , 周BLUE>150(3周), , ",-1.4169432764176975,-1.0838484822338312,-0.6661895883677325,-0.5621800289256997,0.20158536585365855,-0.023538441294979368,-0.021313758406416757,-0.0002447151177418872
AOS,A.O. Smith Corporation,"日PINK上穿10, , , 周PINK上穿10, , , , 倍量柱(1次)",-1.293784133692256,-0.5743941261527464,-1.438780015079019,-0.6649560131143544,0.6456890243902438,-0.02538328635775966,-0.01755929575209518,-0.0008606389666230928
BBBL,BondBloxx BBB Rated 10+ Year Corporate Bond ETF,", , , , , 周BLUE>150(2周), 黄金柱(1次), 倍量柱(3次)",-0.013261001930167993,-0.17950770843901498,0.332493413017694,0.4222792479853317,0.46916341463414635,-0.0008943298965764512,-0.00101238156847013,1.2985683908304668e-05
BILD,N/A,", , , , , 周BLUE>150(3周), , 倍量柱(3次)",-0.17807724030981475,-0.2716366004614761,0.18711872030332266,0.24775914029270416,0.23374146341463414,-0.0034759350150974366,-0.003553045534415211,8.482157124955202e-06
BIT,N/A,", 日PINK下穿94, , , , 周BLUE>150(2周), , ",0.07224991328843444,0.04366184648475403,0.05717613360736082,0.04657468904761681,0.1446341463414634,0.0009984689657075718,0.000780854888583722,2.393754848362348e-05
BKCI,N/A,", , , , , 周BLUE>150(4周), , 倍量柱(2次)",0.2983384114599872,0.17126902435927366,0.25413877420142705,0.5624291224390783,0.47911487804878045,0.002767787426316559,0.0044135347056535375,-0.00018103220072706761
BSMW,N/A,", , , , , 周BLUE>150(2周), , 倍量柱(1次)",1.3880607635741171e-05,-0.05974138681074205,0.11951053483675558,0.10739875899189676,0.2447560975609756,1.656086729873163e-05,-0.0003306061024916489,3.8188366676941856e-05
CAL,N/A,", , 日BLUE>150(4天), , , 周BLUE>150(2周), , ",-2.011675090159457,-1.9309712676272612,-0.16140764506439176,0.09877515764178771,0.16853658536585364,-0.03393790860870191,-0.0315426918195168,-0.0002634738468103623
CDT,N/A,", , , , , 周BLUE>150(5周), , 倍量柱(1次)",-2.1798092606845394,-1.4483692850817644,-1.46287995120555,-1.5502984364205816,0.01839048780487805,-0.03595596458944003,-0.03341471778977022,-0.0002795371479636795
CPSI,N/A,", , , , , 周BLUE>150(3周), , 倍量柱(1次)",-0.4204333483517946,-0.266449347677117,-0.3079680013493552,-0.29622600647709657,0.09165853658536585,-0.006326572597555813,-0.005986558878176795,-3.740150913169201e-05
CSWC,N/A,", , , , , 周BLUE>150(2周), 黄金柱(1次), 倍量柱(1次)",0.11292454415849917,0.034081657368650556,0.15768577357969724,0.15251375687393076,0.22241463414634147,0.0013513745984342074,0.0006193938615459663,8.051788105770652e-05
CVGI,N/A,"日PINK上穿10, , , , , 周BLUE>150(3周), , ",-0.08087260824751841,-0.06394212518267263,-0.033860966129691555,-0.0038146547410372357,0.01958536585365854,-0.0015368031574977369,-0.0012252705153818285,-3.426859063274993e-05
CYTK,N/A,", , , , , 周BLUE>150(2周), , 倍量柱(1次)",0.3189480901874049,-0.15646083551108184,0.9508178513969734,1.1268274039816517,0.47651219512195125,0.0026563865228197425,0.0023112959385948035,3.795996426474329e-05
DJP,N/A,", , , , 周PINK下穿94, , , 倍量柱(2次)",0.5038141960967621,0.5479506514456663,-0.0882729106978084,-0.10500859060374168,0.33268,0.0076514068127938595,0.007461740963876621,2.086324338089628e-05
DMYY,N/A,", 日PINK下穿94, , , , 周BLUE>150(3周), , 倍量柱(2次)",0.019126013667358777,0.01145153651193271,0.015348954310852134,0.00908683298529225,0.1041951219512195,0.0002529305680866317,0.0001284563252831722,1.369216670838055e-05
DTC,N/A,", , 日BLUE>150(8天), , , 周BLUE>150(4周), , ",-0.05671779826873313,-0.04097121464234167,-0.03149316725278292,-0.018461505113211703,0.009058536585365854,-0.0009754213708446386,-0.0008062611250845373,-1.8607627033611143e-05
DTW,N/A,", , , , , 周BLUE>150(3周), , 倍量柱(1次)",0.10180630642613053,0.09286352430994138,0.017885564232378304,0.21322177053738972,0.219109756097561,0.000708907253434754,0.0019660399075089154,-0.00013828459194815775
DUSA,N/A,", , , , 周PINK下穿94, , , 倍量柱(1次)",0.8228635955317216,0.5867501273165613,0.47222693643032065,0.6467021105563695,0.44368658536585365,0.01205148011698387,0.012131815274175017,-8.836867291026097e-06
EKG,N/A,", , , , 周PINK下穿94, , , 倍量柱(2次)",0.33031957997704,0.2722864027007614,0.1160663545525572,0.19613188556809752,0.17986243902439025,0.004908957775631634,0.005201632418455942,-3.219421071067391e-05
EQLS,N/A,", , , , , 周BLUE>150(2周), , 倍量柱(2次)",0.24660496875872795,0.20095913752743993,0.09129166246257603,0.10703558908770547,0.21588926829268293,0.0037041204852415743,0.0034105623809748045,3.2291391469344686e-05
ESGG,N/A,", , , , 周PINK下穿94, , , 倍量柱(2次)",2.02118559484839,1.307964043672077,1.4264431023526263,1.9267726167842305,1.7167953658536583,0.02822293728936698,0.028725252095771862,-5.5254628704537246e-05
FCOM,N/A,", 日PINK下穿94, , , 周PINK下穿94, , 黄金柱(1次), 倍量柱(1次)",1.3839996856473675,0.826297633449538,1.115404104395659,1.0347392319465538,0.6220719512195122,0.022580459967601496,0.01964631036102117,0.0003227564567238357
FDND,N/A,", , , , 周PINK下穿94, , , 倍量柱(2次)",0.47530701603756853,0.3148537034155307,0.32090662524407565,0.324081499846849,0.23408975609756097,0.007686589404969163,0.0071064859601754245,6.381137892731123e-05
FDN,N/A,", , , , 周PINK下穿94, , , 倍量柱(2次)",5.912357474001823,4.138615577906342,3.5474837921909614,3.7205074955063737,2.573463414634146,0.09639828402916084,0.0902608598672236,0.0006751166578130969
FINS,N/A,", , , , 周PINK下穿94, , 黄金柱(1次), 倍量柱(1次)",0.16363413933810378,0.12473029993629478,0.077807678803618,0.06678330079115052,0.13129268292682927,0.0024539844803028177,0.002221002152731969,2.562805603279334e-05
FLAO,N/A,", , , , 周PINK下穿94, , 黄金柱(1次), 倍量柱(2次)",0.1090511751799248,0.0997571931876732,0.018587963984503186,0.05689312001341187,0.27297048780487804,0.0016021270454785186,0.0018360500244015607,-2.5731527681534635e-05
FLBR,N/A,", , , , , 周BLUE>150(4周), 黄金柱(1次), 倍量柱(2次)",0.3005742478038318,0.04760537179451587,0.5059377520186319,0.5396709390336321,0.15343756097560976,0.004091726137964463,0.003029612058604661,0.00011683254872957821
FLJJ,N/A,", , , , 周PINK下穿94, , , 倍量柱(2次)",0.12883383050306918,0.1384908627401503,-0.01931406447416223,0.013784599796506022,0.28463390243902437,0.001976970217813956,0.0022426563733548167,-2.9225477109494686e-05
FRAF,N/A,", , , , 周PINK下穿94, , 黄金柱(1次), 倍量柱(2次)",1.2273435328730073,0.6778927147975774,1.09890163615086,1.2477908767252899,0.3388780487804878,0.01817902804238153,0.016291240306818236,0.0002076566509119622
FTNT,"Fortinet, Inc.",", 日PINK下穿94, , , 周PINK下穿94, , , ",2.275856595847088,1.2654809211414708,2.020751349411235,1.6383617349017239,0.9977804878048779,0.03902332606126557,0.03241540617220934,0.0007268711877961859
FXZ,N/A,", , , , , 周BLUE>150(3周), 黄金柱(1次), 倍量柱(1次)",0.18044433880849198,-0.04740533952760491,0.45569935667219374,0.811873276248612,0.5822682926829269,-0.0010508612707436082,5.656885092126119e-05,-0.00012181731338313566
GENK,N/A,", , 日BLUE>150(3天), , , 周BLUE>150(4周), , 倍量柱(1次)",-0.47761833607101245,-0.4018842405011681,-0.15146819113968868,-0.16455267998000062,0.06097560975609757,-0.007476445626687624,-0.00717091833792133,-3.360800176429231e-05
GGLS,N/A,", , , , , 周BLUE>150(3周), , 倍量柱(3次)",-0.31216042677639955,-0.28240255142128684,-0.05951575071022541,0.012204179967502515,0.10941439024390243,-0.005480395932580956,-0.004829114059127119,-7.164100607992209e-05
GLACU,N/A,", , , , 周PINK下穿94, , , 倍量柱(1次)",0.10289745363988523,0.07841558033456772,0.04896374661063502,0.04268028156941635,0.10585365853658536,0.001693216481446616,0.0015184013443754205,1.9229665077831514e-05
GNLN,N/A,"日PINK上穿10, , , , , 周BLUE>150(5周), , 倍量柱(1次)",-0.09899006013573541,-0.0963970881367736,-0.005185943997923631,0.013728193454996636,0.013195121951219512,-0.002017126086008323,-0.0019076851262542322,-1.2038505572949988e-05
HLF,N/A,", , 日BLUE>150(4天), , , 周BLUE>150(4周), , ",-0.5131600945952508,-0.3670262326970403,-0.29226772379642096,-0.20678850662293896,0.052121951219512186,-0.008832987562487508,-0.007379617713391906,-0.00015987068340051627
HLT,Hilton Worldwide Holdings Inc.,", 日PINK下穿94, , , 周PINK下穿94, , , ",3.6157406164935253,1.3865853053325154,4.45831062232202,4.046078846610873,2.518939024390244,0.05883084556719265,0.04661427924150581,0.001343822295825552
HRL,Hormel Foods Corporation,"日PINK上穿10, , , 周PINK上穿10, , , , 倍量柱(1次)",-0.4630539383085548,-0.356165289174827,-0.21377729826745562,-0.02803398459729701,0.2877560975609756,-0.007726830482070235,-0.005659317460113488,-0.00022742643241524218
HRZN,N/A,", 日PINK下穿94, , , , 周BLUE>150(2周), , ",0.07239166525303453,0.04200321120786536,0.06077690809033834,0.06182746900719638,0.09167073170731706,0.0008353053599246818,0.0006899655252537943,1.5987381813797624e-05
IAUM,N/A,", 日PINK下穿94, , , 周PINK下穿94, , , ",0.5653591891779861,0.39687944573827977,0.3369594868794127,0.30659993392220486,0.2765619512195122,0.009092281081519382,0.007835404533971309,0.00013825642023028808
ICCT,N/A,"日PINK上穿10, , , , , 周BLUE>150(4周), , ",-0.09253543456760349,-0.1781109870740648,0.17115110501292263,0.20313749130491635,0.024731707317073172,-0.0022576613032232046,-0.0024832418974784563,2.481386536807769e-05
ICFI,N/A,"日PINK上穿10, , , 周PINK上穿10, , 周BLUE>150(2周), , 倍量柱(1次)",-3.2347531518431225,-2.107283099058641,-2.254940105568963,-0.9754823196290802,1.141170975609756,-0.06676021364913898,-0.05487316591158983,-0.0013075752511304058
IDX,N/A,", , , , , 周BLUE>150(4周), , 倍量柱(2次)",-0.25673655446967736,-0.2503624131842326,-0.012748282570889558,0.06584260145463575,0.14256097560975609,-0.004840037678152831,-0.0043163225361260715,-5.760866562294353e-05
IDX,N/A,", , , , , 周BLUE>150(4周), , 倍量柱(2次)",-0.25673655446967736,-0.2503624131842326,-0.012748282570889558,0.06584260145463575,0.14256097560975609,-0.004840037678152831,-0.0043163225361260715,-5.760866562294353e-05
IMUX,N/A,"日PINK上穿10, , , , , 周BLUE>150(2周), , 倍量柱(1次)",-0.03874692625260168,-0.04114973508847586,0.004805617671748363,0.009047077415212264,0.009317073170731707,-0.0006962017890738345,-0.0006836610686346112,-1.379479248314559e-06
IMTX,N/A,", , , , , 周BLUE>150(5周), 黄金柱(1次), 倍量柱(1次)",-0.5492225367600261,-0.6122518215659477,0.12605856961184325,0.039288221666083555,0.05236585365853658,-0.008869378448077253,-0.009576165666347673,7.774659400974615e-05
IOPP,N/A,", , 日BLUE>150(4天), , , 周BLUE>150(2周), , 倍量柱(1次)",-0.7511859735655655,-0.9551644445532745,0.4079569419754181,0.1897392407964858,0.24797073170731707,-0.010996097885120876,-0.01346525218217063,0.00027160697267547296
ISHG,N/A,", , , , , 周BLUE>150(2周), , 倍量柱(2次)",-0.10609634964318104,-0.32623810592379726,0.44028351256123244,0.5185091909587853,0.6634878048780487,-0.0025888441313447474,-0.0032219018602753563,6.963635018236697e-05
