symbol,name,price,Volume,turnover,blue_daily,blue_days,latest_day_blue_value,blue_weekly,blue_weeks,latest_week_blue_value,lired_daily,lired_days,latest_day_lired_value,lired_weekly,lired_weeks,latest_week_lired_value,has_day_blue,has_week_blue,has_day_lired,has_week_lired,has_day_week_blue,has_day_week_lired
000423.SZ,东阿阿胶,50.99,96850.97,493.84309603,0.0,0,0.0,0.0,3,200.0,0.0,0,0.0,0.0,0,0,False,True,False,False,False,False
000627.SZ,*ST天茂,1.76,2525104.62,444.4184131200001,0.0,4,199.10862800722288,0.0,2,200.0,0.0,0,0.0,0.0,0,0,True,True,False,False,True,False
000903.SZ,ST云动,3.15,1520519.29,478.96357635000004,154.3244764490532,4,154.3244764490532,0.0,0,0.0,0.0,0,0.0,0.0,0,0,True,False,False,False,False,False
002040.SZ,南京港,9.84,164397.4,161.7670416,149.92484972203584,3,149.92484972203584,0.0,0,0.0,0.0,0,0.0,0.0,0,0,True,False,False,False,False,False
002127.SZ,南极电商,3.79,539432.0,204.444728,116.56481745773519,4,116.56481745773519,0.0,0,0.0,0.0,0,0.0,0.0,0,0,True,False,False,False,False,False
002371.SZ,北方华创,331.5,119131.34,3949.2039210000003,0.0,1,184.1110577153843,0.0,2,187.49765756718145,0.0,0,0.0,0.0,0,0,False,True,False,False,False,False
002595.SZ,豪迈科技,57.11,48257.23,275.59704053,125.89135879818394,3,125.89135879818394,0.0,0,0.0,0.0,0,0.0,0.0,0,0,True,False,False,False,False,False
300280.SZ,*ST紫天,2.74,411842.0,112.84470800000001,123.60514747828249,4,123.60514747828249,200.0,5,200.0,0.0,0,0.0,0.0,0,0,True,True,False,False,True,False
300781.SZ,因赛集团,37.12,38385.36,142.48645632,0.0,2,140.53861007501254,131.37043564422297,2,131.37043564422297,0.0,0,0.0,0.0,0,0,False,True,False,False,False,False
300879.SZ,大叶股份,33.17,79381.73,263.30919841,200.0,4,200.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,True,False,False,False,False,False
300945.SZ,曼卡龙,19.28,131057.03,252.67795384,0.0,4,185.87200253219098,0.0,0,0.0,0.0,0,0.0,0.0,0,0,True,False,False,False,False,False
301348.SZ,蓝箭电子,20.65,103334.37,213.38547404999997,0.0,0,0.0,0.0,2,200.0,0.0,0,0.0,0.0,0,0,False,True,False,False,False,False
600033.SH,福建高速,3.59,437535.12,157.07510807999998,0.0,3,192.1329247823512,0.0,0,0.0,0.0,0,0.0,0.0,0,0,True,False,False,False,False,False
600377.SH,宁沪高速,15.32,157492.45,241.27843340000004,0.0,3,152.73794417842953,0.0,0,0.0,0.0,0,0.0,0.0,0,0,True,False,False,False,False,False
600406.SH,国电南瑞,22.65,1852291.39,4195.43999835,0.0,3,122.39140131802117,0.0,0,0.0,-108.90434579822356,1,-108.90434579822356,0.0,0,0,True,False,False,False,False,False
600422.SH,昆药集团,14.64,136733.02,200.17714127999997,0.0,1,135.2438397944886,0.0,3,139.38011857951034,0.0,0,0.0,0.0,0,0,False,True,False,False,False,False
603392.SH,万泰生物,59.93,45367.69,271.88856617,0.0,0,0.0,0.0,2,118.58831273434362,0.0,0,0.0,0.0,0,0,False,True,False,False,False,False
605136.SH,丽人丽妆,9.7,205012.0,198.86164,190.98836024113902,3,190.98836024113902,0.0,0,0.0,0.0,0,0.0,0.0,0,0,True,False,False,False,False,False
688083.SH,中望软件,63.33,16343.56,103.50376547999998,0.0,0,0.0,0.0,4,182.79773558963362,0.0,0,0.0,0.0,0,0,False,True,False,False,False,False
688188.SH,柏楚电子,134.01,10877.36,145.76750135999998,0.0,0,0.0,0.0,3,200.0,0.0,0,0.0,0.0,0,0,False,True,False,False,False,False
688531.SH,日联科技,45.82,35394.38,162.17704916,107.72994584320526,3,107.72994584320526,0.0,0,0.0,0.0,0,0.0,0.0,0,0,True,False,False,False,False,False
837592.BJ,华信永道,52.07,33300.82,173.39736974,0.0,3,154.9545244327449,0.0,0,0.0,0.0,0,0.0,0.0,0,0,True,False,False,False,False,False
