symbol,name,price,Volume,turnover,blue_daily,blue_days,lired_daily,lired_days,blue_weekly,blue_weeks,lired_weekly,lired_weeks
SH688160,步科股份,110.53,20161.0,222.83953300000002,0.0,0,0.0,1,0.0,0,0.0,2
SH688167,炬光科技,85.38,54777.0,467.68602599999997,0.0,0,0.0,0,0.0,0,-278.79721775769184,2
SH688143,长盈通,34.5,29940.0,103.293,0.0,0,0.0,3,0.0,0,0.0,3
SH688186,广大特材,22.35,41766.0,93.34701000000001,0.0,0,0.0,1,0.0,0,0.0,3
SH688182,灿勤科技,32.2,137385.0,442.3797,0.0,0,0.0,0,0.0,0,0.0,3
SH688200,华峰测控,144.73,12677.0,183.474221,0.0,0,0.0,0,0.0,0,0.0,3
SH688205,德科立,63.3,94775.0,599.92575,246.88161872263453,3,0.0,0,0.0,0,0.0,0
SH688213,思特威,104.01,59803.0,622.0110030000001,0.0,0,0.0,0,0.0,0,0.0,2
SH688220,翱捷科技,105.98,109486.0,1160.332628,0.0,0,0.0,0,0.0,0,0.0,2
SH688226,威腾电气,42.63,45581.0,194.311803,0.0,0,-311.7072960348683,5,0.0,0,-138.23714680344398,0
SH688235,百济神州,223.0,18642.0,415.7166,0.0,0,0.0,0,0.0,0,0.0,2
SH688253,英诺特,38.35,78446.0,300.84041,0.0,0,-262.50672253580046,4,0.0,0,0.0,0
SH688251,井松智能,23.28,76585.0,178.28988,0.0,0,-181.82845280065413,3,0.0,0,-216.87968225833836,3
SH688256,寒武纪,703.9,85116.0,5991.31524,0.0,0,0.0,0,0.0,0,0.0,2
SH688257,新锐股份,22.46,55304.0,124.21278400000001,0.0,0,-240.5489897678694,1,0.0,0,-243.21953556533444,4
SH688258,卓易信息,47.64,32275.0,153.7581,0.0,0,0.0,0,0.0,0,0.0,2
SH688267,中触媒,26.5,16096.0,42.6544,0.0,0,0.0,1,0.0,0,-161.38138599616,3
SH688273,麦澜德,31.41,41943.0,131.742963,0.0,0,-309.4330627261102,4,0.0,0,-173.65795217844533,1
SH688279,峰岹科技,262.2,9090.0,238.3398,0.0,0,0.0,0,0.0,0,0.0,2
SH688244,永信至诚,54.43,20115.0,109.485945,0.0,0,0.0,0,0.0,0,0.0,3
SH688282,*ST导航,43.0,13542.0,58.2306,0.0,0,-220.6328053003842,4,0.0,0,-308.95355007886076,3
SH688288,鸿泉物联,38.4,97967.0,376.19327999999996,0.0,0,0.0,4,0.0,0,-274.63321876889273,3
SH688290,景业智能,62.12,49967.0,310.39500400000003,0.0,0,0.0,0,0.0,0,0.0,2
SH688306,均普智能,12.4,435754.0,540.33496,0.0,0,0.0,0,0.0,0,0.0,3
SH688307,中润光学,29.82,23924.0,71.341368,0.0,0,0.0,0,0.0,0,0.0,2
SH688309,恒誉环保,15.89,5912.0,9.394168,0.0,0,0.0,3,0.0,0,-103.8855926682399,0
SH688319,欧林生物,14.56,27350.0,39.8216,0.0,0,0.0,0,0.0,0,0.0,2
SH688327,云从科技,17.65,471370.0,831.96805,0.0,0,0.0,0,0.0,0,0.0,2
SH688335,复洁环保,9.82,14855.0,14.58761,0.0,0,-325.23329261637446,4,0.0,0,0.0,0
SH688343,云天励飞,64.26,105741.0,679.491666,0.0,0,0.0,0,0.0,0,0.0,2
SH688336,三生国健,29.3,51003.0,149.43879,0.0,0,-275.1159977193603,2,0.0,0,-222.30861307188596,3
SH688360,德马科技,24.35,46211.0,112.523785,0.0,0,0.0,0,0.0,0,0.0,2
SH688370,丛麟科技,20.2,3923.0,7.924459999999999,0.0,0,-233.50473738324746,4,0.0,0,0.0,0
SH688372,伟测科技,83.86,48066.0,403.08147599999995,0.0,0,0.0,0,0.0,0,0.0,2
SH688382,益方生物,18.7,98908.0,184.95795999999999,0.0,0,-0.04582671751867824,0,0.0,0,-157.34383147055988,3
SH688386,泛亚微透,46.06,15177.0,69.905262,0.0,0,0.0,2,0.0,0,0.0,4
SH688388,嘉元科技,19.23,58326.0,112.160898,0.0,0,0.0,0,0.0,0,0.0,4
SH688392,骄成超声,60.27,20846.0,125.63884200000001,0.0,0,-342.6790402554334,4,0.0,0,-116.6976508321718,0
SH688411,海博思创,82.0,37936.0,311.0752,0.0,0,0.0,1,0.0,0,0.0,3
SH688401,路维光电,31.55,34884.0,110.05901999999999,0.0,0,0.0,0,0.0,0,0.0,2
SH688359,三孚新科,55.98,10404.0,58.24159199999999,0.0,0,0.0,2,0.0,0,0.0,2
SH688428,诺诚健华,18.11,51882.0,93.958302,0.0,0,0.0,0,0.0,0,0.0,2
SH688433,华曙高科,41.88,47127.0,197.367876,0.0,0,0.0,0,0.0,0,0.0,2
SH688480,赛恩斯,35.67,11478.0,40.942026,0.0,0,0.0,3,0.0,0,-270.185249785546,1
SH688501,青达环保,19.52,34682.0,67.699264,0.0,0,0.0,3,0.0,0,-180.2632546099295,2
SH688507,索辰科技,95.81,64171.0,614.822351,0.0,0,-173.8491206902379,1,0.0,0,-179.08546061480442,3
SH688508,芯朋微,52.68,26819.0,141.282492,0.0,0,0.0,0,0.0,0,0.0,2
SH688515,裕太微,104.85,10579.0,110.92081499999999,0.0,0,0.0,0,0.0,0,0.0,2
SH688521,芯原股份,90.81,161419.0,1465.845939,0.0,0,0.0,0,0.0,0,0.0,3
SH688529,豪森智能,22.76,97671.0,222.299196,0.0,0,0.0,0,0.0,0,0.0,2
SH688535,华海诚科,84.2,27283.0,229.72286,0.0,0,0.0,0,0.0,0,0.0,2
SH688549,中巨芯,8.1,118728.0,96.16968,246.94138203273113,4,0.0,0,0.0,0,0.0,0
SH688550,瑞联新材,39.41,28473.0,112.212093,0.0,0,0.0,2,0.0,0,-184.48273357367015,3
SH688557,兰剑智能,26.05,27084.0,70.55382,0.0,0,0.0,0,0.0,0,0.0,2
SH688571,杭华股份,7.82,38258.0,29.917756,0.0,0,0.0,0,0.0,0,0.0,2
SH688583,思看科技,107.48,12221.0,131.35130800000002,0.0,0,0.0,0,0.0,0,0.0,2
SH688593,新相微,20.98,61471.0,128.966158,0.0,0,0.0,3,0.0,0,0.0,0
SH688577,浙海德曼,59.19,14321.0,84.765999,0.0,0,0.0,0,0.0,0,0.0,2
SH688597,煜邦电力,11.78,43080.0,50.748239999999996,0.0,0,0.0,0,0.0,0,-236.0696813177881,2
SH688607,康众医疗,17.41,24148.0,42.041668,0.0,0,0.0,3,0.0,0,-182.08609552177066,2
SH688578,艾力斯,78.17,52628.0,411.393076,0.0,0,0.0,0,0.0,0,0.0,3
SH688580,伟思医疗,37.19,24803.0,92.242357,0.0,0,-207.92044307759812,3,0.0,0,-173.5706294710363,2
SH688612,威迈斯,30.15,34874.0,105.14510999999999,0.0,0,0.0,1,0.0,0,0.0,4
SH688629,华丰科技,58.48,99224.0,580.261952,0.0,0,0.0,0,0.0,0,0.0,2
SH688616,西力科技,11.83,33884.0,40.084772,0.0,0,0.0,4,0.0,0,0.0,0
SH688626,翔宇医疗,42.97,31722.0,136.30943399999998,0.0,0,0.0,0,0.0,0,0.0,3
SH688622,禾信仪器,99.53,7525.0,74.896325,0.0,0,0.0,4,0.0,0,-195.60288208776825,2
SH688633,星球石墨,28.2,22854.0,64.44828,0.0,0,0.0,0,0.0,0,0.0,2
SH688636,智明达,38.65,28071.0,108.49441499999999,0.0,0,0.0,1,0.0,0,0.0,3
SH688655,迅捷兴,15.33,90316.0,138.454428,0.0,0,0.0,2,0.0,0,0.0,2
SH688659,元琛科技,7.53,25930.0,19.52529,0.0,0,0.0,3,0.0,0,0.0,0
SH688663,新风光,26.66,28864.0,76.951424,0.0,0,0.0,0,0.0,0,0.0,2
SH688595,芯海科技,44.35,42541.0,188.66933500000002,0.0,0,0.0,0,0.0,0,0.0,2
SH688678,福立旺,29.15,105696.0,308.10384,0.0,0,0.0,0,0.0,0,0.0,3
SH688685,迈信林,61.23,23809.0,145.78250699999998,0.0,0,0.0,0,0.0,0,0.0,2
SH688681,科汇股份,13.49,13626.0,18.381474,0.0,0,-0.2569983210903696,0,0.0,0,-239.32050321595275,2
SH688696,极米科技,134.65,7082.0,95.35913000000001,0.0,0,0.0,0,0.0,0,0.0,4
SH688719,爱科赛博,33.01,17557.0,57.955656999999995,0.0,0,0.0,0,0.0,0,0.0,2
SH688767,博拓生物,38.91,11225.0,43.676474999999996,0.0,0,-329.9735699333655,3,0.0,0,-205.40639277815478,3
SH688768,容知日新,53.25,8817.0,46.950525,0.0,0,0.0,0,0.0,0,0.0,2
SH688789,宏华数科,79.72,10864.0,86.60780799999999,0.0,0,0.0,3,0.0,0,0.0,0
SH689009,九号公司,64.06,79507.0,509.321842,0.0,0,0.0,0,0.0,0,-193.13927481806832,2
BJ430478,峆一药业,22.74,53718.0,122.15473199999998,0.0,0,0.0,5,0.0,0,0.0,0
BJ430418,苏轴股份,45.94,147291.0,676.654854,0.0,0,0.0,0,0.0,0,0.0,2
BJ830779,武汉蓝电,61.0,27696.0,168.9456,0.0,0,0.0,0,0.0,0,0.0,2
BJ830839,万通液压,33.5,64784.0,217.0264,0.0,0,0.0,0,0.0,0,-179.37155518006466,3
BJ831152,昆工科技,26.18,114260.0,299.13268,0.0,0,0.0,0,0.0,0,-242.4004622713111,2
BJ831175,派诺科技,25.65,51587.0,132.320655,0.0,0,0.0,1,0.0,0,0.0,2
BJ831834,三维股份,11.0,57293.0,63.0223,0.0,0,0.0,0,0.0,0,-190.8556548319625,2
BJ831906,舜宇精工,33.8,129042.0,436.16195999999997,0.0,0,-0.06958907362012128,0,0.0,0,-170.143939940978,2
BJ831856,浩淼科技,24.28,61783.0,150.00912399999999,0.0,0,0.0,0,0.0,0,0.0,2
BJ832145,恒合股份,23.2,74240.0,172.2368,0.0,0,0.0,0,0.0,0,-236.43868260449332,2
BJ832171,志晟信息,34.89,123401.0,430.54608899999994,0.0,0,0.0,0,0.0,0,0.0,2
BJ832876,慧为智能,32.84,38970.0,127.97748,0.0,0,0.0,0,0.0,0,0.0,2
BJ833030,立方控股,34.36,81093.0,278.635548,0.0,0,0.0,2,0.0,0,0.0,2
BJ833171,国航远洋,7.92,548229.0,434.197368,0.0,0,0.0,3,0.0,0,-227.63333099739233,1
BJ833394,民士达,29.43,53573.0,157.665339,0.0,0,-231.43932088824207,4,0.0,0,-237.8635475515516,1
BJ833509,同惠电子,23.97,124491.0,298.404927,0.0,0,0.0,4,0.0,0,0.0,0
BJ833781,瑞奇智造,11.29,167378.0,188.96976199999997,0.0,0,0.0,3,0.0,0,0.0,1
BJ834058,华洋赛车,34.65,16943.0,58.707494999999994,0.0,0,0.0,4,0.0,0,0.0,0
BJ834062,科润智控,10.3,220555.0,227.17165,0.0,0,0.0,3,0.0,0,-183.17020693260483,1
BJ834407,驰诚股份,29.85,41376.0,123.50736,0.0,0,-258.5718463351541,4,0.0,0,0.0,0
BJ834639,晨光电缆,7.87,124102.0,97.668274,0.0,0,0.0,4,0.0,0,0.0,0
BJ835207,众诚科技,30.01,57652.0,173.013652,0.0,0,0.0,0,0.0,0,0.0,2
BJ835438,戈碧迦,21.93,96977.0,212.670561,0.0,0,0.0,3,0.0,0,0.0,0
BJ835579,机科股份,32.25,97104.0,313.1604,0.0,0,0.0,0,0.0,0,0.0,2
BJ836149,旭杰科技,15.88,59462.0,94.425656,0.0,0,-239.2930069993816,3,0.0,0,0.0,0
BJ836270,天铭科技,18.25,45878.0,83.72735,0.0,0,0.0,0,0.0,0,0.0,2
BJ836395,朗鸿科技,19.67,83399.0,164.04583300000002,0.0,0,0.0,1,0.0,0,-205.01438331936404,2
BJ836260,中寰股份,13.65,65546.0,89.47029,0.0,0,0.0,5,0.0,0,-121.77208638170266,0
BJ836422,润普食品,14.13,43474.0,61.428762,0.0,0,0.0,3,0.0,0,0.0,0
BJ836433,大唐药业,7.36,107296.0,78.96985600000001,0.0,0,0.0,3,0.0,0,0.0,0
BJ836717,瑞星股份,12.15,46739.0,56.787884999999996,0.0,0,0.0,5,0.0,0,0.0,0
BJ836942,恒立钻具,18.82,46119.0,86.795958,0.0,0,0.0,1,0.0,0,-193.72177910497095,2
BJ837663,明阳科技,29.93,77566.0,232.155038,0.0,0,0.0,0,0.0,0,0.0,2
BJ838171,邦德股份,20.0,29624.0,59.248,0.0,0,0.0,3,0.0,0,0.0,0
BJ838810,春光药装,23.1,130391.0,301.20321,0.0,0,0.0,0,0.0,0,-236.59789183323454,4
BJ839273,一致魔芋,29.65,24343.0,72.17699499999999,0.0,0,0.0,0,0.0,0,0.0,2
BJ839371,欧福蛋业,9.55,118578.0,113.24199000000002,0.0,0,0.0,3,0.0,0,0.0,0
BJ839729,永顺生物,8.39,45965.0,38.564635,0.0,0,0.0,3,0.0,0,0.0,0
BJ870656,海昇药业,20.62,17008.0,35.070496,0.0,0,0.0,3,0.0,0,0.0,0
BJ834950,迅安科技,22.78,19763.0,45.020114,0.0,0,0.0,4,0.0,0,-220.67411922396792,2
BJ870866,绿亨科技,9.31,48003.0,44.690793000000006,0.0,0,0.0,5,0.0,0,0.0,0
BJ871245,威博液压,42.13,35870.0,151.12031000000002,0.0,0,0.0,0,0.0,0,0.0,2
BJ871694,中裕科技,20.58,34540.0,71.08332,0.0,0,-149.98364219442658,3,0.0,0,-189.96604139805402,2
BJ871970,大禹生物,7.47,50858.0,37.990926,0.0,0,0.0,4,0.0,0,0.0,0
BJ871857,泓禧科技,20.02,26989.0,54.031978,0.0,0,0.0,0,0.0,0,-226.32932853181939,2
BJ872931,无锡鼎邦,15.73,37743.0,59.369739,0.0,0,0.0,4,0.0,0,0.0,0
BJ873132,泰鹏智能,16.79,60800.0,102.0832,0.0,0,0.0,3,0.0,0,-178.49306868483436,1
BJ873001,纬达光电,23.9,40135.0,95.92265,0.0,0,0.0,0,0.0,0,0.0,2
BJ873679,前进科技,21.0,24688.0,51.8448,0.0,0,0.0,4,0.0,0,0.0,0
BJ873703,广厦环能,27.48,26065.0,71.62661999999999,0.0,0,0.0,3,0.0,0,0.0,0
BJ873690,捷众科技,26.35,42467.0,111.900545,0.0,0,0.0,1,0.0,0,0.0,2
BJ873706,铁拓机械,19.7,70121.0,138.13837,0.0,0,0.0,0,0.0,0,0.0,3
BJ873833,美心翼申,23.07,137858.0,318.038406,0.0,0,0.0,3,0.0,0,0.0,1
SZ920002,万达轴承,231.3,14540.0,336.3102,0.0,0,0.0,0,0.0,0,0.0,3
SZ920082,方正阀门,24.1,147278.0,354.93998000000005,0.0,0,0.0,4,0.0,0,-350.0,2
SZ920099,瑞华技术,33.53,20106.0,67.415418,0.0,0,0.0,3,0.0,0,0.0,0
SZ920108,宏海科技,27.2,83119.0,226.08368,0.0,0,0.0,3,0.0,0,-350.0,3
SZ920118,太湖远大,30.33,12673.0,38.437208999999996,0.0,0,0.0,4,0.0,0,0.0,0
SZ920128,胜业电气,37.0,35682.0,132.0234,0.0,0,0.0,4,0.0,0,0.0,0
BJ920002,万达轴承,231.3,14540.0,336.3102,0.0,0,0.0,0,0.0,0,0.0,3
BJ920082,方正阀门,24.1,147278.0,354.93998000000005,0.0,0,0.0,4,0.0,0,-350.0,2
BJ920099,瑞华技术,33.53,20106.0,67.415418,0.0,0,0.0,3,0.0,0,0.0,0
BJ920118,太湖远大,30.33,12673.0,38.437208999999996,0.0,0,0.0,4,0.0,0,0.0,0
BJ920128,胜业电气,37.0,35682.0,132.0234,0.0,0,0.0,4,0.0,0,0.0,0
BJ920108,宏海科技,27.2,83119.0,226.08368,0.0,0,0.0,3,0.0,0,-350.0,3
