symbol,company_name,signals,price,volume,turnover,pink_daily,blue_daily,pink_weekly,blue_weekly,lired_daily,lired_weekly,DIF,DEA,MACD,EMAMACD,V1,V2,V3,V4
BNDI,NEOS Enhanced Income Aggregate Bond ETF,"日BLUE>150(4天), , 周BLUE>150(2周)",46.4863,465.0,21616.1295,48.10339380697543,0.0,28.85996727727211,0.0,0,0,-0.25152070902680634,-0.2386351408601509,-0.025771136333310907,-0.17398484759610047,0.4535248780487805,-0.0034376221138922025,-0.0045703850726623455,0.00012460392546471573
BSJW,Invesco BulletShares 2032 High Yield Corporate Bond ETF,"日BLUE>150(3天), , 周BLUE>150(3周), 倍量柱(2次)",24.76,6444.0,159553.44,54.695086269591094,0.0,30.990196736204286,0.0,0,0,-0.1745633706668137,-0.19520393736158245,0.04128113338953748,-0.05492068120790063,0.24151219512195124,-0.002293610884865571,-0.0031554224441628594,9.479927152270171e-05
BSJV,Invesco BulletShares 2031 High Yield Corporate Bond ETF,"日BLUE>150(3天), , 周BLUE>150(3周), 倍量柱(1次)",25.74,3558.0,91582.92,31.44744287511686,0.0,25.085898982519005,0.0,0,0,-0.21504261249021894,-0.24857592447512686,0.06706662396981583,-0.04714160406618702,0.2510292682926829,-0.0026079340609471147,-0.0033314629618464288,7.958817909892454e-05
BSMC,Brandes U.S. Small-Mid Cap Value ETF,"日BLUE>150(4天), , 周BLUE>150(2周), 黄金柱(1次), 倍量柱(1次)",27.35,4511.0,123375.85,29.704128926961356,0.0,17.616659776667486,0.0,0,0,-0.9418366195335501,-0.8946639066043525,-0.09434542585839534,-0.30897513494351214,0.2663658536585366,-0.01408564613424168,-0.01534665315252649,0.000138710772011329
BSJR,Invesco BulletShares 2027 High Yield Corporate Bond ETF,"日BLUE>150(3天), , 周BLUE>150(2周)",22.305,73395.0,1637075.475,65.86725831898953,0.0,50.14785112290708,0.0,0,0,-0.10061374708808302,-0.1266287974370691,0.05203010069797215,-0.01742214133205711,0.21748731707317073,-0.0012125776502946717,-0.0018685930965564807,7.216169908879899e-05
BTOP,Bitwise Trendwise BTC/ETH and Treasuries Rotation Strategy ETF,"日BLUE>150(5天), , 周BLUE>150(3周), 倍量柱(3次)",23.6834,10358.0,245312.6572,3.0693383482172454,200.0,-0.09715035874131164,180.7301672654088,0,0,-1.5879764006950197,-1.5158743924659315,-0.14420401645817638,-0.36186640559371297,0.23079707317073173,-0.02586781276506006,-0.027087862410519956,0.0001342054610005884
BUFS,FT Vest Laddered Small Cap Moderate Buffer ETF,"日BLUE>150(3天), , 周BLUE>150(2周)",19.56,2073.0,40547.88,34.93788538264626,0.0,20.800527850522595,0.0,0,0,-0.3915036251154511,-0.42690675124151,0.07080625225211779,-0.04480309021565122,0.19078048780487805,-0.005820954855932259,-0.006880129881781655,0.00011650925284343359
BTR,Beacon Tactical Risk ETF,"日BLUE>150(4天), , 周BLUE>150(2周), 倍量柱(2次)",23.4702,0.0,0.0,5.114751018706068,0.0,1.1847666512249582,0.0,0,0,-1.0518370449863816,-0.8280711384022281,-0.44753181316830704,-0.6200877756906971,0.22897756097560973,-0.016001208011082152,-0.01634687437648278,3.8023300194069064e-05
BWA,Yahoo Finance,"日BLUE>150(3天), , 周BLUE>150(6周)",26.28,258114.0,6783235.92,29.55600106976668,0.0,14.13051884230244,0.0,0,0,-1.0676458825002122,-1.0080400648767445,-0.11921163524693545,-0.3651909921589344,0.25584146341463415,-0.016275747012272967,-0.017872827103189142,0.0001756788100007792
CALC,"CalciMedica, Inc. Common Stock","日PINK上穿10, 周BLUE>150(5周), 倍量柱(2次)",1.53,2871.0,4392.63,9.257133002788663,0.0,2.5015429152089546,0.0,0,0,-0.20839236526157578,-0.19000645909491784,-0.03677181233331589,-0.05103773326045112,0.014951219512195121,-0.0033595672706899834,-0.0034032769598872177,4.808065811695772e-06
CATF,American Century California Municipal Bond ETF,"日BLUE>150(3天), , 周BLUE>150(3周), 倍量柱(2次)",48.5084,31.0,1503.7604000000001,43.80811453748005,0.0,36.44826658185113,0.0,0,0,-0.5185133504141035,-0.40784310641260263,-0.22134048800300177,-0.3168167360126445,0.47325268292682926,-0.007899378244003608,-0.008219015024293775,3.5160045831918415e-05
CCMG,CCM Global Equity ETF,"日BLUE>150(3天), , 周BLUE>150(2周), 倍量柱(2次)",26.508,1256.0,33294.048,51.60290043362495,0.0,34.84998680469478,0.0,0,0,-0.555426017808319,-0.579767485119697,0.04868293462275597,-0.2135768169186006,0.25861463414634145,-0.007254244595265968,-0.009154245055091671,0.00020900005058082724
CCSI,"Consensus Cloud Solutions, Inc. Common Stock","日BLUE>150(4天), 周PINK上穿10",18.92,32661.0,617946.1200000001,5.00881054084661,0.0,4.185075320411077,112.27316548880269,0,0,-1.9616930929729897,-1.6725975698296065,-0.5781910462867663,-0.782700641052364,0.18449219512195122,-0.030079339821138834,-0.03001884598202951,-6.654322302025798e-06
CETH,21Shares Core Ethereum ETF,"日BLUE>150(3天), 周PINK上穿10, 周BLUE>150(4周)",7.93,121310.0,961988.2999999999,11.15587797902066,0.0,4.9586776859504145,0.0,0,0,-0.9542854441930899,-1.0320685417410476,0.1555661950959153,0.03849081016166697,0.07723951219512194,-0.015452734828728928,-0.016756198070613473,0.00014338095660729994
CGNX,Cognex Corp,"日PINK上穿10, 周BLUE>150(3周)",23.25,574540.0,13358055.0,7.359907379257133,0.0,3.088313411445995,0.0,0,0,-2.967339260486142,-2.641843411337848,-0.650991698296588,-0.9857650361101044,0.2277429268292683,-0.04570961384313882,-0.04656701602038653,9.431423949724808e-05
CHPS,Xtrackers Semiconductor Select Equity ETF,"日BLUE>150(3天), , 周BLUE>150(3周), 倍量柱(2次)",24.69,1646.0,40639.740000000005,29.892129064324635,0.0,16.52864588949422,0.0,0,0,-1.4441111664609139,-1.4890613336913405,0.08990033446085333,-0.2588370645400237,0.2403658536585366,-0.02122753726493848,-0.023534678443925965,0.00025378552968862355
