symbol,price,volume,turnover,signals,smile_long_daily,smile_short_daily,blue_days,smile_long_weekly,smile_short_weekly,blue_weeks,gold_vol_count,double_vol_count,pink_daily,blue_daily,max_blue_daily,pink_weekly,blue_weekly,max_blue_weekly,vol_times,vol_color,DIF,DEA,MACD,EMAMACD,V1,V2,V3,V4,补血,失血,零轴下金叉,零轴上金叉,零轴上死叉,零轴下死叉,先机信号,底背离,顶背离,next_week_close,next_week_high,next_week_low,price_change_pct,max_gain_pct,max_drawdown_pct,next_week_avg_volume,volume_change_pct
FEMS,37.6906,14576.0,549378.1856000001,"日PINK上穿10, , , 周PINK上穿10, , , 黄金柱(1次), 倍量柱(1次)",True,False,0,True,False,0,1,1,6.357716747187492,0.0,95.58440795930741,4.22279313985728,0.0,0.0,0.2417728237791932,1,-0.5226818575511203,-0.3533038770898983,-0.338755960922444,-0.41685189071517986,0.3680746341463415,-0.0077582241144908415,-0.00754776467981123,-2.3150537814757254e-05,1,0,0,0,0,0,0,0,0,37.28,38.0099,37.04,-1.0893962950974556,0.8471608305519185,-1.7261598382620758,29268.8,100.801317233809
FEMS,37.6906,14576.0,549378.1856000001,"日PINK上穿10, , , 周PINK上穿10, , , 黄金柱(1次), 倍量柱(1次)",True,False,0,True,False,0,1,1,6.357716747187492,0.0,95.58440795930741,4.22279313985728,0.0,0.0,0.2417728237791932,1,-0.5226818575511203,-0.3533038770898983,-0.338755960922444,-0.41685189071517986,0.3680746341463415,-0.0077582241144908415,-0.00754776467981123,-2.3150537814757254e-05,1,0,0,0,0,0,0,0,0,37.28,38.0099,37.04,-1.0893962950974556,0.8471608305519185,-1.7261598382620758,29268.8,100.801317233809
FLEU,23.8281,11925.0,284150.09249999997,", , , 周PINK上穿10, , , , 倍量柱(2次)",False,False,0,True,False,0,0,2,4.4007189863600535,123.93684387912485,123.93684387912485,4.971802204785131,0.0,0.0,14.112426035502958,1,-0.3185944156589784,-0.21598503934449348,-0.20521875262896982,-0.1932105761259545,0.23255170731707317,-0.0051092101629886255,-0.004723257872023278,-4.245475200618822e-05,0,1,0,0,0,0,0,0,0,24.3595,24.485,23.72,2.2301400447370945,2.75682912191908,-0.45366604974799163,5365.4,-55.00712788259958
FLEE,27.6108,9477.0,261667.5516,", , , 周PINK上穿10, , , , 倍量柱(3次)",False,False,0,True,False,0,0,3,13.068584048793092,0.0,122.3065145573346,5.774717003873646,0.0,122.57223261245893,2.1831375259156878,2,-0.4511316529343077,-0.3321164939447738,-0.2380303179790677,-0.2605291862240241,0.26957951219512194,-0.0072622464817573285,-0.006972505397575591,-3.187151925999113e-05,1,0,0,0,0,0,0,0,0,28.015,28.22,27.55,1.4639199153954285,2.206383009546986,-0.22020368841177973,8120.4,-14.314656536878767
FLLA,17.105,37635.0,643746.675,", , 日BLUE>150(4天), , , 周BLUE>150(2周), , ",False,False,4,False,False,2,0,0,4.829540377784416,0.0,185.92687958366204,0.9105068897701625,160.78415309125756,160.78415309125756,1.1266277503367759,2,-0.7340388351775573,-0.6112011275579554,-0.24567541523920378,-0.32511139327777194,0.16626829268292684,-0.01167595136559127,-0.011593662359083653,-9.05179071583783e-06,1,0,0,0,0,0,0,0,0,17.1751,17.49,16.8,0.4098216895644491,2.250803858520878,-1.7831043554516257,21420.0,-43.08489438023116
FLSP,23.92,22062.0,527723.04,", , , , , 周BLUE>150(2周), , 倍量柱(3次)",False,False,0,False,False,2,0,3,54.213762681147585,0.0,106.12652026266593,53.32138943865432,0.0,200.0,2.6136713659519013,2,-0.08819898157242889,-0.07914072656558435,-0.01811651001368908,-0.07750971676558802,0.23346341463414633,-0.0009704582934857153,-0.0015519629755848122,6.396551503090066e-05,1,0,0,0,0,0,0,0,0,23.66,24.15,23.62,-1.0869565217391353,0.9615384615384581,-1.2541806020066937,31123.4,41.072432236424625
FTHM,1.5,101228.0,151842.0,"日PINK上穿10, , , 周PINK上穿10, , , , 倍量柱(2次)",True,False,0,True,False,0,0,2,8.108471533114352,0.0,60.93947453425609,7.9217606746495655,0.0,0.0,0.6377450733329973,3,-0.1814421951074241,-0.16106166069966701,-0.04076106881551417,-0.050773589762308335,0.014600243902439025,-0.0029686318791858624,-0.002909804473555314,-6.4710146193603085e-06,1,0,0,0,0,0,0,0,0,1.58,1.65,1.43,5.3333333333333455,9.999999999999986,-4.666666666666675,91684.4,-9.42782629312049
FUL,62.39,784243.0,48928920.77,", , , , , 周BLUE>150(4周), , 倍量柱(1次)",False,False,0,False,False,4,0,1,5.053068895814956,144.15543502668868,144.15543502668868,-0.1387676108270386,200.0,200.0,3.488268549036353,4,-3.5183359953403084,-2.45553305677056,-2.1256058771394963,-1.8457443535245954,0.6145121951219512,-0.05643508801327535,-0.048693751857101494,-0.0008515469771791239,0,1,0,0,0,0,0,0,0,63.19,65.46,61.71,1.2822567719185773,4.920660362237528,-1.0899182561307952,468604.4,-40.24755082289545
FXA,61.4127,7093.0,435600.2811,", , 日BLUE>150(5天), , , 周BLUE>150(4周), , 倍量柱(2次)",False,False,5,False,False,4,0,2,2.738869898681396,0.0,181.58676880517018,-0.29860132739625933,189.49789344802932,189.49789344802932,0.7566673778536377,2,-0.9479144095580239,-0.897859619063298,-0.10010958098945166,-0.17916637649042433,0.5993253658536585,-0.01491653201969656,-0.015162674611646084,2.7075685114447603e-05,1,0,0,0,0,0,1,0,0,61.54,62.04,61.318,0.2072861150869354,1.0214499606758798,-0.15420263235454978,13218.6,86.36120118426618
FXC,67.89,102778.0,6977598.42,"日PINK上穿10, , 日BLUE>150(3天), , , 周BLUE>150(6周), , 倍量柱(3次)",True,False,3,False,False,6,0,3,9.472284234342588,186.31867338162593,186.31867338162593,5.121111091455594,200.0,200.0,8.010131712259373,3,-0.5806714837928126,-0.6115553156117867,0.061767663637948056,-0.025688508577284466,0.6618536585365854,-0.009288509707990777,-0.009870105988029277,6.397559080423494e-05,1,0,0,0,0,0,0,0,0,67.945,68.27,67.55,0.08101340403592339,0.5597289733392241,-0.5008101340403637,86220.8,-16.109673276382097
FXF,97.2936,33123.0,3222655.9128,", , , 周PINK上穿10, , , , 倍量柱(2次)",False,False,0,True,False,0,0,2,1.5963732811965543,112.34469744797214,112.34469744797214,9.973441663081774,0.0,0.0,4.23351226993865,2,-1.0191303630430895,-0.7964717075093625,-0.445317311067454,-0.32481125700033053,0.9501273170731707,-0.017087096711838612,-0.015113640971616268,-0.00021708013142445785,0,1,0,0,0,0,0,0,0,97.4594,98.22,97.24,0.17041203121275217,0.9521695157749255,-0.055090982346217565,13061.0,-60.56818524892069
GGB,2.88,6297979.0,18138179.52,", , 日BLUE>150(5天), , , 周BLUE>150(2周), , 倍量柱(1次)",False,False,5,False,False,2,0,1,2.7527387021423015,188.83291965643465,188.9102230086158,0.7968731881947573,185.20441815369955,185.20441815369955,1.6458032921402048,1,-0.17537153542030115,-0.11293805315664406,-0.12486696452731419,-0.1384467080288529,0.028109756097560976,-0.0026983349869852333,-0.0024769470469981217,-2.435267339858227e-05,1,0,0,0,0,0,0,0,0,2.84,2.99,2.79,-1.388888888888895,3.819444444444464,-3.125,6817888.2,8.255175191914743
GGB,2.88,6297979.0,18138179.52,", , 日BLUE>150(5天), , , 周BLUE>150(2周), , 倍量柱(1次)",False,False,5,False,False,2,0,1,2.7527387021423015,188.83291965643465,188.9102230086158,0.7968731881947573,185.20441815369955,185.20441815369955,1.6458032921402048,1,-0.17537153542030115,-0.11293805315664406,-0.12486696452731419,-0.1384467080288529,0.028109756097560976,-0.0026983349869852333,-0.0024769470469981217,-2.435267339858227e-05,1,0,0,0,0,0,0,0,0,2.84,2.99,2.79,-1.388888888888895,3.819444444444464,-3.125,6817888.2,8.255175191914743
GMAB,21.0,1008216.0,21172536.0,", , , , , 周BLUE>150(5周), , 倍量柱(1次)",False,False,0,False,False,5,0,1,31.428037087744734,0.0,0.0,9.428311246669947,0.0,188.35521137010082,2.064349684885564,2,-0.22508889631071938,-0.4048212276707867,0.35946466272013466,0.23937664379906082,0.2050487804878049,-0.0036078737852300036,-0.005342111550540834,0.00019076615418419138,1,0,0,0,0,0,0,0,0,22.19,22.275,20.87,5.666666666666664,6.071428571428572,-0.6190476190476191,853662.2,-15.329433375387813
GSID,54.0525,1112.0,60106.380000000005,", , , 周PINK上穿10, , , , 倍量柱(4次)",False,False,1,True,False,0,0,4,11.438968003516123,0.0,156.2511292940502,9.658298199672297,0.0,0.0,10.10909090909091,2,-0.7077890065223258,-0.5198142004071922,-0.37594961223026724,-0.44861615100552027,0.5271317073170732,-0.011274354776385609,-0.010841471539842312,-4.7617156019762703e-05,1,0,0,0,0,0,0,0,0,54.5698,54.7807,53.9665,0.9570325146847969,1.3472087322510484,-0.1591045742565078,1853.0,66.63669064748201
HBB,16.24,58618.0,951956.32,"日PINK上穿10, , , 周PINK上穿10, , , 黄金柱(1次), 倍量柱(1次)",True,False,0,True,False,0,1,1,8.366240572758796,0.0,103.6139240046546,8.643867049355398,0.0,0.0,0.320159484406576,2,-1.3825171654847814,-1.6499917951588148,0.5349492593480667,0.4754320749335783,0.1598780487804878,-0.02282954876018381,-0.024802647508373448,0.00021704086230086021,0,1,0,0,0,0,0,0,0,16.38,17.0599,16.037,0.8620689655172376,5.048645320197043,-1.2499999999999956,40745.0,-30.49063427616091
HF,20.34,6591.0,134060.94,", , 日BLUE>150(4天), 周PINK上穿10, , , , 倍量柱(2次)",False,False,4,True,False,1,0,2,-0.17473626348324034,200.00000000000003,200.00000000000003,-3.6560466370487656,179.58901552541866,179.58901552541866,1.7226868792472556,1,-0.9898121137304443,-0.5904847992611928,-0.798654628938503,-0.8164734461230709,0.19858536585365855,-0.015683283479467514,-0.014159586346337748,-0.00016760668464427416,1,0,0,0,0,0,0,0,0,20.3947,20.5199,20.34,0.26892822025565977,0.8844641101278361,0.0,2388.4,-63.7627067212866
HMC,28.43,1298921.0,36928324.03,", , 日BLUE>150(3天), , , 周BLUE>150(4周), , ",False,False,3,False,False,4,0,0,86.73323749724804,0.0,169.42879366848572,34.87119950199885,0.0,199.99999999999997,0.9091316949303202,2,0.6972249430695463,-0.14343015567771408,1.6813101974945208,1.535619563336259,0.2772239024390244,0.011259599883690075,0.00658066641878348,0.0005146826811397255,0,1,0,0,0,0,0,0,0,29.98,30.57,28.19,5.45198733731973,7.527259936686592,-0.844178684488206,1989988.0,53.203158621655966
HQH,16.23,533555.0,8659597.65,"日PINK上穿10, , , 周PINK上穿10, , , , ",True,False,0,True,False,0,0,0,9.065523760626043,0.0,109.09335435808312,7.372483627855754,0.0,120.84406829618057,0.8686991208075545,5,-0.4810179033792288,-0.4540194000065917,-0.05399700674527419,-0.09821014579331946,0.15814634146341464,-0.007539052504541066,-0.0076241207266326515,9.357504430074388e-06,1,0,0,0,0,0,1,0,0,16.72,16.84,16.05,3.019100431300048,3.758471965495991,-1.1090573012939031,302541.4,-43.29705466165624
HYLG,23.6865,208.0,4926.7919999999995,"日PINK上穿10, , , , , 周BLUE>150(2周), , 倍量柱(2次)",True,False,2,False,False,2,0,2,8.619099501331199,0.0,190.4635894608325,3.0892864855818742,0.0,160.83037002878285,0.9203539823008849,1,-0.40465110860069586,-0.4014190322701273,-0.00646415266113709,-0.04576914979392964,0.23119390243902435,-0.006352520927445593,-0.0065169991488330655,1.8092604352621986e-05,1,0,0,0,0,0,0,0,0,24.0227,24.0227,23.6865,1.4193739049669807,1.4193739049669807,0.0,768.8,269.6153846153846
IBAT,21.98,6236.0,137067.28,", , 日BLUE>150(3天), , , 周BLUE>150(2周), , 倍量柱(3次)",False,False,3,False,False,2,0,3,0.632414447239074,175.0499711821252,181.46381846645465,0.9899926096392786,200.0,200.0,18.07536231884058,1,-0.5231802174181688,-0.42535732100715623,-0.1956457928220251,-0.231491917260751,0.2146341463414634,-0.008183127052104527,-0.007976838399621202,-2.2691751773165746e-05,1,0,0,0,0,0,0,0,0,22.3478,22.82,21.98,1.6733393994540435,3.821656050955413,0.0,2060.2,-66.96279666452854
IFN,16.04,176110.0,2824804.4,", , 日BLUE>150(4天), , , 周BLUE>150(2周), , ",False,False,4,False,False,2,0,0,8.162236956857129,0.0,179.43508007210613,2.820583006462961,0.0,175.80570087268353,0.4776019829797851,2,-0.5393308396680432,-0.45354786451381385,-0.17156595030845867,-0.24679391853542548,0.1564390243902439,-0.008386896067926752,-0.008568381169175437,1.9963361137355363e-05,1,0,0,0,0,0,1,0,0,16.19,16.22,15.95,0.9351620947630979,1.122194513715713,-0.5610972568578565,207319.8,17.721764806087094
IGT,17.42,892952.0,15555223.840000002,", , 日BLUE>150(6天), , , 周BLUE>150(3周), , 倍量柱(1次)",False,False,6,False,False,3,0,1,15.074120009410237,0.0,183.39115461379475,5.3975082335337135,0.0,200.0,1.1433868863248444,2,-0.7614884424891848,-0.8016261907167307,0.0802754964550918,-0.13813888901733612,0.1708170731707317,-0.011339886295109236,-0.013160712430457598,0.00020029087488831983,1,0,1,0,0,0,0,0,0,17.71,17.96,17.2,1.6647531572904661,3.0998851894374235,-1.2629161882893314,951496.2,6.556253863589534
IGTR,24.4967,19135.0,468744.3545,"日PINK上穿10, , , 周PINK上穿10, , , , 倍量柱(2次)",True,False,0,True,False,0,0,2,4.375799431728979,99.62970327469435,100.3107350253849,5.3354107052558986,147.5432448682319,147.5432448682319,1.0371835871862973,1,-0.37984844369720605,-0.2331057659231392,-0.2934853555481337,-0.126453777826044,0.23932414634146343,-0.007075164894446567,-0.0051028059164644375,-0.00021695948757803428,0,1,0,0,0,0,0,0,0,24.6865,25.12,24.39,0.7747982381300256,2.544424351035035,-0.4355688725420137,24477.0,27.91742879540109
ILF,21.12,1191424.0,25162874.880000003,", , , , , 周BLUE>150(2周), , 倍量柱(2次)",False,False,0,False,False,2,0,2,3.642655781138832,0.0,99.52608349087454,-0.5561685705731336,176.89541064347677,176.89541064347677,2.114542198589742,2,-0.9777334885509639,-0.9213697621478538,-0.1127274528062201,-0.2847180830578029,0.20561146341463415,-0.01505434228824365,-0.015886609305962425,9.15493719490653e-05,1,0,0,0,0,0,0,0,0,21.32,21.63,20.8357,0.9469696969697017,2.414772727272707,-1.3461174242424323,1030078.4,-13.542248603351958
INVH,31.43,2129222.0,66921447.46,"日PINK上穿10, , , 周PINK上穿10, , , , ",True,False,1,True,False,1,0,0,6.113551320756301,164.20024559815306,164.20024559815306,8.12700704961845,0.0,172.94588543492068,0.7620879820983474,2,-0.6258615648578356,-0.49107230436660737,-0.2695785209824565,-0.27704753233415064,0.30791463414634146,-0.009924019783072446,-0.009254663289554748,-7.362921428694683e-05,0,1,0,0,0,0,0,0,0,30.67,32.0,30.37,-2.418071905822461,1.8135539293668401,-3.3725739739102756,2470437.6,16.025365133367963
IPB,25.02,585.0,14636.699999999999,"日PINK上穿10, , , 周PINK上穿10, , , , 倍量柱(2次)",True,False,2,True,False,0,0,2,9.187692226602167,0.0,200.0,6.251240625119871,0.0,0.0,1.4625,1,-0.3315215800341811,-0.22280322997553775,-0.21743670011728666,-0.18370430758930825,0.24417073170731707,-0.0055742017249015285,-0.004736464218288899,-9.215112572738923e-05,0,1,0,0,0,0,0,0,0,25.78,25.78,25.02,3.03756994404476,3.03756994404476,0.0,1150.2,96.61538461538461
IPB,25.02,585.0,14636.699999999999,"日PINK上穿10, , , 周PINK上穿10, , , , 倍量柱(2次)",True,False,2,True,False,0,0,2,9.187692226602167,0.0,200.0,6.251240625119871,0.0,0.0,1.4625,1,-0.3315215800341811,-0.22280322997553775,-0.21743670011728666,-0.18370430758930825,0.24417073170731707,-0.0055742017249015285,-0.004736464218288899,-9.215112572738923e-05,0,1,0,0,0,0,0,0,0,25.78,25.78,25.02,3.03756994404476,3.03756994404476,0.0,1150.2,96.61538461538461
ISPR,4.91,57187.0,280788.17,", , 日BLUE>150(3天), 周PINK上穿10, , 周BLUE>150(3周), , 倍量柱(1次)",False,False,3,True,False,3,0,1,-0.9585622021661837,145.09289267502757,186.45756759857144,6.908104955748879,200.0,200.0,0.8956741009898509,1,-0.36304886105644396,-0.2122057717641518,-0.3016861785845843,-0.21269751511898655,0.04858536585365854,-0.00605177622077592,-0.004726634421282827,-0.00014576559794424028,0,1,0,0,0,0,0,0,0,4.54,5.3,4.5,-7.535641547861505,7.942973523421593,-8.350305498981669,65611.8,14.732019514924733
ITUB,4.95,26044367.0,128919616.65,", , , , , 周BLUE>150(4周), , 倍量柱(2次)",False,False,0,False,False,4,0,2,4.843606622699,141.18695165350618,141.18695165350618,1.917206760566166,197.3752349069049,197.3752349069049,3.587433717985732,2,-0.2541797995695534,-0.26699903287235155,0.02563846660559632,-0.002087163404407715,0.048250975609756094,-0.0040131673929606135,-0.004223316098935817,2.311635765727243e-05,1,0,0,0,0,0,0,0,0,5.1,5.26,4.86,3.0303030303030276,6.2626262626262585,-1.8181818181818188,24554255.0,-5.721436808197334
IWMY,30.03,84096.0,2525402.88,", , 日BLUE>150(4天), , , 周BLUE>150(4周), , ",False,False,4,False,False,4,0,0,5.842857556990049,0.0,200.00000000000003,1.687683591869412,0.0,169.69596710833972,0.5375710349853295,1,-0.9557120399497023,-0.8485638726217204,-0.21429633465596387,-0.29256262042442155,0.2926939024390244,-0.015455890363573088,-0.015480246177708358,2.679139554879681e-06,1,0,0,0,0,0,1,0,0,29.79,30.51,29.45,-0.7992007992008054,1.5984015984015887,-1.9314019314019326,82452.2,-1.9546708523592082
IWTR,29.13,78.0,2272.14,", , 日BLUE>150(3天), 周PINK上穿10, , , , 倍量柱(2次)",False,False,3,True,False,0,0,2,1.146436870455045,171.81937886729676,171.81937886729676,9.911558958182443,0.0,0.0,0.6,1,-0.7663763203239,-0.6104269998828828,-0.31189864088203434,-0.40651747189621856,0.2841951219512195,-0.011635678681007011,-0.01131568066774594,-3.519978145871783e-05,1,0,0,0,0,0,0,0,0,29.23,29.56,29.13,0.343288705801581,1.4761414349467872,0.0,217.0,178.2051282051282
JDOC,50.7025,53.0,2687.2325,", , 日BLUE>150(3天), , , 周BLUE>150(2周), , 倍量柱(3次)",False,False,3,False,False,2,0,3,0.8487194592141991,0.0,193.63621838311406,-1.8773439799779301,0.0,169.74105750370194,0.37857142857142856,1,-2.09786750511541,-1.8690247625215917,-0.4576854851876364,-0.763279642653433,0.49465853658536585,-0.032245320061681015,-0.03309358644357915,9.330930200879446e-05,1,0,0,0,0,0,0,0,0,51.9127,51.9127,50.7025,2.3868645530299215,2.3868645530299215,0.0,269.0,407.54716981132077
JDVI,25.1768,15007.0,377828.2376,", , 日BLUE>150(6天), , , 周BLUE>150(3周), , 倍量柱(2次)",False,False,6,False,False,3,0,2,-1.0030863615364616,200.0,200.0,-3.1079678521417424,200.0,200.0,inf,1,-0.5186070914597565,-0.39486546178360177,-0.24748325935230941,-0.23058760683299917,0.24561073170731706,-0.00854437837959629,-0.007810435910766385,-8.073367157128956e-05,1,0,0,0,0,0,0,0,0,25.503,25.8,25.17,1.2956372533443394,2.475294715770082,-0.027008992405697096,6024.6,-59.85473445725328
JHX,30.66,94984.0,2912209.44,", , 日BLUE>150(4天), 周PINK上穿10, , , , 倍量柱(2次)",False,False,4,True,False,0,0,2,2.032915271602378,187.3023218151362,187.3023218151362,4.5537276329253285,0.0,0.0,1.838067961916557,2,-1.4727903492503103,-1.0501139029415754,-0.8453528926174698,-0.9998453648510937,0.29983536585365855,-0.022562083732175053,-0.02130304260821663,-0.00013849452363542646,1,0,0,0,0,0,0,0,0,31.12,32.0199,30.3926,1.5003261578603988,4.435420743639917,-0.8721461187214619,83122.8,-12.487576855049266
JIRE,58.27,343428.0,20011549.560000002,", , 日BLUE>150(3天), 周PINK上穿10, , , , 倍量柱(2次)",False,False,3,True,False,1,0,2,3.123408036741956,175.36568813670027,175.36568813670027,2.453649995434967,153.23846694855123,153.23846694855123,0.12239848685891713,2,-1.3807773521398516,-0.8984534818574419,-0.9646477405648195,-0.9938329350667953,0.5690243902439024,-0.022328632958951933,-0.020558745380501408,-0.00019468763362955773,1,0,0,0,0,0,0,0,0,59.07,59.7716,58.1,1.3729191693838905,2.576969280933583,-0.2917453234940859,302658.0,-11.87148397917468
JPIN,53.45,17387.0,929335.15,", , 日BLUE>150(4天), 周PINK上穿10, , , , 倍量柱(1次)",False,False,4,True,False,0,0,1,2.238461036919852,169.9602272746428,169.9602272746428,2.8653953753888395,0.0,0.0,1.0764611193660227,2,-1.0322072945256764,-0.8036776563053895,-0.45705927644057387,-0.5505306269893182,0.5220880487804878,-0.01617668509498349,-0.01584024974585755,-3.7007888403853345e-05,1,0,0,0,0,0,0,0,0,53.5832,54.28,53.25,0.2492048643591982,1.5528531337698714,-0.374181478016844,22561.8,29.762466210387075
KELYB,13.5901,224.0,3044.1823999999997,", , 日BLUE>150(3天), , , 周BLUE>150(5周), , 倍量柱(2次)",False,False,3,False,False,5,0,2,-0.1361322449712551,161.15638533469306,161.15638533469306,-1.3162417579204106,200.0,200.0,0.49667405764966743,1,-2.3633554012745073,-2.0062619344794936,-0.7141869335900273,-0.9768316470699332,0.13258634146341464,-0.03561408332270499,-0.035238395700440794,-4.132563844906179e-05,1,0,0,0,0,0,0,0,0,14.22,14.62,13.5901,4.634991648332254,7.578310682040601,0.0,481.0,114.73214285714283
KDRN,22.74,6.0,136.44,", , 日BLUE>150(4天), 周PINK上穿10, , , , 倍量柱(3次)",False,False,4,True,False,0,0,3,0.8676422090190808,0.0,177.06204618446222,4.01545506622703,0.0,0.0,6.0,2,-0.28491418054219153,-0.2052911542916558,-0.1592460525010715,-0.2004388316343721,0.22185365853658534,-0.004317531082873971,-0.0042263186567703635,-1.0033366871396825e-05,1,0,0,0,0,0,0,0,0,22.655,22.74,22.635,-0.3737906772207422,0.0,-0.4617414248020979,1.2,-80.0
KLXY,23.4229,640.0,14990.655999999999,", , , , , 周BLUE>150(2周), , 倍量柱(3次)",False,False,0,False,False,2,0,3,61.539746668022474,0.0,0.0,40.57789883278535,0.0,171.8101505821537,2.0125786163522013,1,0.09690029153463087,0.21301927957530184,-0.23223797608134195,-0.14963702748406404,0.22886878048780485,0.000824290385905091,0.001787294371900927,-0.00010593043845954196,0,1,0,0,0,0,0,0,0,23.6504,23.8101,23.185,0.9712717041869379,1.6530830938952912,-1.0156726963783336,823.4,28.656250000000007
KMT,23.72,513158.0,12172107.76,", , 日BLUE>150(4天), 周PINK上穿10, , , , 倍量柱(1次)",False,False,4,True,False,0,0,1,2.7698439918067,0.0,200.0,8.734952074872634,0.0,0.0,1.0617354961516179,2,-1.343015068106542,-0.9768703962113062,-0.7322893437904716,-0.9047762543448923,0.23257317073170733,-0.019795348498004794,-0.01898922561277889,-8.867351737484965e-05,1,0,0,0,0,0,0,0,0,24.33,24.4,23.35,2.571669477234395,2.866779089376048,-1.5598650927487245,654858.6,27.61344459211392
KURA,8.68,1085664.0,9423563.52,", , 日BLUE>150(6天), , , 周BLUE>150(4周), , ",False,False,6,False,False,4,0,0,2.0542273847492667,0.0,200.0,-0.20213816924268985,0.0,200.0,0.8347806830711598,2,-1.4277446252078256,-1.700946449102043,0.5464036477884346,0.4644272235482927,0.08499926829268292,-0.02315935881005196,-0.025052218840535382,0.0002082146033531763,1,0,0,0,0,0,0,0,0,7.78,8.88,7.7,-10.36866359447004,2.3041474654378113,-11.290322580645151,1446678.2,33.25284802664543
LOCT,23.795,3407.0,81069.565,", , , 周PINK上穿10, , , , 倍量柱(3次)",False,False,0,True,False,1,0,3,4.168028427106971,0.0,0.0,8.479146325245821,0.0,172.81701869619215,15.846511627906978,1,-0.007506074502337867,0.0042466384603058495,-0.023505425925287433,-0.008597046590382277,0.23223414634146344,-0.00021683281520287756,-2.143358783519651e-05,-2.1493915010444914e-05,0,1,0,0,0,0,0,0,0,23.82,23.8601,23.78,0.10506408909434217,0.27358688800167563,-0.06303845345660974,2841.4,-16.60111535074845
LQDI,25.5451,26655.0,680904.6405000001,", , , , , 周BLUE>150(2周), , 倍量柱(1次)",False,False,1,False,False,2,0,1,7.070197897720275,163.32464411181905,163.32464411181905,14.188213733448503,162.74379178156482,162.74379178156482,6.667083541770886,2,-0.25190200603466906,-0.1955830498292396,-0.11263791241085891,-0.15641285952286493,0.24929317073170731,-0.003721396010699013,-0.0037914441398360084,7.705294205069498e-06,1,0,0,0,0,0,1,0,0,25.53,25.68,25.3101,-0.059111140688428154,0.528085621117147,-0.9199415934954325,297750.6,1017.0534608891389
LYB,72.78,2820761.0,205294985.58,", , 日BLUE>150(4天), , , 周BLUE>150(5周), , ",False,False,4,False,False,5,0,0,3.949625696150324,200.0,200.0,0.2845625349431524,176.45405187983164,176.45405187983164,1.283664811770852,2,-2.7335549373166543,-3.0843742497232927,0.7016386248132767,0.5123276240930337,0.7155609756097561,-0.04309670368512897,-0.04622395586951731,0.00034399774028271763,0,1,0,0,0,0,0,0,0,73.03,75.17,72.21,0.34350096180268963,3.283869194833744,-0.7831821929101479,2808779.4,-0.42476480637672065
MCHP,56.88,10084835.0,573625414.8000001,"日PINK上穿10, , , , , 周BLUE>150(4周), , 倍量柱(1次)",True,False,2,False,False,4,0,1,8.866919546062771,0.0,172.28035332325123,2.8413656528540283,0.0,200.0,1.786102531224098,3,-2.944091437879429,-3.4437584826746406,0.9993340895904232,0.7336444799758626,0.5576341463414634,-0.04653165113753599,-0.050595524667906025,0.0004470260883407039,0,1,0,0,0,0,0,0,0,56.38,59.86,56.01,-0.8790436005625901,5.239099859353025,-1.5295358649789148,7463127.4,-25.996534400414085
MOTI,29.95,23668.0,708856.6,", , , 周PINK上穿10, , , , 倍量柱(2次)",False,False,0,True,False,0,0,2,1.5086734474154673,140.7238395508145,140.7238395508145,3.261956596243956,130.75336078486845,130.75336078486845,2.8789684953168715,2,-0.8781485013535786,-0.5200624503606949,-0.7161721019857674,-0.6925023158721264,0.2927280487804878,-0.014190791587277984,-0.012527735147534604,-0.00018293620837177182,1,0,0,0,0,0,0,0,0,29.94,30.405,29.7712,-0.033388981636051085,1.5191986644407462,-0.596994991652755,12457.8,-47.364373838093634
MSA,165.01,110767.0,18277662.669999998,"日PINK上穿10, , , 周PINK上穿10, , , , 倍量柱(1次)",True,False,0,True,False,0,0,1,9.953121676296751,0.0,84.07028702158954,9.081702249607837,0.0,0.0,1.340420639914807,2,-2.8318649747363622,-1.763076672590972,-2.1375766042907807,-2.494302875448348,1.6155121951219509,-0.04291557915456101,-0.04054661855336139,-0.0002605856661319583,1,0,0,0,0,0,0,0,0,160.83,167.77,158.9101,-2.5331798072843914,1.6726259014605338,-3.6966850493909353,145720.2,31.555607717099864
MTTR,4.88,4013655.0,19586636.4,", , , , 周PINK下穿94, , , 倍量柱(1次)",False,False,0,False,True,0,0,1,57.855622045192035,0.0,0.0,94.30652194031791,0.0,0.0,3.485203976634796,2,-0.006778934415640592,0.012962188011550009,-0.039482244854381204,-0.06044727300994099,0.047414634146341464,-4.328650942576895e-05,-0.00013167356576053904,9.72257619682471e-06,1,0,0,0,0,0,0,0,0,4.96,4.98,4.73,1.6393442622950838,2.0491803278688714,-3.0737704918032627,2432451.6,-39.39559827638399
MYY,19.07,59646.0,1137449.22,", , , , , 周BLUE>150(2周), , 倍量柱(3次)",False,False,0,False,False,2,0,3,81.27966522950173,0.0,0.0,40.59430245407721,0.0,163.82541770554073,4.630181648812297,3,0.24003842728102143,0.15281628057235472,0.17444429341733342,0.2314466441435959,0.18548780487804878,0.0031985414546855107,0.0031217811811109046,8.443630093206666e-06,0,1,0,0,0,0,0,0,0,18.89,19.11,18.61,-0.9438909281594077,0.20975353959098442,-2.4121657052962764,27420.0,-54.028769741474704
