symbol,name,price,Volume,turnover,blue_daily,blue_days,lired_daily,lired_days,blue_weekly,blue_weeks,lired_weekly,lired_weeks
SH605188,国光连锁,14.16,201363.0,285.13000800000003,0.0,0,0.0,5,0.0,0,0.0,2
SH605198,安德利,36.09,17159.0,61.92683100000001,0.0,0,0.0,3,0.0,0,0.0,0
SH605222,起帆电缆,14.65,2339.0,3.4266349999999997,0.0,0,0.0,0,0.0,2,0.0,0
SH605318,法狮龙,28.68,1646.0,4.720728,0.0,0,0.0,0,0.0,0,0.0,2
SH605369,拱东医疗,24.76,4241.0,10.500716,0.0,0,0.0,0,0.0,2,0.0,0
SH605588,冠石科技,44.08,9007.0,39.702856,0.0,0,0.0,0,0.0,0,0.0,2
SH605499,东鹏饮料,281.51,5022.0,141.374322,0.0,0,0.0,3,0.0,0,0.0,0
SH688052,纳芯微,199.36,5182.0,103.308352,0.0,0,0.0,2,0.0,0,0.0,2
SH688087,英科再生,21.77,4420.0,9.62234,0.0,0,0.0,0,0.0,2,0.0,0
SH688068,热景生物,136.99,7357.0,100.78354300000001,0.0,0,-211.46761001599288,3,0.0,0,-263.98643784947836,5
SH688091,上海谊众,48.16,14333.0,69.027728,0.0,0,-213.98727615848202,5,0.0,0,0.0,0
SH688102,斯瑞新材,12.2,36119.0,44.06518,0.0,0,0.0,0,0.0,0,0.0,2
SH688096,京源环保,17.95,26136.0,46.91412,0.0,0,0.0,0,0.0,0,0.0,2
SH688136,科兴制药,38.68,19042.0,73.654456,0.0,0,0.0,1,0.0,0,0.0,4
SH688156,路德环境,15.63,12559.0,19.629717000000003,0.0,0,0.0,2,0.0,0,0.0,2
SH688170,德龙激光,20.44,1031.0,2.1073640000000005,0.0,0,0.0,0,0.0,2,0.0,0
SH688169,石头科技,183.62,2747.0,50.440414000000004,0.0,0,0.0,0,0.0,2,0.0,0
SH688197,首药控股,31.59,1926.0,6.0842339999999995,0.0,0,0.0,0,0.0,2,0.0,0
SH688192,迪哲医药,58.96,20739.0,122.27714399999999,0.0,0,-217.4899838746064,2,0.0,0,-349.249825170086,4
SH688186,广大特材,24.92,25990.0,64.76708,0.0,0,-168.81645631331494,1,0.0,0,-329.1303167280512,5
SH688210,统联精密,17.63,3725.0,6.567175,0.0,0,0.0,0,0.0,2,0.0,0
SH688212,澳华内镜,40.18,2241.0,9.004338,0.0,3,0.0,0,0.0,0,0.0,0
SH688319,欧林生物,16.24,6478.0,10.520271999999999,0.0,0,-150.08493531733345,1,0.0,0,-259.212203917542,3
SH688382,益方生物,22.65,18079.0,40.948935,0.0,0,-0.04303795868194334,0,0.0,0,-164.40791883879695,3
SH688386,泛亚微透,53.08,4055.0,21.52394,0.0,0,0.0,4,0.0,0,0.0,2
SH688401,路维光电,36.14,4239.0,15.319745999999999,0.0,0,0.0,1,0.0,0,0.0,2
SH688408,中信博,45.62,9137.0,41.682994,0.0,0,0.0,0,0.0,2,0.0,0
SH688428,诺诚健华,19.75,12328.0,24.3478,0.0,0,-158.0255786315606,2,0.0,0,-229.44231308348998,2
SH688426,康为世纪,17.76,1226.0,2.177376,0.0,0,0.0,0,0.0,2,0.0,0
SH688501,青达环保,23.25,16158.0,37.56735,0.0,0,-135.04503795518332,0,0.0,0,-184.49409350704622,3
SH688488,艾迪药业,11.33,11171.0,12.656743,0.0,0,0.0,0,0.0,0,0.0,2
SH688500,慧辰股份,29.0,5183.0,15.0307,0.0,0,0.0,0,0.0,3,0.0,0
SH688506,百利天恒,272.0,2998.0,81.5456,0.0,0,-223.0136973737517,5,0.0,0,-188.90464519310842,4
SH688516,奥特维,34.5,29747.0,102.62715,0.0,0,0.0,0,0.0,2,0.0,0
SH688545,兴福电子,26.23,5370.0,14.085510000000001,0.0,0,0.0,0,0.0,2,0.0,0
SH688536,思瑞浦,174.19,13131.0,228.728889,0.0,0,0.0,0,0.0,0,0.0,2
SH688552,航天南湖,22.68,52048.0,118.04486399999999,0.0,0,-305.4888159333527,2,0.0,0,-216.27588516015638,2
SH688559,海目星,27.81,4386.0,12.197465999999999,0.0,0,0.0,0,0.0,2,0.0,0
SH688591,泰凌微,38.83,20113.0,78.098779,0.0,0,0.0,0,0.0,0,0.0,2
SH688578,艾力斯,89.21,7967.0,71.073607,0.0,0,0.0,0,0.0,0,0.0,2
SH688602,康鹏科技,8.81,134793.0,118.752633,0.0,0,0.0,3,0.0,2,0.0,0
SH688617,惠泰医疗,449.98,1073.0,48.282854,0.0,0,-433.23909009313445,4,0.0,0,0.0,0
SH688636,智明达,38.15,2843.0,10.846045,0.0,0,0.0,0,0.0,0,0.0,2
SH688658,悦康药业,16.21,14769.0,23.940549,0.0,0,0.0,0,0.0,2,0.0,0
SH688717,艾罗能源,47.6,3214.0,15.298639999999999,0.0,0,0.0,0,0.0,2,0.0,0
SH688726,拉普拉斯,38.57,2044.0,7.883708,0.0,0,0.0,0,0.0,2,0.0,0
SH688767,博拓生物,40.44,2172.0,8.783567999999999,0.0,0,0.0,0,0.0,0,0.0,2
SH688772,珠海冠宇,12.83,39163.0,50.246128999999996,0.0,0,0.0,0,0.0,2,0.0,0
BJ430017,星昊医药,20.6,19741.0,40.66646,0.0,0,0.0,0,0.0,0,0.0,2
BJ832735,德源药业,56.62,10958.0,62.044196,0.0,0,0.0,4,0.0,0,0.0,0
BJ832982,锦波生物,392.49,2340.0,91.84266,0.0,0,0.0,0,0.0,0,0.0,4
BJ833394,民士达,49.57,25029.0,124.068753,0.0,0,0.0,2,0.0,0,0.0,3
BJ833429,康比特,25.65,27167.0,69.68335499999999,0.0,0,0.0,0,0.0,0,0.0,2
BJ834261,一诺威,14.97,80373.0,120.318381,0.0,0,0.0,0,0.0,0,0.0,2
BJ839273,一致魔芋,66.38,28796.0,191.147848,0.0,0,0.0,0,0.0,0,0.0,4
SZ920029,开发科技,117.3,21674.0,254.23601999999997,0.0,0,-458.0,5,0.0,0,0.0,0
BJ920029,开发科技,117.28,21698.0,254.474144,0.0,0,-458.0,5,0.0,0,0.0,0
