symbol,company_name,signals,price,volume,turnover,pink_daily,blue_daily,pink_weekly,blue_weekly,lired_daily,lired_weekly,DIF,DEA,MACD,EMAMACD,V1,V2,V3,V4
AAPY,Kurv Yield Premium Strategy Apple (AAPL) ETF,"日BLUE>150(3天), 周PINK上穿10",22.7088,1594.0,36197.8272,5.323701464949071,0.0,3.683498528024499,0.0,0,0,-1.0374463904373634,-0.7177877882617325,-0.6393172043512618,-0.72645278506936,0.22206878048780487,-0.0161946121713121,-0.015579443812429766,-6.76685194770568e-05
ADNT,Adient plc Ordinary Shares,"周BLUE>150(2周), 倍量柱(1次)",13.86,1769325.0,24522844.5,8.429284767281706,0.0,3.830689029188326,0.0,0,0,-0.9898590140899408,-0.9177025070329957,-0.1443130141138902,-0.3018311855112996,0.13504878048780486,-0.015215507962943742,-0.015700546361926703,5.3354223888125756e-05
AGOX,Adaptive Alpha Opportunities ETF,"日BLUE>150(3天), 周PINK上穿10, 周BLUE>150(2周), 倍量柱(1次)",24.3778,211412.0,5153759.4536,5.083662329091233,200.0,3.899587951376602,179.23776909600213,0,0,-1.1185236566237435,-0.9206768813022861,-0.3956935506429149,-0.5037466637026451,0.23892219512195123,-0.016276094593585866,-0.015791835031982646,-5.326855177635415e-05
ANSC,Agriculture & Natural Solutions Acquisition Corporation Class A Ordinary Shares,"周PINK下穿94, , 倍量柱(1次)",10.63,27663.0,294057.69,88.88320631857344,0.0,94.87834925403844,0.0,0,0,0.03192221412785656,0.028562341560640296,0.006719745134432534,0.007999050366091554,0.10360975609756098,0.0004888494662671911,0.0005001352477599663,-1.2414359642052728e-06
ARCT,Arcturus Therapeutics Holdings Inc. Common Stock,"日PINK上穿10, 周BLUE>150(3周)",12.84,352076.0,4520655.84,7.45765644406716,94.80788342576318,3.9907329401339977,200.0,0,0,-1.167299644180984,-0.8723238900164421,-0.5899515083290838,-0.6062050303930029,0.12651219512195122,-0.018123953460735365,-0.016769061179813534,-0.0001490381509014014
ASMF,Virtus AlphaSimplex Managed Futures ETF,"周BLUE>150(2周), 倍量柱(2次)",23.2053,7240.0,168006.372,22.886655822297367,0.0,4.84187433218409,0.0,0,0,-0.229763473470598,-0.2723809964512205,0.08523504596124498,-0.0006317255397431457,0.22647780487804875,-0.0031250851390051404,-0.003899119542076281,8.514378433782546e-05
ASGN,ASGN Incorporated,"日PINK上穿10, , 周PINK上穿10",64.46,472856.0,30480297.759999998,7.1460792963275725,0.0,6.301894903158956,0.0,0,0,-3.3222436784741376,-3.9852828881543725,1.3260784193604698,1.8355178822444551,0.6355000000000001,-0.054475158835926574,-0.05370204907906329,-8.504207325496095e-05
AUB,Atlantic Union Bankshares Corporation,"日BLUE>150(3天), 周PINK上穿10",32.29,1066547.0,34438802.63,12.214962040299184,0.0,8.758314466348693,0.0,0,0,-1.48048093712341,-1.5047192435439167,0.048476612841013456,-0.2711699592922116,0.3164390243902439,-0.0218567957702564,-0.024077590499412306,0.0002442874202071498
AWEG,Alger Weatherbie Enduring Growth ETF,"日BLUE>150(4天), , 周BLUE>150(2周), 倍量柱(2次)",22.4974,8.0,179.9792,20.92829004005634,0.0,6.085651496033703,0.0,0,0,-0.8238790358230972,-0.9300933345321984,0.21242859741820252,-0.06134828046401958,0.21948682926829266,-0.011681689061751044,-0.014012296973918351,0.0002563668703384038
BBC,Virtus LifeSci Biotech Clinical Trials ETF,"周BLUE>150(3周), 黄金柱(2次), 倍量柱(3次)",19.98,333077.0,6654878.46,22.948433275619394,0.0,8.313967716961193,0.0,0,0,-0.6271457141810011,-0.8226363897818565,0.39098135120171085,0.2945130060297112,0.19485365853658537,-0.010172595834688436,-0.011629692756522248,0.00016028066140171934
BBIN,JPMorgan BetaBuilders International Equity ETF,"周PINK下穿94, 黄金柱(1次), 倍量柱(1次)",63.63,339327.0,21591377.01,94.63005783535615,0.0,96.9776533742394,0.0,0,0,1.0029983015039576,0.9253379376649296,0.15532072767805616,0.1007186910648524,0.6199268292682927,0.015951748277335365,0.01524716156264478,7.750453861596431e-05
BLCN,Siren ETF Trust Siren Nasdaq NexGen Economy ETF,"周PINK上穿10, , 倍量柱(1次)",20.69,8283.0,171375.27000000002,8.852147260355618,0.0,9.838752820270516,0.0,0,0,-1.317593064894453,-1.4776148664998823,0.3200436032108587,0.06844007267327225,0.20121951219512196,-0.020191301723194027,-0.022284211109349285,0.00023022003247707832
BOLD,"Boundless Bio, Inc. Common Stock","日BLUE>150(3天), , 周BLUE>150(3周)",1.57,20768.0,32605.760000000002,2.452036791613364,0.0,1.1210545703728503,0.0,0,0,-0.18276183432526172,-0.19653662331221275,0.027549577973902062,0.01867934217174529,0.015487560975609755,-0.0029547410894320766,-0.0030809108387825778,1.3878672428555124e-05
CAN,Canaan Inc. American Depositary Shares,"周PINK上穿10, , 倍量柱(2次)",0.9915,40248987.0,39906870.6105,3.2576659720657632,92.75174101129568,8.206834522969128,0.0,0,0,-0.23512275548742312,-0.2402334319281869,0.01022135288152759,-0.01030646475464034,0.009739024390243904,-0.0036349647375554933,-0.003756834035911817,1.340562281919561e-05
CDIOW,Cardio Diagnostics Holdings Inc. Warrant,"日PINK上穿10, , 周PINK上穿10, , 倍量柱(2次)",0.03,1245.0,37.35,9.56692125758093,0.0,5.867783246700682,0.0,0,0,-0.012012536705542691,-0.010042344444570842,-0.003940384521943698,-0.004861980064927453,0.0003168292682926829,-0.00017926902092403922,-0.00017777057294567956,-1.648292776195619e-07
CDZIP,"Cadiz, Inc. Depositary Shares","日PINK下穿94, , 周PINK下穿94, 黄金柱(1次), 倍量柱(2次)",19.1399,10718.0,205141.4482,95.46048598471062,0.0,97.25201791332287,0.0,0,0,0.18820948908501478,0.12155199226082308,0.1333149936483834,0.04900018658413372,0.18599926829268296,0.003515848169313829,0.002712897648509166,8.832455728851288e-05
CHGG,"CHEGG, INC.","日BLUE>150(7天), , 周BLUE>150(2周)",0.7391,2032724.0,1502386.3084,-0.08245133718348141,200.0,0.030903757265128284,160.6088859863024,0,0,-0.21135352339692903,-0.21240901626308228,0.002110985732306503,-0.02506030234625541,0.007315121951219511,-0.003233115227378555,-0.0033930317271244864,1.7590814972052435e-05
CKX,"CKX Lands, Inc.","周BLUE>150(2周), 倍量柱(2次)",11.67,4078.0,47590.26,63.644204911045534,0.0,34.25970887545799,0.0,0,0,0.023027514138673766,0.02249804109055227,0.0010589460962429909,0.03749333744933984,0.11438975609756097,5.367456465026066e-05,0.00015507544152165354,-1.1154096455853216e-05
CNTM,"ConnectM Technology Solutions, Inc. Common Stock","日BLUE>150(3天), , 周BLUE>150(3周), 倍量柱(1次)",0.6,750367.0,450220.2,17.82711414989943,0.0,,0.0,0,0,-0.09575528297302505,-0.11840088412368337,0.04529120230131664,0.036883939207484694,0.005957195121951219,-0.0013928976860550814,-0.0015299535045619772,1.5076140035758538e-05
CNBS,Amplify Seymour Cannabis ETF,"周BLUE>150(2周), 倍量柱(1次)",17.5807,2331.0,40980.6117,7.510980400995184,0.0,0.9327469819357841,0.0,0,0,-1.387548363000402,-1.552309727994197,0.32952272998759025,0.18776600561581397,0.17175975609756097,-0.023993688741244523,-0.026003535060842825,0.0002210830951558132
CPSI,COMPUTER PROGRAMS & SYSTEMS INC,"周BLUE>150(3周), 倍量柱(1次)",9.19,534996.0,4916613.239999999,15.03967784670364,0.0,3.929915088060861,0.0,0,0,-0.4204333483517946,-0.266449347677117,-0.3079680013493552,-0.29622600647709657,0.09165853658536585,-0.006326572597556326,-0.005986558878177376,-3.740150913168457e-05
CTKB,"Cytek Biosciences, Inc. Common Stock","日PINK上穿10, 周BLUE>150(2周)",4.06,1369979.0,5562114.739999999,6.021407233567079,85.1774568480851,0.566270685159957,164.03309895611028,0,0,-0.375689088051959,-0.3982236463384414,0.04506911657296475,0.02011204321844731,0.04013414634146341,-0.005788827430241707,-0.006082992622692428,3.2358171169579315e-05
CVRD,Madison Covered Call ETF,"日BLUE>150(4天), , 周BLUE>150(3周), 倍量柱(2次)",18.1629,990.0,17981.271,38.85580224734664,0.0,16.760118166667063,0.0,0,0,-0.17312601623364543,-0.2119347611377425,0.07761748980819416,0.0064097501199300265,0.17743585365853662,-0.0024011645481332167,-0.0031017141400814813,7.706045511430911e-05
CYCC,"Cyclacel Pharmaceuticals, Inc","日PINK上穿10, 周BLUE>150(4周), 倍量柱(1次)",0.2996,161511.0,48388.6956,9.965722294444777,0.0,0.3051619636538267,173.9164053384452,0,0,-0.014851913055965948,-0.01355966456658364,-0.0025844969787646166,-0.003976173748587133,0.00294,-0.0002609144877423323,-0.0002676535636136632,7.412983458463972e-07
DGRS,WisdomTree Trust WisdomTree U.S. SmallCap Quality Dividend Growth Fund,"周PINK上穿10, , 倍量柱(2次)",47.2,71664.0,3382540.8000000003,23.09960351522639,0.0,9.186226945477802,0.0,0,0,-1.1476958660657601,-1.2089837117453004,0.12257569135908053,-0.16385213316346547,0.46172195121951215,-0.01694445256405097,-0.01926233493438495,0.0002549670607367377
DOOO,BRP Inc. Common Subordinate Voting Shares,"日PINK上穿10, 周BLUE>150(4周), 倍量柱(1次)",37.21,255511.0,9507564.31,7.878599307742485,0.0,4.148888819977762,0.0,0,0,-1.8666900469854113,-2.127490932647086,0.5216017713233496,0.7194555602457313,0.3633292682926829,-0.03157587339713641,-0.031075756668450603,-5.501284015543888e-05
DSMC,Distillate Small/Mid Cash Flow ETF,"周BLUE>150(2周), 倍量柱(1次)",32.06,34343.0,1101036.58,27.460361493059118,0.0,12.342004890918856,0.0,0,0,-0.7369135938985565,-0.9776465506790635,0.481465913561014,0.2181065648807906,0.3134390243902439,-0.010438410568686773,-0.01340897217754448,0.0003267617769743478
DYFI,IDX Dynamic Fixed Income ETF,"日BLUE>150(5天), , 周BLUE>150(3周), 黄金柱(1次), 倍量柱(2次)",23.23,170248.0,3954861.04,56.02389837333786,0.0,13.259983000800617,200.0,0,0,-0.05438219409834488,-0.05264690237453345,-0.0034705834476228686,-0.029614147764628576,0.22662512195121953,-0.00083461329760115,-0.0010145965758615037,1.97981606086389e-05
DXJS,WisdomTree Japan Hedged SmallCap Equity Fund,"周PINK下穿94, 黄金柱(1次), 倍量柱(3次)",35.55,35875.0,1275356.25,99.60666650977893,0.0,95.64065321373735,0.0,0,0,0.45685462581045044,0.19348235209558087,0.5267445474297392,0.43244144535783813,0.346090243902439,0.007363826475852986,0.005535924214882861,0.00020106924870671373
