symbol,price,Volume,turnover,blue_daily,max_blue_daily,blue_days,blue_weekly,max_blue_weekly,blue_weeks,lired_daily,lired_days,lired_weekly,lired_weeks,company_name
AMPS,4.99,5274621.0,2632.0358790000005,0.0,0.0,0,0.0,0.0,0,-443.67139793343125,5,-281.1819937873787,5,"Altus Power, Inc."
MRNA,25.4698,1537605.0,3916.2491828999996,0.0,0.0,0,0.0,267.1578136668396,2,0.0,0,0.0,0,"Moderna, Inc."
POOL,306.76,163226.0,5007.120776,0.0,0.0,0,0.0,241.10249664585706,3,0.0,0,0.0,0,Pool Corporation
MRC,10.73,114037.0,122.361701,0.0,0.0,0,0.0,185.5221838340586,2,0.0,0,0.0,0,MRC GLOBAL INC.
SGDJ,47.415,22296.0,105.71648400000001,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,3,Sprott Junior Gold Miners ETF
BTE,1.6916,10759259.0,1820.03625244,0.0,0.0,0,0.0,259.66506356860833,2,0.0,0,0.0,0,Baytex Energy Corp.
GOGL,7.095,1041801.0,739.1578095,0.0,0.0,0,0.0,293.4577524018208,2,0.0,0,0.0,0,Golden Ocean Group Limited Common Stock
AOD,7.99,141784.0,113.285416,0.0,0.0,0,0.0,309.2335642545002,2,0.0,0,0.0,0,abrdn Total Dynamic Dividend Fund
ROIV,10.295,2188266.0,2252.8198469999998,0.0,0.0,0,0.0,350.0,2,0.0,0,0.0,0,Roivant Sciences Ltd. Common Shares
CGXU,23.59,175806.0,414.726354,0.0,0.0,0,0.0,246.47890431068754,2,0.0,0,0.0,0,Capital Group International Focus Equity ETF
BLKB,61.045,40607.0,247.88543149999998,0.0,0.0,0,0.0,246.01097412983674,3,0.0,0,0.0,0,"Blackbaud, Inc."
MPWR,511.27,194679.0,9953.353233,0.0,0.0,0,0.0,283.5734288655023,2,0.0,0,0.0,0,"Monolithic Power Systems, Inc."
ARM,99.975,1101709.0,11014.3357275,0.0,0.0,0,0.0,342.31368024770353,2,0.0,0,0.0,0,Arm Holdings plc American Depositary Shares
HYLB,35.575,857915.0,3052.0326125000006,0.0,0.0,0,0.0,239.6788419284195,2,0.0,0,0.0,0,Xtrackers USD High Yield Corporate Bond ETF
RUN,7.005,4383568.0,3070.689384,0.0,0.0,0,0.0,257.3226631718701,2,0.0,0,0.0,0,Sunrun Inc
BSAC,24.785,247638.0,613.770783,0.0,0.0,0,0.0,0.0,0,-221.60050513518047,3,-146.117742436209,0,Banco Santander-Chile
EXG,7.6376,212955.0,162.6465108,0.0,0.0,0,0.0,194.22903418792185,2,0.0,0,0.0,0,Eaton Vance Tax-Managed Global Diversified Equity Income Fund
IQ,1.74,26308103.0,4577.609922,0.0,0.0,0,0.0,294.395402411031,2,0.0,0,0.0,0,"iQIYI, Inc. American Depositary Shares"
ANGL,27.92,129470.0,361.48024000000004,0.0,0.0,0,0.0,178.35817714020837,2,0.0,0,0.0,0,VanEck Fallen Angel High Yield Bond ETF
AUTL,1.575,1398563.0,220.2736725,0.0,0.0,0,0.0,232.53960122492995,3,0.0,0,0.0,0,Autolus Therapeutics plc American Depositary Share
NRIX,11.05,312209.0,344.990945,0.0,0.0,0,0.0,215.84183645227768,3,0.0,0,0.0,0,"Nurix Therapeutics, Inc. Common stock"
HOFV,0.7809,5074032.0,396.23115888,0.4452162740084336,0.4452162740084336,0,278.3908256373299,278.3908256373299,3,0.0,0,0.0,0,Hall of Fame Resort & Entertainment Company Common Stock
NSA,36.6,110440.0,404.2104,0.0,0.0,0,0.0,174.6370240280241,2,0.0,0,0.0,0,National Storage Affiliates Trust
CELC,10.82,100114.0,108.323348,0.0,0.0,0,0.0,262.66564075191667,2,0.0,0,0.0,0,Celcuity Inc. Common Stock
TSMX,15.03,331314.0,497.964942,0.0,0.0,0,0.0,314.3925854192236,2,0.0,0,0.0,0,Direxion Daily TSM Bull 2X Shares
DFSV,25.59,324524.0,830.456916,0.0,0.0,0,0.0,239.23410769124035,2,0.0,0,0.0,0,Dimensional US Small Cap Value ETF
MEG,14.43,178008.0,256.865544,0.0,0.0,0,0.0,304.8435860154689,3,0.0,0,0.0,0,"Montrose Environmental Group, Inc."
VRT,70.39,3011817.0,21200.179863,0.0,0.0,0,0.0,350.0,2,0.0,0,0.0,0,Vertiv Holdings Co Class A Common Stock
ICF,59.5607,21650.0,128.9489155,0.0,0.0,0,0.0,203.15244048758828,2,0.0,0,0.0,0,iShares Cohen & Steers REIT ETF
PBR.A,10.74,2530471.0,2717.725854,0.0,0.0,0,0.0,215.42337404096844,2,0.0,0,0.0,0,Petroleo Brasileiro S.A.-Petrobras
DYN,10.0076,1019918.0,1020.6931376800001,0.0,0.0,0,0.0,213.19236938661547,3,0.0,0,0.0,0,"Dyne Therapeutics, Inc. Common Stock"
SILA,25.94,51902.0,134.633788,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,"Sila Realty Trust, Inc."
BRK.A,776378.625,208.0,16148.6754,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,Berkshire Hathaway Inc.
LKFN,53.035,28947.0,153.5204145,0.0,149.4981640952318,0,0.0,217.795606250709,3,0.0,0,0.0,0,Lakeland Financial Corp
OSCR,11.585,1032331.0,1195.9554635000002,0.0,219.88969979935163,1,0.0,216.32896556663752,3,0.0,0,0.0,0,"Oscar Health, Inc."
UAMY,3.185,1241706.0,395.483361,0.0,0.0,0,0.0,0.0,0,0.0,3,0.0,3,United States Antimony Corporation
TROX,5.34,801818.0,428.170812,0.0,0.0,0,0.0,203.3848937184636,2,0.0,0,0.0,0,TRONOX LIMITED CL A ORDINARY SHARES
IWMY,23.1201,46464.0,107.42523264000002,0.0,0.0,0,0.0,350.0,3,0.0,0,0.0,0,Defiance R2000 Enhanced Options & 0DTE Income ETF
MSTZ,6.44,33382118.0,21498.083992,289.6119665891646,289.6119665891646,5,350.0,350.0,4,0.0,0,0.0,0,T-Rex 2X Inverse MSTR Daily Target ETF
HLX,6.4475,295646.0,190.6177585,0.0,0.0,0,0.0,183.5213359925984,2,0.0,0,0.0,0,"Helix Energy Solutions Group, Inc."
DVYE,26.43,132617.0,350.506731,0.0,0.0,0,0.0,181.7695849602163,2,0.0,0,0.0,0,iShares Emerging Markets Dividend ETF
IWN,140.32,191794.0,2691.253408,0.0,0.0,0,0.0,225.23041972945487,3,0.0,0,0.0,0,iShares Russell 2000 Value ETF
MLCO,4.84,1866117.0,903.2006279999999,0.0,0.0,0,0.0,286.63658290737357,2,0.0,0,0.0,0,Melco Resorts & Entertainment Limited American Depositary Shares
TAXF,47.98,25152.0,120.679296,0.0,0.0,0,0.0,178.5052929075409,2,0.0,0,0.0,0,American Century Diversified Municipal Bond ETF
DNUT,4.315,1092303.0,471.3287445,0.0,156.62409746421963,1,0.0,350.0,4,0.0,0,0.0,0,"Krispy Kreme, Inc. Common Stock"
AACT,11.2199,561669.0,630.18700131,0.0,0.0,0,0.0,0.0,0,-4.034952771797314,0,-223.81787237860755,3,Ares Acquisition Corporation II
SPLV,71.91,662322.0,4762.7575019999995,0.0,0.0,0,0.0,189.89568938154483,2,0.0,0,0.0,0,Invesco S&P 500 Low Volatility ETF
PSX,99.805,458373.0,4574.7917265,0.0,0.0,0,0.0,185.30995103646944,2,0.0,0,0.0,0,Phillips 66
CRF,6.455,488492.0,315.32158599999997,0.0,0.0,0,0.0,350.0,2,0.0,0,0.0,0,"Cornerstone Total Return Fund, Inc"
PSTG,40.265,558919.0,2250.4873535,0.0,0.0,0,0.0,211.7943493540134,2,0.0,0,0.0,0,"Pure Storage, Inc. Class A"
ALIT,4.805,1837471.0,882.9048154999999,0.0,0.0,0,0.0,204.56385436520935,2,0.0,0,0.0,0,"Alight, Inc."
CIFR,2.745,12891385.0,3538.6851825000003,0.0,0.0,0,0.0,189.91325616513387,2,0.0,0,0.0,0,Cipher Mining Inc. Common Stock
IGT,16.4,251963.0,413.21932,0.0,0.0,0,0.0,194.54188796888238,2,0.0,0,0.0,0,International Game Technology PLC
EMXC,54.85,795073.0,4360.975405,0.0,0.0,0,0.0,213.73395690095492,2,0.0,0,0.0,0,iShares MSCI Emerging Markets ex China ETF
GUNR,37.7645,176859.0,667.8991705499999,0.0,0.0,0,0.0,178.17836180339492,2,0.0,0,0.0,0,FlexShares Global Upstream Natural Resources Index Fund
MGA,32.875,299437.0,984.3991375,0.0,0.0,0,0.0,243.62968004732267,3,0.0,0,0.0,0,Magna International
FEPI,39.15,46140.0,180.6381,0.0,0.0,0,0.0,350.0,2,0.0,0,0.0,0,REX FANG & Innovation Equity Premium Income ETF
TFII,77.215,117606.0,908.0947290000001,0.0,0.0,0,0.0,223.16544307924894,2,0.0,0,0.0,0,TFI International Inc.
CLDX,19.12,139325.0,266.3894,0.0,0.0,0,0.0,208.9404409687516,3,0.0,0,0.0,0,"Celldex Therapeutics, Inc"
PLMR,147.265,94396.0,1390.122694,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,4,"Palomar Holdings, Inc. Common stock"
DFAX,26.3,124394.0,327.15622,0.0,0.0,0,0.0,267.8381974840562,2,0.0,0,0.0,0,Dimensional World ex U.S. Core Equity 2 ETF
EMBC,11.14,100671.0,112.147494,0.0,202.71922357183087,2,0.0,308.0718380245055,4,0.0,0,0.0,0,Embecta Corp. Common Stock
GCO,19.17,55543.0,106.475931,0.0,0.0,0,0.0,350.0,2,0.0,0,0.0,0,Genesco Inc.
CSTM,8.48,248431.0,210.669488,0.0,0.0,0,0.0,234.5290525282328,2,0.0,0,0.0,0,Constellium SE Class A Ordinary shares
PFE,22.4361,10948697.0,24564.60607617,0.0,0.0,0,0.0,200.89309459487427,2,0.0,0,0.0,0,Pfizer Inc.
JKS,16.7,235836.0,393.84612,0.0,0.0,0,0.0,228.02552430310936,2,0.0,0,0.0,0,JINKOSOLAR HOLDINGS CO
PD,14.77,195715.0,289.071055,0.0,167.46235781885508,1,0.0,200.59318581874493,3,0.0,0,0.0,0,"PagerDuty, Inc."
BIIB,118.765,223861.0,2658.6851665,0.0,0.0,0,0.0,350.0,2,0.0,0,0.0,0,Yahoo Finance
SOGO,8.95,2044962.0,1830.2409899999998,0.0,0.0,0,0.0,0.0,0,-0.22745384047497433,0,-238.47804204723334,2,SOGO Stock
ADS,56.8,463839.0,2634.60552,0.0,0.0,0,0.0,342.7429373494184,2,0.0,0,0.0,0,ALLIANCE DATA SYSTEMS CORP
TLRY,0.4575,10879194.0,497.7231255,0.0,173.3846640123451,1,0.0,319.03641197824265,3,0.0,0,0.0,0,"Tilray Brands, Inc. Common Stock"
XPEL,26.06,47722.0,124.36353199999998,0.0,0.0,0,0.0,249.25924573068897,2,0.0,0,0.0,0,"XPEL, Inc. Common Stock"
LGND,106.21,21707.0,230.55004699999998,0.0,0.0,0,0.0,255.87050444734166,2,0.0,0,0.0,0,Ligand Pharmaceuticals Inc.
LVS,33.505,1773195.0,5941.0898475,0.0,0.0,0,0.0,202.45493951823536,3,0.0,0,0.0,0,Las Vegas Sands Corp.
MUR,21.49,637184.0,1369.3084159999999,0.0,0.0,0,0.0,203.03915124996718,2,0.0,0,0.0,0,Murphy Oil Corp.
UAA,5.815,4069688.0,2366.523572,0.0,0.0,0,0.0,155.77709671372065,2,0.0,0,0.0,0,"Under Armour, Inc."
INCY,57.41,331212.0,1901.4880919999998,0.0,0.0,0,0.0,202.22473589813785,2,0.0,0,0.0,0,Incyte Corporation
HZO,19.06,85405.0,162.78193,0.0,199.2147680740734,1,0.0,198.41874915348714,3,0.0,0,0.0,0,"MarineMax, Inc."
HRTG,19.74,187327.0,369.78349799999995,0.0,0.0,0,0.0,0.0,0,-0.12170900834577929,0,-205.66520562372864,3,HERITAGE INSURANCE HOLDINGS INC
WST,214.09,356847.0,7639.7374230000005,0.0,0.0,0,0.0,350.00000000000006,2,0.0,0,0.0,0,"West Pharmaceutical Services, Inc."
SG,17.335,976708.0,1693.123318,0.0,204.8615442566783,2,0.0,221.7732821815553,2,0.0,0,0.0,0,"Sweetgreen, Inc."
D,53.37,973054.0,5193.189198,0.0,0.0,0,0.0,229.90142627685967,2,0.0,0,0.0,0,"Dominion Energy, Inc."
BOXX,111.7622,218092.0,2437.44417224,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,4,Alpha Architect 1-3 Month Box ETF
GCOW,36.121,61469.0,222.03217490000003,0.0,0.0,0,0.0,201.3637953641553,2,0.0,0,0.0,0,Pacer Global Cash Cows Dividend ETF
ORLA,11.43,451874.0,516.491982,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,3,Orla Mining Ltd.
TMC,2.305,2426985.0,559.4200425,0.0,0.0,0,0.0,0.0,0,0.0,2,0.0,2,TMC the metals company Inc. Common Stock
LEN,107.07,818392.0,8762.523143999999,0.0,0.0,0,0.0,194.05307212652008,2,0.0,0,0.0,0,Lennar Corporation
DAVA,17.1,74309.0,127.06839000000001,0.0,119.9335177063141,0,0.0,214.18289096519223,3,0.0,0,0.0,0,Endava plc American Depositary Shares (each representing one Class A Ordinary Share)
WULF,2.655,32829677.0,8716.2792435,0.0,0.0,0,0.0,172.98422172534245,2,0.0,0,0.0,0,TeraWulf Inc. Common Stock
FND,67.98,648269.0,4406.932662,0.0,0.0,0,0.0,185.23333365329142,2,0.0,0,0.0,0,"Floor & Decor Holdings, Inc."
MRTN,13.14,169116.0,222.21842400000003,0.0,0.0,0,0.0,332.73295690091464,2,0.0,0,0.0,0,Marten Transport Ltd
RVTY,92.225,338470.0,3121.539575,0.0,252.25208942470056,1,0.0,227.75994636495338,4,0.0,0,0.0,0,"Revvity, Inc."
ITCI,131.87,16062974.0,211822.438138,0.0,0.0,0,0.0,0.0,0,-391.08883316877524,5,-257.82578992186455,5,Intra-Cellular Therapies Inc.
ISPY,37.725,145614.0,549.3288150000001,0.0,0.0,0,0.0,350.0,2,0.0,0,0.0,0,ProShares S&P 500 High Income ETF
UPXI,8.95,2209621.0,1977.6107949999998,0.0,0.0,0,0.0,289.87926104529834,3,0.0,1,0.0,1,"Upexi, Inc. Common Stock"
CGAU,6.9701,241331.0,168.21012031,0.0,0.0,0,0.0,224.48077777641882,1,0.0,4,0.0,0,Centerra Gold Inc.
WNC,9.89,199987.0,197.78714300000001,0.0,350.30597597823464,2,0.0,338.43663203765124,3,0.0,0,0.0,0,Wabash National Corp.
WIT,2.74,2684631.0,735.5888940000001,0.0,288.31506684202225,1,0.0,264.47473894110266,3,0.0,0,0.0,0,Wipro Limited
APLT,0.3327,3167159.0,105.37137993,0.0,156.7856264867722,1,0.0,186.5349658369543,3,0.0,0,0.0,0,"Applied Therapeutics, Inc. Common Stock"
ACHL,1.48,1204122.0,178.210056,0.0,0.0,0,0.0,0.0,0,0.0,0,-211.86402825805263,2,Achilles Therapeutics plc American Depositary Shares
STX,75.205,474325.0,3567.1611625,0.0,0.0,0,0.0,287.92385481962265,3,0.0,0,0.0,0,Seagate Technology Holdings plc
JAKK,18.48,91926.0,169.879248,0.0,158.15033870132942,1,0.0,203.0920472739728,3,0.0,0,0.0,0,Jakks Pacific Inc
NOV,12.16,655060.0,796.55296,0.0,0.0,0,0.0,182.78988269750525,2,0.0,0,0.0,0,NOV Inc.
HYG,77.62,13004916.0,100944.15799200001,0.0,0.0,0,0.0,176.09432778827596,2,0.0,0,0.0,0,iShares iBoxx $ High Yield Corporate Bond ETF
ETNB,6.35,175036.0,111.14785999999998,0.0,0.0,0,0.0,189.16485217596772,2,0.0,0,0.0,0,"89bio, Inc. Common Stock"
GNTX,21.5,268206.0,576.6429,0.0,0.0,0,0.0,252.38632558120173,3,0.0,0,0.0,0,Gentex Corp
AVL,15.08,130942.0,197.46053600000002,0.0,0.0,0,0.0,350.0,2,0.0,0,0.0,0,Direxion Daily AVGO Bull 2X Shares
SPEM,38.315,14388205.0,55128.40745749999,0.0,0.0,0,0.0,182.43076719327308,2,0.0,0,0.0,0,SPDR Portfolio Emerging Markets ETF
SXTC,2.82,50459066.0,14229.456612,0.0,21.418215298421952,0,0.0,190.66430353046627,2,0.0,0,0.0,0,"China SXT Pharmaceuticals, Inc. Ordinary Shares"
NVDL,28.9695,9268489.0,26850.34920855,0.0,0.0,0,0.0,280.2432612043434,2,0.0,0,0.0,0,GraniteShares ETF Trust GraniteShares 2x Long NVDA Daily ETF
CHE,577.795,33102.0,1912.617009,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,Chemed Corporation
SOXX,165.68,1436239.0,23795.607752,0.0,0.0,0,0.0,177.4356844347462,2,0.0,0,0.0,0,iShares Semiconductor ETF
NDEC,22.5144,289670.0,652.1746248,0.0,0.0,0,0.0,350.0,2,0.0,0,0.0,0,Innovator Growth-100 Power Buffer ETF - December
JEPQ,48.6,2179175.0,10590.7905,0.0,0.0,0,0.0,300.8484499986801,2,0.0,0,0.0,0,J.P. Morgan Nasdaq Equity Premium Income ETF
AGEN,3.03,1342003.0,406.626909,0.0,0.0,0,0.0,202.81112302895616,2,-194.59894585603166,1,0.0,0,Agenus Inc.
GRID,112.0965,15053.0,168.73886145,0.0,0.0,0,0.0,247.76082561928166,2,0.0,0,0.0,0,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index Fund
IDR,17.3649,145775.0,253.13682974999998,0.0,0.0,0,0.0,0.0,0,0.0,3,0.0,0,"Idaho Strategic Resources, Inc."
BEN,17.935,835202.0,1497.934787,0.0,0.0,0,0.0,205.43524419308113,3,0.0,0,0.0,0,"Franklin Resources, Inc."
ALGM,16.62,1538889.0,2557.633518,0.0,202.6192530322586,3,0.0,269.1401792921802,2,0.0,0,0.0,0,"Allegro MicroSystems, Inc. Common Stock"
VEC,32.84,133607.0,438.7653880000001,0.0,0.0,0,0.0,269.5483605641124,2,0.0,0,0.0,0,VECTRUS INC COM STK (IN)
OMC,72.9,454843.0,3315.8054700000002,0.0,0.0,0,0.0,291.4107930800069,2,0.0,0,0.0,0,Omnicom Group Inc.
INDB,55.45,62158.0,344.66611,0.0,110.9069232844508,0,0.0,242.74856789900974,3,0.0,0,0.0,0,Independent Bank Corp/MA
RSST,19.6701,72591.0,142.78722291000003,0.0,0.0,0,0.0,236.72995675722015,2,0.0,0,0.0,0,Return Stacked U.S. Stocks & Managed Futures ETF
PEB,8.67,398820.0,345.77693999999997,0.0,0.0,0,0.0,186.38956031394673,3,0.0,0,0.0,0,Pebblebrook Hotel Trust
CYTK,38.76,555263.0,2152.199388,0.0,0.0,0,0.0,243.65393550211942,3,0.0,0,0.0,0,Cytokinetics Inc.
DIVI,32.825,76754.0,251.94500500000004,0.0,0.0,0,0.0,210.5952429273938,2,0.0,0,0.0,0,Franklin International Core Dividend Tilt Index ETF
KW,6.395,215077.0,137.54174149999997,0.0,1.007016993515423,0,0.0,277.16807265548556,2,0.0,0,0.0,0,"KENNEDY-WILSON HOLDINGS, INC."
FLYW,8.71,694777.0,605.1507670000001,0.0,0.0,0,0.0,350.0,2,0.0,0,0.0,0,Flywire Corporation Voting Common Stock
L,85.15,63304.0,539.0335600000001,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,Loews Corporation
CDP,26.375,145362.0,383.392275,0.0,0.0,0,0.0,267.40169515859185,2,0.0,0,0.0,0,COPT Defense Properties
PLUS,59.2,57131.0,338.21552,0.0,0.0,0,0.0,244.48954993545905,2,0.0,0,0.0,0,ePlus Inc
ASA,31.31,34730.0,108.73963,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,ASA GOLD AND PRECIOUS METALS LIMITED
DOX,82.945,71815.0,595.6695175,0.0,0.0,0,0.0,255.26414710654757,2,0.0,0,0.0,0,Amdocs Limited
HRMY,28.905,102569.0,296.47569450000003,0.0,0.0,0,0.0,350.0,2,0.0,0,0.0,0,"Harmony Biosciences Holdings, Inc. Common Stock"
CORZ,6.84,4721944.0,3229.8096960000003,0.0,0.0,0,0.0,185.8357685612866,2,0.0,0,0.0,0,"Core Scientific, Inc. Common Stock"
AESI,13.47,429524.0,578.568828,0.0,0.0,0,0.0,350.0,2,0.0,0,0.0,0,Atlas Energy Solutions Inc.
YALA,6.79,1290440.0,876.20876,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,3,"Yalla Group Limited American Depositary Shares, each representing one Class A Ordinary Share"
KGC,15.01,7695208.0,11550.507207999999,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,3,Kinross Gold Corporation
IBP,161.05,130862.0,2107.53251,0.0,163.3592492118503,2,0.0,247.86924642381575,3,0.0,0,0.0,0,"INSTALLED BUILDING PRODUCTS, INC."
ZBRA,223.4,121626.0,2717.1248400000004,0.0,0.0,0,0.0,237.57891689196558,2,0.0,0,0.0,0,Zebra Technologies Corporation
THG,161.35,29693.0,479.09655499999997,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,"The Hanover Insurance Group, Inc."
SMDV,62.135,18739.0,116.43477649999998,0.0,0.0,0,0.0,331.22756174079666,2,0.0,0,0.0,0,ProShares Russell 2000 Dividend Growers ETF
BERY,68.64,213368.0,1464.557952,0.0,0.0,0,0.0,225.6994862715324,2,0.0,0,0.0,0,"Berry Global Group, Inc."
VRDN,13.53,199487.0,269.905911,0.0,0.0,0,0.0,285.4770013256014,2,0.0,0,0.0,0,"Viridian Therapeutics, Inc. Common Stock"
EIDO,16.345,153595.0,251.0510275,0.0,0.0,0,0.0,251.93317304269678,2,0.0,0,0.0,0,iShares MSCI Indonesia ETF
NEE,66.395,3905416.0,25930.009532,0.0,0.0,0,0.0,311.67262990051637,2,0.0,0,0.0,0,"NextEra Energy, Inc."
EMB,88.84,2775220.0,24655.054480000003,0.0,0.0,0,0.0,181.10969328631967,2,0.0,0,0.0,0,iShares J.P. Morgan USD Emerging Markets Bond ETF
ENTG,68.235,481001.0,3282.1103235,0.0,0.0,0,0.0,287.96388070660475,2,0.0,0,0.0,0,Entegris Inc
AZO,3639.385,22945.0,8350.5688825,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,"AutoZone, Inc."
AFG,128.3,32038.0,411.04754,0.0,0.0,0,0.0,282.7839625675173,2,0.0,0,0.0,0,"American Financial Group, Inc."
CWT,51.39,73168.0,376.010352,0.0,0.0,0,0.0,0.0,0,0.0,3,0.0,0,California Water Service
BHLB,23.76,70591.0,167.724216,0.0,0.0,0,0.0,350.0,2,0.0,0,0.0,0,"Berkshire Hills Bancorp, Inc."
UGL,152.1689,853550.0,12988.376459500001,0.0,0.0,0,0.0,0.0,0,-251.16580429810134,3,-196.26294902282226,5,ProShares Ultra Gold
FOLD,6.885,821694.0,565.736319,0.0,0.0,0,0.0,258.7275981383739,3,0.0,0,0.0,0,"Amicus Therapeutics, Inc"
BOH,65.66,130182.0,854.775012,0.0,0.0,0,0.0,186.26326069355844,2,0.0,0,0.0,0,Bank of Hawaii Corp.
FBIN,50.85,335111.0,1704.0394350000001,0.0,0.0,0,0.0,156.37397050916678,2,0.0,0,0.0,0,"Fortune Brands Innovations, Inc."
WHLR,1.235,1768803.0,218.4471705,148.92229510364274,148.92229510364274,0,169.9289447552341,169.9289447552341,5,0.0,0,0.0,0,"Wheeler Real Estate Investment Trust, Inc"
KAI,289.88,32181.0,932.8628279999999,0.0,275.1872535405444,1,0.0,170.86379811213143,2,0.0,0,0.0,0,Kadant Inc.
WNS,63.43,327364.0,2076.469852,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,3,WNS (Holdings) Limited
CWH,12.3588,555718.0,686.80076184,0.0,133.45807907224383,0,0.0,350.0,3,0.0,0,0.0,0,"Camping World Holdings, Inc."
ECL,235.96,253031.0,5970.519476,0.0,0.0,0,0.0,171.08767949072708,2,0.0,0,0.0,0,Ecolab Inc.
BAX,28.985,614346.0,1780.681881,0.0,0.0,0,0.0,170.46935576405073,2,0.0,0,0.0,0,Baxter International Inc.
DFIN,42.6,74208.0,316.12608,0.0,0.0,0,0.0,231.73491854557133,2,0.0,0,0.0,0,"Donnelley Financial Solutions, Inc."
BLD,285.04,44603.0,1271.363912,0.0,0.0,0,0.0,170.7807386875811,2,0.0,0,0.0,0,TopBuild Corp. Common Stock
EMNT,98.54,30435.0,299.90649,0.0,0.0,0,0.0,350.0,2,0.0,0,0.0,0,PIMCO Enhanced Short Maturity Active ESG ETF
CMPR,41.155,42227.0,173.7852185,0.0,0.0,0,0.0,161.99654418388917,3,0.0,0,0.0,0,Cimpress PLC Ordinary Shares (Ireland)
ARCT,11.54,87918.0,101.45737199999999,0.0,0.0,0,0.0,264.4858842084398,2,0.0,0,0.0,0,Arcturus Therapeutics Holdings Inc. Common Stock
GEHC,61.22,983921.0,6023.564362,0.0,0.0,0,0.0,196.5414387037937,2,0.0,0,0.0,0,GE HealthCare Technologies Inc.
HLNE,134.78,72010.0,970.55078,0.0,0.0,0,0.0,290.43128338303484,2,0.0,0,0.0,0,Hamilton Lane Incorporated Class A Common Stock
DRN,8.9186,399192.0,356.02337711999996,0.0,0.0,0,0.0,219.45222168297244,2,0.0,0,0.0,0,Direxion Daily Real Estate Bull 3X Shares
AUSF,41.265,25695.0,106.0304175,0.0,0.0,0,0.0,249.021756104803,2,0.0,0,0.0,0,Global X Adaptive U.S. Factor ETF
SPHB,72.295,104100.0,752.59095,0.0,0.0,0,0.0,240.81045498234326,2,0.0,0,0.0,0,Invesco S&P 500 High Beta ETF
NVDX,6.03,5929991.0,3575.7845730000004,0.0,0.0,0,0.0,308.3792326384287,2,0.0,0,0.0,0,T-Rex 2X Long NVIDIA Daily Target ETF
CRNX,30.76,101439.0,312.026364,0.0,0.0,0,0.0,215.0973674060283,3,0.0,0,0.0,0,"Crinetics Pharmaceuticals, Inc."
IMVT,14.21,368297.0,523.350037,0.0,0.0,0,0.0,192.58845497357137,3,0.0,0,0.0,0,"Immunovant, Inc. Common Stock"
CX,5.47,6155926.0,3367.291522,0.0,0.0,0,0.0,237.7879575157087,2,0.0,0,0.0,0,Cemex S.A.B. de C.V.
SLNO,69.795,216666.0,1512.2203470000002,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,"Soleno Therapeutics, Inc. Common Stock"
WABC,46.85,44453.0,208.262305,0.0,0.0,0,0.0,266.6681396914857,2,0.0,0,0.0,0,Westamerica Bancorporation
FLRT,46.4879,24351.0,113.20268529,0.0,0.0,0,0.0,278.3566771443555,2,0.0,0,0.0,0,Pacer Pacific Asset Floating Rate High Income ETF
CRML,2.0217,1556351.0,314.64748167,0.0,0.0,0,0.0,331.1163668594985,2,0.0,0,0.0,0,Critical Metals Corp. Ordinary Shares
VXUS,62.25,1451923.0,9038.220675,0.0,0.0,0,0.0,261.2515557877778,2,0.0,0,0.0,0,Vanguard Total International Stock ETF
NAD,11.055,547116.0,604.836738,0.0,0.0,0,0.0,350.0,2,0.0,0,0.0,0,Nuveen Quality Municipal Income Fund
LIVN,35.085,74982.0,263.07434700000005,0.0,0.0,0,0.0,179.23882754795773,2,0.0,0,0.0,0,LivaNova PLC Ordinary Shares
RZLV,1.4,881905.0,123.4667,0.0,0.0,0,0.0,350.0,3,0.0,0,0.0,0,Rezolve AI Limited Ordinary Shares
HELE,32.91,188692.0,620.985372,0.0,302.63675348234085,3,0.0,140.1986064369568,0,0.0,0,0.0,0,Helen Of Troy Ltd
ANF,73.8,351505.0,2594.1069,0.0,0.0,0,0.0,344.3037288104826,3,0.0,0,0.0,0,Abercrombie & Fitch Co.
UCTT,18.77,74629.0,140.078633,0.0,0.0,0,0.0,306.1694455791408,2,0.0,0,0.0,0,"Ultra Clean Holdings, Inc."
TIGO,32.46,271022.0,879.7374120000001,0.0,0.0,0,0.0,0.0,0,-220.18078201962354,3,-225.98925904203347,2,Millicom International Cellular S.A. Common Stock
BUFQ,28.75,37636.0,108.2035,0.0,0.0,0,0.0,290.76607499261047,2,0.0,0,0.0,0,FT Vest Laddered Nasdaq Buffer ETF
