symbol,price,Volume,turnover,blue_daily,blue_days,latest_day_blue_value,blue_weekly,blue_weeks,latest_week_blue_value,lired_daily,lired_days,latest_day_lired_value,lired_weekly,lired_weeks,latest_week_lired_value,has_day_blue,has_week_blue,has_day_lired,has_week_lired,company_name
00005,58.75,24073029.0,1414290453.75,115.9435941333056,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4,-199.99999999999997,False,False,False,True,汇丰控股
00011,88.05,2933743.0,258316071.15,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,-200.0,False,False,False,True,恒生银行
00021,0.05,85000.0,4250.0,190.2765497406666,6,190.2765497406666,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,大中华控股
00019,64.5,1658941.0,107001694.5,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,-200.0,2,-200.0,False,False,False,True,太古股份公司A
00023,9.48,1412773.0,13393088.040000001,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,-200.00000000000003,False,False,False,True,东亚银行
00036,0.05,1245000.0,62250.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,-177.16331151615893,False,False,False,True,远东控股国际
00052,8.42,179000.0,1507180.0,0.0,0,0.0,0.0,3,174.08045780325332,-128.90472652707595,0,0.0,0.0,0,0.0,False,True,False,False,大快活集团
00064,0.15,36441000.0,5466150.0,0.0,0,0.0,0.0,0,0.0,-175.74887947138362,6,-175.74887947138362,0.0,0,0.0,False,False,True,False,结好控股
00059,0.01,2644000.0,26440.0,171.15098246718577,6,171.15098246718577,138.63396155062293,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,天誉置业
00075,0.32,880.0,281.6,0.0,0,0.0,200.0,5,200.0,0.0,0,0.0,0.0,0,0.0,False,True,False,False,渝太地产
00078,2.54,18000.0,45720.0,0.0,0,0.0,0.0,4,200.0,0.0,0,0.0,0.0,0,0.0,False,True,False,False,REGAL INT'L
00084,0.08,301000.0,24080.0,0.0,0,0.0,161.31633538721758,2,161.31633538721758,0.0,0,0.0,0.0,0,0.0,False,True,False,False,宝光实业
00082,0.09,2980400.0,268236.0,0.0,0,0.0,180.72472305605717,2,180.72472305605717,0.0,0,0.0,0.0,0,0.0,False,True,False,False,疯狂体育
00104,0.31,15000.0,4650.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,-162.59533942481875,False,False,False,True,ASIA COMM HOLD
00114,0.46,30000.0,13800.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,-200.0,3,-200.0,False,False,False,True,HERALD HOLD
00115,0.11,197100.0,21681.0,0.0,4,180.84443760115815,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,钧濠集团
00176,0.02,46000.0,920.0,200.0,6,200.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,先机企业集团
00179,10.84,684324.0,7418072.16,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,-200.0,False,False,False,True,德昌电机控股
