symbol,price,Volume,turnover,blue_daily,max_blue_daily,blue_days,latest_day_blue_value,blue_weekly,max_blue_weekly,blue_weeks,latest_week_blue_value,lired_daily,lired_days,latest_day_lired_value,lired_weekly,lired_weeks,latest_week_lired_value,has_day_week_blue,has_day_week_lired,day_heima_count,week_heima_count,day_juedi_count,week_juedi_count,has_day_heima,has_week_heima,has_day_juedi,has_week_juedi,latest_cci_daily,latest_cci_weekly,company_name
LLYVK,77.33,317855.0,2457.972715,0.0,134.60054691184214,3,134.60054691184214,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,False,False,0,1,0,1,False,True,False,True,-79.68158766544728,-125.10718113612006,Liberty Media Corporation Series C Liberty Live Common Stock
TTD,39.95,9365638.0,37415.72381,0.0,0.0,0,0.0,0.0,178.48336827481072,3,178.48336827481072,0.0,0,0,0.0,0,0,False,False,0,1,0,1,False,True,False,True,-13.827586418519903,-101.61886100068573,"The Trade Desk, Inc."
