symbol,price,Volume,turnover,blue_daily,blue_days,latest_day_blue_value,blue_weekly,blue_weeks,latest_week_blue_value,lired_daily,lired_days,latest_day_lired_value,lired_weekly,lired_weeks,latest_week_lired_value,has_day_blue,has_week_blue,has_day_lired,has_week_lired,company_name
00005,58.35,15094282.0,880751354.7,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,-200.0,5,-200.0,False,False,False,True,汇丰控股
00021,0.05,695000.0,34750.0,190.37062395029105,6,190.37062395029105,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,大中华控股
00017,9.34,14623173.0,136580435.82,0.0,0,0.0,0.0,0,0.0,0.0,5,-174.98556450625355,0.0,0,0.0,False,False,True,False,新世界发展
00011,86.4,1134379.0,98010345.60000001,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,-200.0,False,False,False,True,恒生银行
00016,78.7,2442300.0,192209010.0,0.0,0,0.0,0.0,0,0.0,0.0,4,-200.00000000000003,0.0,0,0.0,False,False,True,False,新鸿基地产
00029,7.77,24000.0,186480.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,-200.0,False,False,False,True,达力集团
00036,0.05,261000.0,13050.0,51.257800780677265,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,-177.38530952259597,False,False,False,True,远东控股国际
00037,0.57,272000.0,155040.0,0.0,0,0.0,0.0,4,200.0,0.0,0,0.0,0.0,0,0.0,False,True,False,False,远东酒店实业
00053,94.0,61000.0,5734000.0,0.0,0,0.0,0.0,0,0.0,-200.0,5,-200.0,0.0,0,0.0,False,False,True,False,国浩集团
00052,8.4,176000.0,1478400.0,0.0,0,0.0,0.0,4,170.18555376370767,-136.41831894164503,0,0.0,0.0,0,0.0,False,True,False,False,大快活集团
00119,1.42,9448200.0,13416444.0,0.0,0,0.0,0.0,0,0.0,0.0,3,-200.00000000000003,0.0,0,0.0,False,False,True,False,保利置业集团
00126,0.25,28000.0,7000.0,0.0,0,0.0,0.0,3,200.0,0.0,3,-182.8683918394623,0.0,0,0.0,False,True,True,False,佳宁娜
00118,0.2,2000.0,400.0,0.0,1,181.4607055065072,0.0,2,200.0,0.0,0,0.0,0.0,0,0.0,False,True,False,False,大同机械
00125,0.72,26000.0,18720.0,0.0,0,0.0,0.0,2,192.9778917911904,0.0,0,0.0,0.0,0,0.0,False,True,False,False,新兴光学
00120,1.73,2823333.0,4884366.09,0.0,0,0.0,0.0,0,0.0,0.0,4,-200.0,0.0,0,0.0,False,False,True,False,COSMOPOL INT'L
00130,0.2,6000.0,1200.0,0.0,0,0.0,0.0,3,200.0,0.0,0,0.0,0.0,0,0.0,False,True,False,False,慕诗国际
