symbol,price,Volume,turnover,blue_daily,blue_days,latest_day_blue_value,blue_weekly,blue_weeks,latest_week_blue_value,lired_daily,lired_days,latest_day_lired_value,lired_weekly,lired_weeks,latest_week_lired_value,has_day_blue,has_week_blue,has_day_lired,has_week_lired,company_name
00005,58.35,15094282.0,880751354.7,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4,-200.0,False,False,False,True,汇丰控股
00011,86.4,1134379.0,98010345.60000001,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,-200.0,False,False,False,True,恒生银行
00019,64.1,960395.0,61561319.49999999,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,-200.0,2,-200.0,False,False,False,True,太古股份公司A
00016,78.7,2442300.0,192209010.0,0.0,0,0.0,0.0,0,0.0,0.0,4,-200.00000000000003,0.0,0,0.0,False,False,True,False,新鸿基地产
00021,0.05,695000.0,34750.0,190.37063947827434,6,190.37063947827434,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,大中华控股
00029,7.77,24000.0,186480.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,-200.0,False,False,False,True,达力集团
00052,8.4,176000.0,1478400.0,0.0,0,0.0,0.0,3,170.18555376370767,-136.4183191202103,0,0.0,0.0,0,0.0,False,True,False,False,大快活集团
00059,0.01,3196000.0,31960.0,171.15098246718867,6,171.15098246718867,139.09657467200975,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,天誉置业
00064,0.15,1204000.0,180600.0,0.0,0,0.0,0.0,0,0.0,-175.74887947138586,6,-175.74887947138586,0.0,0,0.0,False,False,True,False,结好控股
00075,0.32,880.0,281.6,0.0,0,0.0,200.0,5,200.0,0.0,0,0.0,0.0,0,0.0,False,True,False,False,渝太地产
00078,2.53,154010.0,389645.3,0.0,0,0.0,0.0,4,200.0,0.0,0,0.0,0.0,0,0.0,False,True,False,False,REGAL INT'L
00082,0.09,1235400.0,111186.0,0.0,0,0.0,180.72505076263428,2,180.72505076263428,0.0,0,0.0,0.0,0,0.0,False,True,False,False,疯狂体育
00084,0.08,205500.0,16440.0,0.0,0,0.0,0.0,2,152.30461132324982,0.0,0,0.0,0.0,0,0.0,False,True,False,False,宝光实业
00097,0.12,226000.0,27120.0,0.0,0,0.0,200.0,5,200.0,0.0,0,0.0,0.0,0,0.0,False,True,False,False,恒基发展
00104,0.31,15000.0,4650.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,-162.59533942481875,False,False,False,True,ASIA COMM HOLD
00114,0.47,40000.0,18800.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,-199.70332991891533,3,-199.70332991891533,False,False,False,True,HERALD HOLD
00115,0.11,800.0,88.0,0.0,3,180.84443760115815,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,钧濠集团
00119,1.42,9448200.0,13416444.0,0.0,0,0.0,0.0,0,0.0,0.0,3,-200.00000000000003,0.0,0,0.0,False,False,True,False,保利置业集团
00150,0.18,21200.0,3816.0,153.1051822391616,3,153.1051822391616,158.20846289245037,1,158.20846289245037,0.0,0,0.0,0.0,0,0.0,True,False,False,False,HYPEBEAST
00159,0.1,6244000.0,624400.0,182.05069433263975,4,182.05069433263975,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,布莱克万矿业
00176,0.02,46000.0,920.0,200.0,6,200.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,先机企业集团
00185,0.32,441000.0,141120.0,0.0,0,0.0,187.7781248488884,4,187.7781248488884,0.0,0,0.0,0.0,0,0.0,False,True,False,False,正商实业
00178,0.95,2393596.0,2273916.1999999997,0.0,0,0.0,0.0,2,200.00000000000003,0.0,0,0.0,0.0,0,0.0,False,True,False,False,莎莎国际
00184,2.0,13094.0,26188.0,0.0,1,150.42529050283292,0.0,0,0.0,0.0,0,0.0,0.0,2,-200.0,False,False,False,True,激成投资
00179,10.6,875466.0,9279939.6,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,-200.0,False,False,False,True,德昌电机控股
00196,0.09,2724000.0,245160.0,0.0,0,0.0,0.0,0,0.0,-123.5759906973296,0,0.0,0.0,2,-181.48237150691307,False,False,False,True,宏华集团
00194,4.84,380000.0,1839200.0,0.0,0,0.0,0.0,2,200.0,0.0,0,0.0,0.0,0,0.0,False,True,False,False,廖创兴企业
00201,0.07,492000.0,34440.0,0.0,0,0.0,0.0,0,0.0,0.0,4,-177.7225766524133,0.0,0,0.0,False,False,True,False,华大酒店
00213,0.59,33000.0,19470.0,0.0,0,0.0,200.0,2,200.0,0.0,0,0.0,0.0,0,0.0,False,True,False,False,NATIONAL ELEC H
00220,5.69,13160900.0,74885521.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,-157.1986744356709,2,-157.1986744356709,False,False,False,True,统一企业中国
00225,5.43,10000.0,54300.0,0.0,0,0.0,0.0,1,200.0,0.0,5,-167.7286190703134,0.0,0,0.0,False,False,True,False,博富临置业
00242,0.82,852000.0,698640.0,0.0,0,0.0,0.0,0,0.0,0.0,4,-200.0,0.0,0,0.0,False,False,True,False,信德集团
00235,0.03,3413641.0,102409.23,159.01247873329953,6,159.01247873329953,196.4877520827392,4,196.4877520827392,0.0,0,0.0,0.0,0,0.0,True,True,False,False,中策资本控股
00234,0.04,316000.0,12640.0,0.0,0,0.0,192.99310526243852,4,192.99310526243852,0.0,0,0.0,0.0,0,0.0,False,True,False,False,新世纪集团
00251,1.91,6000.0,11460.0,0.0,0,0.0,0.0,0,0.0,-196.28792322109203,5,-196.28792322109203,0.0,0,0.0,False,False,True,False,爪哇控股
00248,0.03,4000.0,120.0,0.0,0,0.0,200.0,3,200.0,-124.13181708169033,0,0.0,0.0,0,0.0,False,True,False,False,香港通讯国际控股
00253,0.73,4000.0,2920.0,0.0,0,0.0,0.0,2,200.0,0.0,2,-175.9069569088065,0.0,0,0.0,False,True,False,False,顺豪控股
00262,0.07,2365000.0,165550.00000000003,0.0,0,0.0,0.0,3,161.90070154639557,0.0,0,0.0,0.0,0,0.0,False,True,False,False,迪臣发展国际
00274,0.06,720750.0,43245.0,0.0,0,0.0,0.0,2,193.09149352313767,-98.2261547525653,0,0.0,0.0,0,0.0,False,True,False,False,复兴亚洲
00295,0.02,900000.0,18000.0,152.22220480786135,6,152.22220480786135,0.0,0,0.0,-162.1335534875424,4,-162.1335534875424,0.0,0,0.0,True,False,True,False,江山控股
00313,0.01,100000.0,1000.0,0.0,0,0.0,0.0,0,0.0,-157.2608559043414,6,-157.2608559043414,0.0,1,-200.0,False,False,True,False,裕田中国(新)
00320,0.36,248000.0,89280.0,0.0,0,0.0,180.232460930148,4,180.232460930148,0.0,0,0.0,0.0,0,0.0,False,True,False,False,金宝通
00337,0.28,647000.0,181160.00000000003,0.0,0,0.0,0.0,0,0.0,0.0,3,-199.99999999999997,0.0,0,0.0,False,False,True,False,绿地香港
00340,0.43,264800.0,113864.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,-200.00000000000003,2,-200.00000000000003,False,False,False,True,潼关黄金
