symbol,name,price,Volume,turnover,blue_daily,blue_days,latest_day_blue_value,blue_weekly,blue_weeks,latest_week_blue_value,lired_daily,lired_days,latest_day_lired_value,lired_weekly,lired_weeks,latest_week_lired_value,has_day_blue,has_week_blue,has_day_lired,has_week_lired,has_day_week_blue,has_day_week_lired
SZ000159,国际实业,4.82,168187.0,81.066134,0.012973639457302514,0,0.0,145.82933863739808,2,145.82933863739808,0.0,0,0.0,0.0,0,0.0,False,True,False,False,False,False
SZ000566,海南海药,4.16,237307.0,98.719712,173.69259950536429,3,173.69259950536429,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
SZ000551,创元科技,10.51,153160.0,160.97116,154.51469759211932,3,154.51469759211932,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
SZ000620,新华联,1.59,813864.0,129.404376,178.3722501989309,5,178.3722501989309,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
SZ000691,亚太实业,2.49,192302.0,47.88319800000001,0.016076706860060144,0,0.0,119.41537747475664,2,119.41537747475664,0.0,0,0.0,0.0,0,0.0,False,True,False,False,False,False
SZ000777,中核科技,15.9,138517.0,220.24203000000003,200.0,3,200.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
SZ001203,大中矿业,7.94,80723.0,64.094062,114.98451870976018,3,114.98451870976018,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
SZ001225,和泰机电,29.6,5035.0,14.9036,132.4748702627377,3,132.4748702627377,135.48034355035773,1,135.48034355035773,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
SZ001279,强邦新材,33.86,24590.0,83.26174,94.14425457188017,0,0.0,200.0,2,200.0,0.0,0,0.0,0.0,0,0.0,False,True,False,False,False,False
SZ001277,速达股份,32.56,15256.0,49.673536000000006,141.7438431503505,3,141.7438431503505,200.0,1,200.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
SZ001239,永达股份,13.44,73067.0,98.202048,148.23027525930877,3,148.23027525930877,188.92484317551902,1,188.92484317551902,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
SZ001222,源飞宠物,12.41,49312.0,61.196192,148.69197501628872,4,148.69197501628872,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
SZ001282,三联锻造,21.62,75409.0,163.034258,131.61151142357974,3,131.61151142357974,0.0,0,0.0,0.0,0,0.0,0.0,1,-100.14569180438295,True,False,False,False,False,False
SZ001278,一彬科技,14.14,34727.0,49.103978000000005,129.1255470290647,3,129.1255470290647,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
SZ001259,利仁科技,20.04,14664.0,29.386656,145.00283974869564,3,145.00283974869564,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
SZ001255,博菲电气,24.05,13921.0,33.480005,153.1156070468415,3,153.1156070468415,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
