symbol,name,price,Volume,turnover,blue_daily,blue_days,lired_daily,lired_days,blue_weekly,blue_weeks,lired_weekly,lired_weeks
SH605188,国光连锁,13.39,137389.0,183.96387099999998,0.0,0,0.0,4,0.0,0,-189.42122675159777,3
SH605222,起帆电缆,14.83,1432.0,2.123656,0.0,0,0.0,0,0.0,2,0.0,0
SH605588,冠石科技,44.0,5615.0,24.706,0.0,0,0.0,0,0.0,0,0.0,2
SH605369,拱东医疗,25.49,2450.0,6.245049999999999,0.0,0,0.0,0,0.0,2,0.0,0
SH605318,法狮龙,28.35,1160.0,3.2886,0.0,0,0.0,0,0.0,0,0.0,2
SH688052,纳芯微,197.98,7200.0,142.5456,0.0,0,0.0,1,0.0,0,0.0,2
SH688068,热景生物,135.0,5061.0,68.3235,0.0,0,0.0,3,0.0,0,-264.16555039996086,5
SH688087,英科再生,22.28,5641.0,12.568148,0.0,0,0.0,0,0.0,2,0.0,0
SH688091,上海谊众,44.88,6105.0,27.399240000000002,0.0,0,0.0,3,0.0,0,0.0,0
SH688096,京源环保,17.39,15335.0,26.667565000000003,0.0,0,0.0,0,0.0,0,0.0,2
SH688102,斯瑞新材,11.82,50353.0,59.51724599999999,0.0,0,0.0,0,0.0,0,0.0,2
SH688136,科兴制药,37.72,11320.0,42.69904,0.0,0,0.0,2,0.0,0,-179.7218068159459,5
SH688156,路德环境,17.77,29345.0,52.14606499999999,0.0,0,-223.30421248122633,2,0.0,0,-224.22667974534815,3
SH688170,德龙激光,20.68,893.0,1.8467239999999998,0.0,0,0.0,0,0.0,2,0.0,0
SH688169,石头科技,189.02,4004.0,75.683608,0.0,0,0.0,0,0.0,2,0.0,0
SH688186,广大特材,26.02,9395.0,24.44579,0.0,0,0.0,2,0.0,0,-329.1303167280512,5
SH688192,迪哲医药,58.76,13128.0,77.140128,0.0,0,0.0,3,0.0,0,-349.249825170086,4
SH688197,首药控股,31.75,2070.0,6.57225,0.0,0,0.0,0,0.0,2,0.0,0
SH688210,统联精密,18.15,3991.0,7.243664999999999,0.0,0,0.0,0,0.0,2,0.0,0
SH688235,百济神州,245.6,3702.0,90.92112,0.0,0,0.0,1,0.0,0,-323.8434554401093,2
SH688319,欧林生物,15.79,4665.0,7.366034999999999,0.0,0,0.0,1,0.0,0,-259.212203917542,3
SH688382,益方生物,23.08,28772.0,66.40577599999999,0.0,0,-0.04558399496887308,0,0.0,0,-164.40791883879695,3
SH688386,泛亚微透,57.69,10896.0,62.859024,0.0,0,0.0,4,0.0,0,-211.89785291858792,3
SH688401,路维光电,35.82,2739.0,9.811098,0.0,0,0.0,1,0.0,0,0.0,2
SH688408,中信博,45.82,4152.0,19.024464000000002,0.0,0,0.0,0,0.0,2,0.0,0
SH688428,诺诚健华,21.11,14523.0,30.658052999999995,0.0,0,0.0,2,0.0,0,-229.44231308348998,2
SH688488,艾迪药业,10.69,16524.0,17.664156,0.0,0,0.0,0,0.0,0,0.0,2
SH688501,青达环保,25.7,10669.0,27.41933,0.0,0,-137.96872362367327,0,0.0,0,-184.49409350704622,3
SH688500,慧辰股份,29.38,2927.0,8.599526,0.0,0,0.0,0,0.0,3,0.0,0
SH688506,百利天恒,280.9,1443.0,40.53386999999999,0.0,0,0.0,3,0.0,0,-188.90464519310842,4
SH688516,奥特维,33.84,3634.0,12.297456,0.0,0,0.0,0,0.0,2,0.0,0
SH688545,兴福电子,26.53,3627.0,9.622431,0.0,0,0.0,0,0.0,2,0.0,0
SH688536,思瑞浦,172.24,9182.0,158.15076800000003,0.0,0,0.0,0,0.0,0,0.0,2
SH688513,苑东生物,39.94,6326.0,25.266043999999997,0.0,0,0.0,3,0.0,0,0.0,0
SH688552,航天南湖,22.42,7143.0,16.014606,0.0,0,0.0,2,0.0,0,-216.27588516015638,2
SH688559,海目星,27.93,4485.0,12.526605,0.0,0,0.0,0,0.0,2,0.0,0
SH688426,康为世纪,17.81,1197.0,2.131857,0.0,0,0.0,0,0.0,2,0.0,0
SH688591,泰凌微,37.56,18442.0,69.268152,0.0,0,0.0,0,0.0,0,0.0,2
SH688602,康鹏科技,8.57,82087.0,70.348559,0.0,0,0.0,2,0.0,2,0.0,0
SH688578,艾力斯,90.45,17381.0,157.211145,0.0,0,0.0,0,0.0,0,0.0,2
SH688617,惠泰医疗,441.96,1384.0,61.167264,0.0,0,0.0,3,0.0,0,0.0,0
SH688658,悦康药业,16.79,52858.0,88.748582,0.0,0,-0.04672125114245793,0,0.0,2,0.0,0
SH688717,艾罗能源,47.72,2704.0,12.903488,0.0,0,0.0,0,0.0,2,0.0,0
SH688772,珠海冠宇,13.1,18792.0,24.61752,0.0,0,0.0,0,0.0,2,0.0,0
SH688767,博拓生物,40.37,729.0,2.942973,0.0,0,0.0,1,0.0,0,-217.62667579518447,3
SH688726,拉普拉斯,38.81,845.0,3.2794450000000004,0.0,0,0.0,0,0.0,2,0.0,0
BJ430017,星昊医药,19.1,38262.0,73.08042,0.0,0,0.0,0,0.0,0,0.0,2
BJ430478,峆一药业,30.11,36244.0,109.130684,0.0,0,0.0,3,0.0,0,-108.15512842376341,0
BJ832982,锦波生物,387.79,1558.0,60.417682000000006,0.0,0,0.0,1,0.0,0,-299.87159040540234,5
BJ833394,民士达,43.67,12551.0,54.810217,0.0,0,0.0,2,0.0,0,0.0,3
BJ833429,康比特,23.36,7893.0,18.438048,0.0,0,0.0,0,0.0,0,0.0,2
BJ834261,一诺威,14.38,22235.0,31.97393,0.0,0,0.0,0,0.0,0,0.0,2
BJ836892,广咨国际,22.31,36998.0,82.54253800000001,0.0,0,0.0,0,0.0,0,-316.9585041871761,2
BJ839273,一致魔芋,64.78,16515.0,106.98416999999999,0.0,0,0.0,0,0.0,0,0.0,4
SZ920029,开发科技,113.7,14228.0,161.77236000000002,0.0,0,0.0,4,0.0,0,0.0,0
SZ920106,林泰新材,130.82,3609.0,47.212937999999994,0.0,0,0.0,2,0.0,0,-350.0,2
BJ920029,开发科技,113.6,14246.0,161.83455999999998,0.0,0,0.0,4,0.0,0,0.0,0
BJ920106,林泰新材,130.85,3626.0,47.44621,0.0,0,0.0,2,0.0,0,-350.0,2
SH688636,智明达,37.8,5089.0,19.23642,0.0,0,0.0,0,0.0,0,0.0,2
