symbol,signal_date,buy_price,blue,lired,cci,heima,5d,5d_price,10d,10d_price,20d,20d_price,max_gain,max_loss,month
000002.SZ,2024-12-18,8.14,161.9478690060909,0.0,-156.90438734486946,,-7.3710073710073765,7.54,-12.653562653562656,7.11,-15.479115479115485,6.88,0.8599508599508634,-19.53316953316954,2024-12
000002.SZ,2024-12-19,7.91,168.62666468026822,0.0,-194.07170749023697,,-5.05689001264223,7.51,-11.504424778761063,7.0,-16.182048040455125,6.63,1.2642225031605516,-18.45764854614412,2024-12
000002.SZ,2024-12-20,7.82,173.7292486557202,0.0,-156.87886951179163,,-3.452685421994891,7.55,-10.74168797953964,6.98,-12.404092071611261,6.85,1.4066496163682791,-17.51918158567775,2024-12
000002.SZ,2024-12-23,7.66,177.81787190842317,0.0,-152.23058861630662,,-3.9164490861618773,7.36,-7.963446475195826,7.05,-3.9164490861618773,7.36,1.8276762402088733,-15.79634464751958,2024-12
000002.SZ,2024-12-24,7.73,179.78245580935612,0.0,-125.02739425816395,,-6.0802069857697365,7.26,-9.961190168175943,6.96,-9.184993531694706,7.02,0.0,-16.558861578266495,2024-12
000002.SZ,2024-12-25,7.54,180.74624324734225,0.0,-122.54495159059496,,-5.7029177718832855,7.11,-7.824933687002651,6.95,-2.3872679045092804,7.36,2.519893899204249,-14.45623342175066,2024-12
000002.SZ,2024-12-26,7.51,0.0,0.0,-113.27837111985531,,-6.7909454061251635,7.0,-10.918774966711045,6.69,-1.59786950732357,7.39,2.529960053262322,-14.114513981358185,2024-12
000002.SZ,2024-12-27,7.55,0.0,0.0,-89.84047019311484,,-7.549668874172177,6.98,-10.463576158940398,6.76,-3.7086092715231818,7.27,1.9867549668874218,-14.569536423841056,2024-12
000002.SZ,2024-12-30,7.36,157.63821886891193,0.0,-104.27747814766599,,-4.211956521739137,7.05,-6.114130434782611,6.91,-5.298913043478269,6.97,4.619565217391302,-12.36413043478261,2024-12
000002.SZ,2024-12-31,7.26,170.65677277488197,0.0,-108.99061963271227,,-4.1322314049586755,6.96,-5.5096418732782295,6.86,-3.305785123966945,7.02,6.060606060606066,-11.157024793388425,2024-12
000002.SZ,2025-01-02,7.11,176.37904767629615,0.0,-123.96300249021672,,-2.2503516174402267,6.95,-3.2348804500703294,6.88,4.36005625879043,7.42,8.298171589310828,-9.28270042194093,2025-01
000002.SZ,2025-01-03,7.0,179.08469519886336,0.0,-138.78739740534792,,-4.428571428571423,6.69,-5.285714285714287,6.63,5.999999999999999,7.42,10.000000000000002,-7.857142857142854,2025-01
000002.SZ,2025-01-06,6.98,180.40248361364422,0.0,-139.99458434876786,,-3.15186246418339,6.76,-1.8624641833811,6.85,3.724928366762174,7.24,10.315186246418333,-7.5931232091690575,2025-01
000002.SZ,2025-01-07,7.05,0.0,0.0,-110.92450042764948,,-1.985815602836875,6.91,4.397163120567383,7.36,12.907801418439718,7.96,12.907801418439718,-8.510638297872337,2025-01
000002.SZ,2025-01-08,6.96,166.28043837866264,0.0,-109.35574229691858,,-1.4367816091953973,6.86,0.8620689655172358,7.02,14.511494252873561,7.97,18.10344827586208,-7.327586206896548,2025-01
000002.SZ,2025-01-09,6.95,0.0,0.0,-90.96093527231235,,-1.0071942446043207,6.88,5.89928057553957,7.36,12.374100719424453,7.81,18.273381294964036,-7.194244604316546,2025-01
000002.SZ,2025-01-10,6.69,162.27547689206386,0.0,-110.34680424190334,,-0.8968609865470927,6.63,10.46337817638265,7.39,14.798206278026896,7.68,22.869955156950674,-3.5874439461883436,2025-01
000002.SZ,2025-01-13,6.76,172.62390084509218,0.0,-120.00658111220848,,1.33136094674556,6.85,7.544378698224849,7.27,11.242603550295856,7.52,21.59763313609469,-4.585798816568041,2025-01
000002.SZ,2025-01-14,6.91,0.0,0.0,-70.30759573132462,,6.512301013024604,7.36,0.8683068017366079,6.97,10.709117221418238,7.65,18.95803183791607,-6.657018813314037,2025-01
000002.SZ,2025-01-15,6.86,0.0,0.0,-62.066878499016696,,2.3323615160349744,7.02,2.3323615160349744,7.02,9.620991253644304,7.52,19.825072886297377,-5.976676384839652,2025-01
000002.SZ,2025-01-17,6.63,136.73590999770352,0.0,-163.80748663101585,,11.4630467571644,7.39,11.91553544494721,7.42,17.948717948717956,7.82,23.9819004524887,-2.7149321266968283,2025-01
000002.SZ,2025-03-31,7.05,136.48124061111935,0.0,-130.96774193548376,,-3.546099290780142,6.8,-0.8510638297872285,6.99,-3.404255319148939,6.81,4.397163120567383,-8.368794326241133,2025-03
000002.SZ,2025-04-01,7.11,0.0,0.0,-82.97655453618772,,-0.7032348804500803,7.06,-0.9845288326301024,7.04,-4.219409282700432,6.81,3.5161744022503516,-9.14205344585092,2025-04
000002.SZ,2025-04-02,7.04,0.0,0.0,-94.97009244154421,,2.2727272727272747,7.2,2.2727272727272747,7.2,-2.982954545454545,6.83,4.545454545454549,-8.238636363636365,2025-04
000002.SZ,2025-04-03,7.14,0.0,0.0,-61.328691615897746,,-0.8403361344537761,7.08,2.38095238095238,7.31,-3.3613445378151168,6.9,3.081232492997208,-9.52380952380952,2025-04
000002.SZ,2025-04-07,6.6,118.89501971000527,0.0,-233.2291201429211,,6.818181818181822,7.05,8.787878787878789,7.18,4.242424242424246,6.88,11.515151515151526,-2.1212121212121167,2025-04
000002.SZ,2025-06-13,6.44,182.7207212249606,0.0,-218.48939718846793,,-2.3291925465838563,6.29,-0.7763975155279613,6.39,4.968944099378873,6.76,6.677018633540367,-3.5714285714285783,2025-06
000002.SZ,2025-06-16,6.57,0.0,0.0,-72.9166666666657,,-4.261796042617965,6.29,-2.2831050228310557,6.42,1.369863013698628,6.66,4.566210045662097,-5.479452054794525,2025-06
000002.SZ,2025-06-17,6.53,0.0,0.0,-71.61425576519949,,-2.756508422664634,6.35,-2.756508422664634,6.35,1.0719754977029003,6.6,5.2067381316998445,-4.900459418070448,2025-06
000002.SZ,2025-06-18,6.44,163.8367905468316,0.0,-139.54802259886893,,-0.1552795031056005,6.43,0.9316770186335344,6.5,1.8633540372670687,6.56,6.677018633540367,-3.5714285714285783,2025-06
000002.SZ,2025-06-19,6.32,178.07446671489697,0.0,-209.37067773167334,,1.1075949367088511,6.39,2.2151898734177164,6.46,3.797468354430369,6.56,8.702531645569616,-1.740506329113929,2025-06
000002.SZ,2025-06-20,6.29,184.29522462555403,0.0,-188.48433530906004,,1.5898251192368782,6.39,2.384737678855332,6.44,4.451510333863279,6.57,9.220985691573928,-1.2718600953895083,2025-06
000002.SZ,2025-06-23,6.29,187.2300379562025,0.0,-160.61427280939444,,2.0667726550079477,6.42,3.6565977742448257,6.52,4.928457869634334,6.6,9.220985691573928,-1.2718600953895083,2025-06
000002.SZ,2025-06-24,6.35,0.0,0.0,-95.52769070010453,,0.0,6.35,3.3070866141732282,6.56,5.511811023622056,6.7,8.188976377952764,-1.1023622047244002,2025-06
000002.SZ,2025-06-25,6.43,0.0,0.0,-49.773755656108506,,1.0886469673405956,6.5,1.7107309486780766,6.54,4.510108864696734,6.72,6.842923794712292,-1.8662519440124437,2025-06
000002.SZ,2025-06-26,6.39,0.0,0.0,-36.07085346215865,,1.095461658841945,6.46,5.790297339593116,6.76,6.572769953051642,6.81,7.511737089201885,-1.2519561815336475,2025-06
000002.SZ,2025-10-16,6.4,161.5477170066065,0.0,-162.9090909090921,,-0.3125000000000072,6.38,-2.0312500000000124,6.27,-1.8750000000000018,6.28,1.250000000000001,-3.90625,2025-10
000002.SZ,2025-10-17,6.32,166.9276271212749,0.0,-147.28347024066915,,0.6329113924050638,6.36,-0.7911392405063402,6.27,-0.7911392405063402,6.27,1.8987341772151913,-2.689873417721518,2025-10
000002.SZ,2025-10-20,6.34,169.47231904946585,0.0,-126.79946879150123,,-0.3154574132492046,6.32,-0.6309148264984233,6.3,-1.2618296529968467,6.26,1.5772870662460654,-2.9968454258675,2025-10
000002.SZ,2025-10-21,6.4,0.0,0.0,-92.66578831796235,,-2.0312500000000124,6.27,-2.656249999999999,6.23,-4.218750000000007,6.13,0.6250000000000006,-4.3750000000000036,2025-10
000002.SZ,2025-10-22,6.38,0.0,0.0,-75.88436667934559,,-1.0971786833855846,6.31,-2.5078369905956137,6.22,-5.015673981191227,6.06,0.9404388714733621,-5.329153605015672,2025-10
000002.SZ,2025-10-23,6.38,0.0,0.0,-70.80523601745352,,-1.724137931034488,6.27,-3.134796238244517,6.18,-2.8213166144200583,6.2,0.7836990595611257,-5.642633228840131,2025-10
000002.SZ,2025-10-31,6.27,153.77577879781106,0.0,-118.19839533187516,,-1.435406698564591,6.18,0.0,6.27,-14.194577352472084,5.38,0.9569377990430702,-15.94896331738437,2025-10
000002.SZ,2025-11-03,6.3,0.0,0.0,-71.1323763955339,,-0.6349206349206356,6.26,-0.6349206349206356,6.26,-17.460317460317455,5.2,0.47619047619048016,-17.936507936507937,2025-11
000002.SZ,2025-11-04,6.23,0.0,0.0,-121.23493975903592,,0.8025682182985525,6.28,-1.6051364365971192,6.13,-16.532905296950243,5.2,1.605136436597105,-17.01444622792938,2025-11
000002.SZ,2025-11-05,6.22,190.7275642953109,0.0,-150.41876046901237,,0.6430868167202578,6.26,-2.572347266881031,6.06,,,1.7684887459807126,-16.881028938906752,2025-11
