code,name,industry,area,source
301345.SZ,涛涛车业,摩托车,浙江,tushare
301348.SZ,蓝箭电子,半导体,广东,tushare
301349.SZ,信德新材,化工原料,辽宁,tushare
301353.SZ,普莱得,专用机械,浙江,tushare
301355.SZ,南王科技,广告包装,福建,tushare
301356.SZ,天振股份,家居用品,浙江,tushare
301357.SZ,北方长龙,专用机械,陕西,tushare
301358.SZ,湖南裕能,电气设备,湖南,tushare
301359.SZ,东南电子,元器件,浙江,tushare
301360.SZ,荣旗科技,专用机械,江苏,tushare
301361.SZ,众智科技,电气设备,河南,tushare
301362.SZ,民爆光电,电气设备,深圳,tushare
301363.SZ,美好医疗,医疗保健,深圳,tushare
301365.SZ,矩阵股份,建筑工程,深圳,tushare
301366.SZ,一博科技,元器件,深圳,tushare
301367.SZ,瑞迈特,医疗保健,北京,tushare
301368.SZ,丰立智能,机械基件,浙江,tushare
301369.SZ,联动科技,半导体,广东,tushare
301370.SZ,国科恒泰,医药商业,北京,tushare
301371.SZ,敷尔佳,日用化工,黑龙江,tushare
301372.SZ,科净源,环境保护,北京,tushare
301373.SZ,凌玮科技,化工原料,广东,tushare
301376.SZ,致欧科技,家居用品,河南,tushare
301377.SZ,鼎泰高科,机械基件,广东,tushare
301378.SZ,通达海,软件服务,江苏,tushare
301379.SZ,天山电子,元器件,广西,tushare
301380.SZ,挖金客,软件服务,北京,tushare
301381.SZ,赛维时代,互联网,深圳,tushare
301382.SZ,蜂助手,互联网,广东,tushare
301383.SZ,天键股份,元器件,江西,tushare
301386.SZ,未来电器,电气设备,江苏,tushare
301387.SZ,光大同创,元器件,深圳,tushare
301388.SZ,欣灵电气,电气设备,浙江,tushare
301389.SZ,隆扬电子,元器件,江苏,tushare
301390.SZ,经纬股份,建筑工程,浙江,tushare
301391.SZ,卡莱特,IT设备,深圳,tushare
301392.SZ,汇成真空,专用机械,广东,tushare
301393.SZ,昊帆生物,化工原料,江苏,tushare
301395.SZ,仁信新材,化工原料,广东,tushare
301396.SZ,宏景科技,软件服务,广东,tushare
301397.SZ,溯联股份,汽车配件,重庆,tushare
301398.SZ,星源卓镁,汽车配件,浙江,tushare
301399.SZ,英特科技,机械基件,浙江,tushare
301408.SZ,华人健康,医药商业,安徽,tushare
301413.SZ,安培龙,电器仪表,深圳,tushare
301418.SZ,协昌科技,电气设备,江苏,tushare
301419.SZ,阿莱德,通信设备,上海,tushare
301421.SZ,波长光电,元器件,江苏,tushare
301428.SZ,世纪恒通,互联网,贵州,tushare
301429.SZ,森泰股份,其他建材,安徽,tushare
301439.SZ,泓淋电力,电气设备,山东,tushare
301446.SZ,福事特,机械基件,江西,tushare
301448.SZ,开创电气,机械基件,浙江,tushare
301456.SZ,盘古智能,电气设备,山东,tushare
301458.SZ,钧崴电子,元器件,广东,tushare
301459.SZ,丰茂股份,汽车配件,浙江,tushare
301468.SZ,博盈特焊,专用机械,广东,tushare
301469.SZ,恒达新材,造纸,浙江,tushare
301479.SZ,弘景光电,元器件,广东,tushare
301486.SZ,致尚科技,元器件,深圳,tushare
301487.SZ,盟固利,化工原料,天津,tushare
301488.SZ,豪恩汽电,汽车配件,深圳,tushare
301489.SZ,思泉新材,元器件,广东,tushare
301491.SZ,汉桑科技,IT设备,江苏,tushare
301498.SZ,乖宝宠物,饲料,山东,tushare
301499.SZ,维科精密,汽车配件,上海,tushare
301500.SZ,飞南资源,环境保护,广东,tushare
301501.SZ,恒鑫生活,造纸,安徽,tushare
301502.SZ,华阳智能,电气设备,江苏,tushare
301503.SZ,智迪科技,IT设备,广东,tushare
301505.SZ,苏州规划,建筑工程,江苏,tushare
301507.SZ,民生健康,化学制药,浙江,tushare
301508.SZ,中机认检,电器仪表,北京,tushare
301509.SZ,金凯生科,化学制药,辽宁,tushare
301510.SZ,固高科技,电器仪表,深圳,tushare
301511.SZ,德福科技,电气设备,江西,tushare
301512.SZ,智信精密,专用机械,深圳,tushare
301515.SZ,港通医疗,医疗保健,四川,tushare
301516.SZ,中远通,电气设备,深圳,tushare
301517.SZ,陕西华达,元器件,陕西,tushare
301518.SZ,长华化学,化工原料,江苏,tushare
301519.SZ,舜禹股份,专用机械,安徽,tushare
301520.SZ,万邦医药,生物制药,安徽,tushare
301522.SZ,上大股份,小金属,河北,tushare
301525.SZ,儒竞科技,家用电器,上海,tushare
301526.SZ,国际复材,玻璃,重庆,tushare
301528.SZ,多浦乐,电器仪表,广东,tushare
301529.SZ,福赛科技,汽车配件,安徽,tushare
301533.SZ,威马农机,农用机械,重庆,tushare
301535.SZ,浙江华远,汽车配件,浙江,tushare
301536.SZ,星宸科技,半导体,福建,tushare
301538.SZ,骏鼎达,塑料,深圳,tushare
301539.SZ,宏鑫科技,汽车配件,浙江,tushare
301548.SZ,崇德科技,机械基件,湖南,tushare
301550.SZ,斯菱股份,汽车配件,浙江,tushare
301551.SZ,无线传媒,影视音像,河北,tushare
301552.SZ,科力装备,汽车配件,河北,tushare
301555.SZ,惠柏新材,化工原料,上海,tushare
301556.SZ,托普云农,软件服务,浙江,tushare
301557.SZ,常友科技,电气设备,江苏,tushare
301558.SZ,三态股份,互联网,深圳,tushare
301559.SZ,中集环科,专用机械,江苏,tushare
301560.SZ,众捷汽车,汽车配件,江苏,tushare
301565.SZ,中仑新材,塑料,福建,tushare
301566.SZ,达利凯普,元器件,辽宁,tushare
301567.SZ,贝隆精密,元器件,浙江,tushare
301568.SZ,思泰克,专用机械,福建,tushare
301571.SZ,国科天成,元器件,北京,tushare
301577.SZ,美信科技,元器件,广东,tushare
301578.SZ,辰奕智能,IT设备,广东,tushare
301580.SZ,爱迪特,医疗保健,河北,tushare
301581.SZ,黄山谷捷,半导体,安徽,tushare
301585.SZ,蓝宇股份,染料涂料,浙江,tushare
301586.SZ,佳力奇,航空,安徽,tushare
301587.SZ,中瑞股份,电气设备,江苏,tushare
301588.SZ,美新科技,家居用品,广东,tushare
301589.SZ,诺瓦星云,IT设备,陕西,tushare
301590.SZ,优优绿能,电气设备,深圳,tushare
301591.SZ,肯特股份,塑料,江苏,tushare
301592.SZ,六九一二,软件服务,四川,tushare
301595.SZ,太力科技,橡胶,广东,tushare
301596.SZ,瑞迪智驱,机械基件,四川,tushare
301598.SZ,博科测试,专用机械,北京,tushare
301600.SZ,慧翰股份,通信设备,福建,tushare
301601.SZ,惠通科技,专用机械,江苏,tushare
301602.SZ,超研股份,医疗保健,广东,tushare
301603.SZ,乔锋智能,机床制造,广东,tushare
301606.SZ,绿联科技,元器件,深圳,tushare
301607.SZ,富特科技,汽车配件,浙江,tushare
301608.SZ,博实结,通信设备,深圳,tushare
301609.SZ,山大电力,电气设备,山东,tushare
301611.SZ,珂玛科技,半导体,江苏,tushare
301613.SZ,新铝时代,汽车配件,重庆,tushare
301616.SZ,浙江华业,机械基件,浙江,tushare
301617.SZ,博苑股份,化工原料,山东,tushare
301618.SZ,长联科技,染料涂料,广东,tushare
301622.SZ,英思特,矿物制品,内蒙,tushare
301626.SZ,苏州天脉,元器件,江苏,tushare
301628.SZ,强达电路,元器件,深圳,tushare
301629.SZ,矽电股份,半导体,深圳,tushare
301630.SZ,同宇新材,化工原料,广东,tushare
301631.SZ,壹连科技,元器件,深圳,tushare
301632.SZ,广东建科,建筑工程,广东,tushare
301633.SZ,港迪技术,专用机械,湖北,tushare
301636.SZ,泽润新能,电气设备,江苏,tushare
301658.SZ,首航新能,电气设备,深圳,tushare
301662.SZ,宏工科技,专用机械,广东,tushare
301665.SZ,泰禾股份,农药化肥,江苏,tushare
301678.SZ,新恒汇,半导体,山东,tushare
302132.SZ,中航成飞,电器仪表,陕西,tushare
430017.BJ,星昊医药,化学制药,北京,tushare
430047.BJ,诺思兰德,生物制药,北京,tushare
430090.BJ,同辉信息,IT设备,北京,tushare
430139.BJ,华岭股份,半导体,上海,tushare
430198.BJ,微创光电,IT设备,湖北,tushare
430300.BJ,辰光医疗,医疗保健,上海,tushare
430418.BJ,苏轴股份,汽车配件,江苏,tushare
430425.BJ,乐创技术,专用机械,四川,tushare
430476.BJ,海能技术,电器仪表,山东,tushare
430478.BJ,峆一药业,化学制药,安徽,tushare
430510.BJ,丰光精密,机械基件,山东,tushare
430556.BJ,雅达股份,电器仪表,广东,tushare
430564.BJ,天润科技,软件服务,陕西,tushare
430685.BJ,新芝生物,电器仪表,浙江,tushare
430718.BJ,合肥高科,家用电器,安徽,tushare
600000.SH,浦发银行,银行,上海,tushare
600004.SH,白云机场,机场,广东,tushare
600006.SH,东风股份,汽车整车,湖北,tushare
600007.SH,中国国贸,园区开发,北京,tushare
600008.SH,首创环保,水务,北京,tushare
600009.SH,上海机场,机场,上海,tushare
600010.SH,包钢股份,普钢,内蒙,tushare
600011.SH,华能国际,火力发电,北京,tushare
600012.SH,皖通高速,路桥,安徽,tushare
600015.SH,华夏银行,银行,北京,tushare
600016.SH,民生银行,银行,北京,tushare
600017.SH,日照港,港口,山东,tushare
600018.SH,上港集团,港口,上海,tushare
600019.SH,宝钢股份,普钢,上海,tushare
600020.SH,中原高速,路桥,河南,tushare
600021.SH,上海电力,火力发电,上海,tushare
600022.SH,山东钢铁,普钢,山东,tushare
600023.SH,浙能电力,火力发电,浙江,tushare
600025.SH,华能水电,水力发电,云南,tushare
600026.SH,中远海能,水运,上海,tushare
600027.SH,华电国际,火力发电,山东,tushare
600028.SH,中国石化,石油加工,北京,tushare
600029.SH,南方航空,空运,广东,tushare
600030.SH,中信证券,证券,深圳,tushare
600031.SH,三一重工,工程机械,北京,tushare
600032.SH,浙江新能,新型电力,浙江,tushare
600033.SH,福建高速,路桥,福建,tushare
600035.SH,楚天高速,路桥,湖北,tushare
600036.SH,招商银行,银行,深圳,tushare
600037.SH,歌华有线,影视音像,北京,tushare
600038.SH,中直股份,航空,黑龙江,tushare
600039.SH,四川路桥,建筑工程,四川,tushare
600048.SH,保利发展,全国地产,广东,tushare
600050.SH,中国联通,电信运营,北京,tushare
600051.SH,宁波联合,综合类,浙江,tushare
600052.SH,东望时代,供气供热,浙江,tushare
600053.SH,九鼎投资,多元金融,江西,tushare
600054.SH,黄山旅游,旅游景点,安徽,tushare
600055.SH,万东医疗,医疗保健,北京,tushare
600056.SH,中国医药,医药商业,北京,tushare
600057.SH,厦门象屿,仓储物流,福建,tushare
600058.SH,五矿发展,商贸代理,北京,tushare
600059.SH,古越龙山,红黄酒,浙江,tushare
600060.SH,海信视像,家用电器,山东,tushare
600061.SH,国投资本,证券,上海,tushare
600062.SH,华润双鹤,化学制药,北京,tushare
600063.SH,皖维高新,化纤,安徽,tushare
600064.SH,南京高科,园区开发,江苏,tushare
600066.SH,宇通客车,汽车整车,河南,tushare
600067.SH,冠城新材,电气设备,福建,tushare
600071.SH,凤凰光学,元器件,江西,tushare
600072.SH,中船科技,电气设备,上海,tushare
600073.SH,光明肉业,食品,上海,tushare
600075.SH,新疆天业,化工原料,新疆,tushare
600076.SH,康欣新材,广告包装,山东,tushare
600078.SH,澄星股份,化工原料,江苏,tushare
600079.SH,人福医药,化学制药,湖北,tushare
600080.SH,金花股份,中成药,陕西,tushare
600081.SH,东风科技,汽车配件,上海,tushare
600082.SH,海泰发展,园区开发,天津,tushare
600084.SH,中信尼雅,红黄酒,新疆,tushare
600085.SH,同仁堂,中成药,北京,tushare
600088.SH,中视传媒,影视音像,上海,tushare
600089.SH,特变电工,电气设备,新疆,tushare
600094.SH,大名城,区域地产,上海,tushare
600095.SH,湘财股份,证券,黑龙江,tushare
600096.SH,云天化,农药化肥,云南,tushare
600097.SH,开创国际,渔业,上海,tushare
600098.SH,广州发展,火力发电,广东,tushare
600099.SH,林海股份,汽车整车,江苏,tushare
600100.SH,同方股份,IT设备,北京,tushare
600101.SH,明星电力,水力发电,四川,tushare
600103.SH,青山纸业,造纸,福建,tushare
600104.SH,上汽集团,汽车整车,上海,tushare
600105.SH,永鼎股份,通信设备,江苏,tushare
600106.SH,重庆路桥,路桥,重庆,tushare
600107.SH,ST尔雅,服饰,湖北,tushare
600108.SH,亚盛集团,种植业,甘肃,tushare
600109.SH,国金证券,证券,四川,tushare
600110.SH,诺德股份,电气设备,吉林,tushare
600111.SH,北方稀土,小金属,内蒙,tushare
600113.SH,浙江东日,区域地产,浙江,tushare
600114.SH,东睦股份,机械基件,浙江,tushare
600115.SH,中国东航,空运,上海,tushare
600116.SH,三峡水利,水力发电,重庆,tushare
600117.SH,西宁特钢,特种钢,青海,tushare
600118.SH,中国卫星,航空,北京,tushare
600119.SH,长江投资,仓储物流,上海,tushare
600120.SH,浙江东方,多元金融,浙江,tushare
600121.SH,郑州煤电,煤炭开采,河南,tushare
600123.SH,兰花科创,煤炭开采,山西,tushare
600125.SH,铁龙物流,铁路,辽宁,tushare
600126.SH,杭钢股份,普钢,浙江,tushare
600127.SH,金健米业,农业综合,湖南,tushare
600128.SH,苏豪弘业,商贸代理,江苏,tushare
600129.SH,太极集团,中成药,重庆,tushare
600130.SH,*ST波导,元器件,浙江,tushare
600131.SH,国网信通,通信设备,四川,tushare
600132.SH,重庆啤酒,啤酒,重庆,tushare
600133.SH,东湖高新,建筑工程,湖北,tushare
600135.SH,乐凯胶片,塑料,河北,tushare
600136.SH,ST明诚,房产服务,湖北,tushare
600137.SH,浪莎股份,服饰,四川,tushare
600138.SH,中青旅,旅游景点,北京,tushare
600141.SH,兴发集团,农药化肥,湖北,tushare
600143.SH,金发科技,塑料,广东,tushare
600148.SH,长春一东,汽车配件,吉林,tushare
600149.SH,廊坊发展,综合类,河北,tushare
600150.SH,中国船舶,船舶,上海,tushare
600151.SH,航天机电,汽车配件,上海,tushare
600152.SH,维科技术,电气设备,浙江,tushare
600153.SH,建发股份,仓储物流,福建,tushare
600155.SH,华创云信,证券,北京,tushare
600156.SH,华升股份,纺织,湖南,tushare
600157.SH,永泰能源,火力发电,山西,tushare
600158.SH,中体产业,文教休闲,天津,tushare
600159.SH,大龙地产,区域地产,北京,tushare
600160.SH,巨化股份,化工原料,浙江,tushare
600161.SH,天坛生物,生物制药,北京,tushare
600162.SH,香江控股,全国地产,深圳,tushare
600163.SH,中闽能源,新型电力,福建,tushare
600165.SH,ST宁科,化工原料,宁夏,tushare
600166.SH,福田汽车,汽车整车,北京,tushare
600167.SH,联美控股,供气供热,辽宁,tushare
600168.SH,武汉控股,水务,湖北,tushare
600169.SH,太原重工,工程机械,山西,tushare
600170.SH,上海建工,建筑工程,上海,tushare
600171.SH,上海贝岭,半导体,上海,tushare
600172.SH,黄河旋风,矿物制品,河南,tushare
600173.SH,卧龙新能,全国地产,浙江,tushare
600176.SH,中国巨石,玻璃,浙江,tushare
600177.SH,雅戈尔,服饰,浙江,tushare
600178.SH,东安动力,汽车配件,黑龙江,tushare
600179.SH,安通控股,水运,黑龙江,tushare
600180.SH,瑞茂通,仓储物流,山东,tushare
600182.SH,S佳通,汽车配件,黑龙江,tushare
600183.SH,生益科技,元器件,广东,tushare
600184.SH,光电股份,专用机械,湖北,tushare
600185.SH,珠免集团,区域地产,广东,tushare
600186.SH,莲花控股,食品,河南,tushare
600187.SH,国中水务,水务,黑龙江,tushare
600188.SH,兖矿能源,煤炭开采,山东,tushare
600189.SH,泉阳泉,软饮料,吉林,tushare
600191.SH,华资实业,食品,内蒙,tushare
600192.SH,长城电工,电气设备,甘肃,tushare
600193.SH,*ST创兴,装修装饰,上海,tushare
600195.SH,中牧股份,农业综合,北京,tushare
600196.SH,复星医药,化学制药,上海,tushare
600197.SH,伊力特,白酒,新疆,tushare
600198.SH,大唐电信,通信设备,北京,tushare
600199.SH,金种子酒,白酒,安徽,tushare
600200.SH,*ST苏吴,化学制药,江苏,tushare
600201.SH,生物股份,农业综合,内蒙,tushare
600202.SH,哈空调,专用机械,黑龙江,tushare
600203.SH,福日电子,元器件,福建,tushare
600206.SH,有研新材,半导体,北京,tushare
600207.SH,安彩高科,电气设备,河南,tushare
600208.SH,衢州发展,全国地产,浙江,tushare
600210.SH,紫江企业,广告包装,上海,tushare
600211.SH,西藏药业,生物制药,西藏,tushare
600212.SH,绿能慧充,电气设备,山东,tushare
600215.SH,派斯林,专用机械,吉林,tushare
600216.SH,浙江医药,化学制药,浙江,tushare
600217.SH,中再资环,环境保护,陕西,tushare
600218.SH,全柴动力,汽车配件,安徽,tushare
600219.SH,南山铝业,铝,山东,tushare
600221.SH,海航控股,空运,海南,tushare
600222.SH,太龙药业,中成药,河南,tushare
600223.SH,福瑞达,日用化工,山东,tushare
600226.SH,亨通股份,供气供热,浙江,tushare
600227.SH,赤天化,农药化肥,贵州,tushare
600228.SH,*ST返利,互联网,江西,tushare
600229.SH,城市传媒,出版业,山东,tushare
600230.SH,沧州大化,化工原料,河北,tushare
600231.SH,凌钢股份,普钢,辽宁,tushare
600232.SH,金鹰股份,纺织机械,浙江,tushare
600233.SH,圆通速递,仓储物流,辽宁,tushare
600234.SH,科新发展,装修装饰,山西,tushare
600235.SH,民丰特纸,造纸,浙江,tushare
600236.SH,桂冠电力,水力发电,广西,tushare
600237.SH,铜峰电子,元器件,安徽,tushare
600238.SH,*ST椰岛,红黄酒,海南,tushare
600239.SH,云南城投,区域地产,云南,tushare
600241.SH,时代万恒,电气设备,辽宁,tushare
600243.SH,*ST海华,运输设备,青海,tushare
600246.SH,万通发展,区域地产,北京,tushare
600248.SH,陕建股份,建筑工程,陕西,tushare
600249.SH,两面针,日用化工,广西,tushare
600250.SH,南京商旅,商贸代理,江苏,tushare
600251.SH,冠农股份,农业综合,新疆,tushare
600252.SH,中恒集团,中成药,广西,tushare
600255.SH,鑫科材料,小金属,安徽,tushare
600256.SH,广汇能源,石油开采,新疆,tushare
600257.SH,大湖股份,渔业,湖南,tushare
600258.SH,首旅酒店,酒店餐饮,北京,tushare
600259.SH,广晟有色,小金属,海南,tushare
600261.SH,阳光照明,家用电器,浙江,tushare
600262.SH,北方股份,专用机械,内蒙,tushare
600265.SH,ST景谷,林业,云南,tushare
600266.SH,城建发展,区域地产,北京,tushare
600267.SH,海正药业,化学制药,浙江,tushare
600268.SH,国电南自,电气设备,江苏,tushare
600269.SH,赣粤高速,路桥,江西,tushare
600271.SH,航天信息,软件服务,北京,tushare
600272.SH,开开实业,医药商业,上海,tushare
600273.SH,嘉化能源,化工原料,浙江,tushare
600276.SH,恒瑞医药,化学制药,江苏,tushare
600278.SH,东方创业,商贸代理,上海,tushare
600279.SH,重庆港,港口,重庆,tushare
600280.SH,中央商场,百货,江苏,tushare
600281.SH,华阳新材,小金属,山西,tushare
600282.SH,南钢股份,普钢,江苏,tushare
600283.SH,钱江水利,水务,浙江,tushare
600284.SH,浦东建设,建筑工程,上海,tushare
600285.SH,羚锐制药,中成药,河南,tushare
600287.SH,江苏舜天,商贸代理,江苏,tushare
600288.SH,大恒科技,元器件,北京,tushare
600289.SH,ST信通,软件服务,黑龙江,tushare
600292.SH,远达环保,环境保护,重庆,tushare
600293.SH,三峡新材,玻璃,湖北,tushare
600295.SH,鄂尔多斯,特种钢,内蒙,tushare
600298.SH,安琪酵母,食品,湖北,tushare
600299.SH,安迪苏,饲料,北京,tushare
600300.SH,维维股份,软饮料,江苏,tushare
600301.SH,华锡有色,小金属,广西,tushare
600302.SH,标准股份,纺织机械,陕西,tushare
600303.SH,曙光股份,汽车整车,辽宁,tushare
600305.SH,恒顺醋业,食品,江苏,tushare
600307.SH,酒钢宏兴,普钢,甘肃,tushare
600308.SH,华泰股份,造纸,山东,tushare
600309.SH,万华化学,化工原料,山东,tushare
600310.SH,广西能源,水力发电,广西,tushare
600312.SH,平高电气,电气设备,河南,tushare
600313.SH,农发种业,种植业,北京,tushare
600315.SH,上海家化,日用化工,上海,tushare
600316.SH,洪都航空,航空,江西,tushare
600318.SH,新力金融,多元金融,安徽,tushare
600319.SH,亚星化学,化工原料,山东,tushare
600320.SH,振华重工,专用机械,上海,tushare
600322.SH,津投城开,区域地产,天津,tushare
600323.SH,瀚蓝环境,环境保护,广东,tushare
600325.SH,华发股份,区域地产,广东,tushare
600326.SH,西藏天路,水泥,西藏,tushare
600327.SH,大东方,医疗保健,江苏,tushare
600328.SH,中盐化工,化工原料,内蒙,tushare
600329.SH,达仁堂,中成药,天津,tushare
600330.SH,天通股份,专用机械,浙江,tushare
600331.SH,宏达股份,农药化肥,四川,tushare
600332.SH,白云山,中成药,广东,tushare
600333.SH,长春燃气,供气供热,吉林,tushare
600335.SH,国机汽车,汽车服务,天津,tushare
600336.SH,澳柯玛,家用电器,山东,tushare
600337.SH,美克家居,家居用品,江西,tushare
600338.SH,西藏珠峰,铅锌,西藏,tushare
600339.SH,中油工程,石油开采,新疆,tushare
600340.SH,华夏幸福,园区开发,河北,tushare
600343.SH,航天动力,机械基件,陕西,tushare
600345.SH,长江通信,通信设备,湖北,tushare
600346.SH,恒力石化,石油加工,辽宁,tushare
600348.SH,华阳股份,煤炭开采,山西,tushare
600350.SH,山东高速,路桥,山东,tushare
600351.SH,亚宝药业,中成药,山西,tushare
600352.SH,浙江龙盛,染料涂料,浙江,tushare
600353.SH,旭光电子,元器件,四川,tushare
600354.SH,敦煌种业,种植业,甘肃,tushare
600355.SH,*ST精伦,专用机械,湖北,tushare
600356.SH,恒丰纸业,造纸,黑龙江,tushare
600358.SH,ST联合,广告包装,江西,tushare
600359.SH,新农开发,种植业,新疆,tushare
600360.SH,*ST华微,半导体,吉林,tushare
600361.SH,创新新材,铝,北京,tushare
600362.SH,江西铜业,铜,江西,tushare
600363.SH,联创光电,元器件,江西,tushare
600365.SH,ST通葡,互联网,吉林,tushare
600366.SH,宁波韵升,矿物制品,浙江,tushare
600367.SH,红星发展,化工原料,贵州,tushare
600368.SH,五洲交通,路桥,广西,tushare
600369.SH,西南证券,证券,重庆,tushare
600370.SH,三房巷,化工原料,江苏,tushare
600371.SH,万向德农,种植业,黑龙江,tushare
600372.SH,中航机载,航空,北京,tushare
600373.SH,中文传媒,出版业,江西,tushare
600375.SH,汉马科技,汽车整车,安徽,tushare
600376.SH,首开股份,区域地产,北京,tushare
600377.SH,宁沪高速,路桥,江苏,tushare
600378.SH,昊华科技,化工原料,四川,tushare
600379.SH,宝光股份,电气设备,陕西,tushare
600380.SH,健康元,化学制药,深圳,tushare
600381.SH,*ST春天,医疗保健,青海,tushare
600382.SH,广东明珠,普钢,广东,tushare
600383.SH,金地集团,全国地产,深圳,tushare
600386.SH,北巴传媒,汽车服务,北京,tushare
600388.SH,龙净环保,环境保护,福建,tushare
600389.SH,江山股份,农药化肥,江苏,tushare
600390.SH,五矿资本,多元金融,湖南,tushare
600391.SH,航发科技,航空,四川,tushare
600392.SH,盛和资源,小金属,四川,tushare
600395.SH,盘江股份,煤炭开采,贵州,tushare
600396.SH,华电辽能,火力发电,辽宁,tushare
600397.SH,安源煤业,煤炭开采,江西,tushare
600398.SH,海澜之家,服饰,江苏,tushare
600399.SH,抚顺特钢,特种钢,辽宁,tushare
600400.SH,红豆股份,服饰,江苏,tushare
600403.SH,大有能源,煤炭开采,河南,tushare
600405.SH,动力源,电气设备,北京,tushare
600406.SH,国电南瑞,电气设备,江苏,tushare
600408.SH,安泰集团,焦炭加工,山西,tushare
600409.SH,三友化工,化纤,河北,tushare
600410.SH,华胜天成,软件服务,北京,tushare
600415.SH,小商品城,商品城,浙江,tushare
600416.SH,湘电股份,电气设备,湖南,tushare
600418.SH,江淮汽车,汽车整车,安徽,tushare
600419.SH,天润乳业,乳制品,新疆,tushare
600420.SH,国药现代,化学制药,上海,tushare
600421.SH,*ST华嵘,专用机械,湖北,tushare
600422.SH,昆药集团,中成药,云南,tushare
600423.SH,柳化股份,农药化肥,广西,tushare
600425.SH,青松建化,水泥,新疆,tushare
600426.SH,华鲁恒升,农药化肥,山东,tushare
600428.SH,中远海特,水运,广东,tushare
600429.SH,三元股份,乳制品,北京,tushare
600433.SH,冠豪高新,造纸,广东,tushare
600435.SH,北方导航,专用机械,北京,tushare
600436.SH,片仔癀,中成药,福建,tushare
600438.SH,通威股份,电气设备,四川,tushare
600439.SH,瑞贝卡,服饰,河南,tushare
600444.SH,国机通用,专用机械,安徽,tushare
600446.SH,金证股份,软件服务,深圳,tushare
600448.SH,华纺股份,纺织,山东,tushare
600449.SH,宁夏建材,水泥,宁夏,tushare
600452.SH,涪陵电力,水力发电,重庆,tushare
600455.SH,博通股份,文教休闲,陕西,tushare
600456.SH,宝钛股份,小金属,陕西,tushare
600458.SH,时代新材,塑料,湖南,tushare
600459.SH,贵研铂业,小金属,云南,tushare
600460.SH,士兰微,半导体,浙江,tushare
600461.SH,洪城环境,水务,江西,tushare
600463.SH,空港股份,园区开发,北京,tushare
600467.SH,好当家,渔业,山东,tushare
600468.SH,百利电气,电气设备,天津,tushare
600469.SH,风神股份,汽车配件,河南,tushare
600470.SH,六国化工,农药化肥,安徽,tushare
600475.SH,华光环能,电气设备,江苏,tushare
600476.SH,湘邮科技,软件服务,湖南,tushare
600477.SH,杭萧钢构,钢加工,浙江,tushare
600478.SH,科力远,电气设备,湖南,tushare
600479.SH,千金药业,中成药,湖南,tushare
600480.SH,凌云股份,汽车配件,河北,tushare
600481.SH,双良节能,电气设备,江苏,tushare
600482.SH,中国动力,船舶,河北,tushare
600483.SH,福能股份,新型电力,福建,tushare
600486.SH,扬农化工,农药化肥,江苏,tushare
600487.SH,亨通光电,通信设备,江苏,tushare
600488.SH,津药药业,化学制药,天津,tushare
600489.SH,中金黄金,黄金,北京,tushare
600490.SH,鹏欣资源,铜,上海,tushare
600491.SH,龙元建设,建筑工程,浙江,tushare
600493.SH,凤竹纺织,纺织,福建,tushare
600495.SH,晋西车轴,运输设备,山西,tushare
600496.SH,精工钢构,钢加工,安徽,tushare
600497.SH,驰宏锌锗,铅锌,云南,tushare
600498.SH,烽火通信,通信设备,湖北,tushare
600499.SH,科达制造,专用机械,广东,tushare
600500.SH,中化国际,塑料,上海,tushare
600501.SH,航天晨光,专用机械,江苏,tushare
600502.SH,安徽建工,建筑工程,安徽,tushare
600503.SH,华丽家族,区域地产,上海,tushare
600505.SH,西昌电力,水力发电,四川,tushare
600506.SH,统一股份,石油加工,新疆,tushare
600507.SH,方大特钢,特种钢,江西,tushare
600508.SH,上海能源,煤炭开采,上海,tushare
600509.SH,天富能源,火力发电,新疆,tushare
600510.SH,黑牡丹,全国地产,江苏,tushare
600511.SH,国药股份,医药商业,北京,tushare
600512.SH,腾达建设,建筑工程,浙江,tushare
600513.SH,联环药业,化学制药,江苏,tushare
600515.SH,海南机场,机场,海南,tushare
600516.SH,方大炭素,矿物制品,甘肃,tushare
600517.SH,国网英大,多元金融,上海,tushare
600518.SH,康美药业,中成药,广东,tushare
600519.SH,贵州茅台,白酒,贵州,tushare
600520.SH,三佳科技,半导体,安徽,tushare
600521.SH,华海药业,化学制药,浙江,tushare
600522.SH,中天科技,通信设备,江苏,tushare
600523.SH,贵航股份,汽车配件,贵州,tushare
600525.SH,ST长园,电气设备,深圳,tushare
600526.SH,菲达环保,环境保护,浙江,tushare
600527.SH,江南高纤,化纤,江苏,tushare
600528.SH,中铁工业,运输设备,北京,tushare
600529.SH,山东药玻,医疗保健,山东,tushare
600530.SH,交大昂立,医疗保健,上海,tushare
600531.SH,豫光金铅,铅锌,河南,tushare
600533.SH,栖霞建设,区域地产,江苏,tushare
600535.SH,天士力,中成药,天津,tushare
600536.SH,中国软件,软件服务,北京,tushare
600537.SH,亿晶光电,电气设备,浙江,tushare
600538.SH,国发股份,医药商业,广西,tushare
600539.SH,狮头股份,互联网,山西,tushare
600540.SH,新赛股份,种植业,新疆,tushare
600543.SH,莫高股份,红黄酒,甘肃,tushare
600545.SH,卓郎智能,纺织机械,新疆,tushare
600546.SH,山煤国际,煤炭开采,山西,tushare
600547.SH,山东黄金,黄金,山东,tushare
600548.SH,深高速,路桥,深圳,tushare
