code,name,industry,area,source
002518.SZ,科士达,电气设备,深圳,tushare
002519.SZ,银河电子,通信设备,江苏,tushare
002520.SZ,日发精机,机床制造,浙江,tushare
002521.SZ,齐峰新材,造纸,山东,tushare
002522.SZ,浙江众成,塑料,浙江,tushare
002523.SZ,天桥起重,专用机械,湖南,tushare
002524.SZ,光正眼科,医疗保健,新疆,tushare
002526.SZ,山东矿机,工程机械,山东,tushare
002527.SZ,新时达,电器仪表,上海,tushare
002528.SZ,ST英飞拓,IT设备,深圳,tushare
002529.SZ,*ST海源,专用机械,江西,tushare
002530.SZ,金财互联,专用机械,江苏,tushare
002531.SZ,天顺风能,电气设备,江苏,tushare
002532.SZ,天山铝业,铝,浙江,tushare
002533.SZ,金杯电工,电气设备,湖南,tushare
002534.SZ,西子洁能,专用机械,浙江,tushare
002535.SZ,林州重机,工程机械,河南,tushare
002536.SZ,飞龙股份,汽车配件,河南,tushare
002537.SZ,海联金汇,汽车配件,山东,tushare
002538.SZ,司尔特,农药化肥,安徽,tushare
002539.SZ,云图控股,农药化肥,四川,tushare
002540.SZ,亚太科技,铝,江苏,tushare
002541.SZ,鸿路钢构,钢加工,安徽,tushare
002542.SZ,中化岩土,建筑工程,北京,tushare
002543.SZ,万和电气,家用电器,广东,tushare
002544.SZ,普天科技,通信设备,广东,tushare
002545.SZ,东方铁塔,农药化肥,山东,tushare
002546.SZ,新联电子,电气设备,江苏,tushare
002547.SZ,春兴精工,汽车配件,江苏,tushare
002548.SZ,金新农,饲料,深圳,tushare
002549.SZ,凯美特气,环境保护,湖南,tushare
002550.SZ,千红制药,生物制药,江苏,tushare
002551.SZ,尚荣医疗,医疗保健,深圳,tushare
002552.SZ,宝鼎科技,元器件,浙江,tushare
002553.SZ,南方精工,汽车配件,江苏,tushare
002554.SZ,惠博普,石油开采,湖南,tushare
002555.SZ,三七互娱,互联网,安徽,tushare
002556.SZ,辉隆股份,农药化肥,安徽,tushare
002557.SZ,洽洽食品,食品,安徽,tushare
002558.SZ,巨人网络,互联网,重庆,tushare
002559.SZ,亚威股份,机床制造,江苏,tushare
002560.SZ,通达股份,电气设备,河南,tushare
002561.SZ,徐家汇,百货,上海,tushare
002562.SZ,兄弟科技,化学制药,浙江,tushare
002563.SZ,森马服饰,服饰,浙江,tushare
002564.SZ,天沃科技,化工机械,江苏,tushare
002565.SZ,顺灏股份,造纸,上海,tushare
002566.SZ,益盛药业,中成药,吉林,tushare
002567.SZ,唐人神,饲料,湖南,tushare
002568.SZ,百润股份,红黄酒,上海,tushare
002569.SZ,*ST步森,服饰,浙江,tushare
002570.SZ,贝因美,乳制品,浙江,tushare
002571.SZ,德力股份,家居用品,安徽,tushare
002572.SZ,索菲亚,家居用品,广东,tushare
002573.SZ,清新环境,环境保护,北京,tushare
002574.SZ,明牌珠宝,服饰,浙江,tushare
002575.SZ,群兴玩具,文教休闲,广东,tushare
002576.SZ,通达动力,电气设备,江苏,tushare
002577.SZ,雷柏科技,IT设备,深圳,tushare
002578.SZ,闽发铝业,铝,福建,tushare
002579.SZ,中京电子,元器件,广东,tushare
002580.SZ,圣阳股份,电气设备,山东,tushare
002581.SZ,ST未名,生物制药,山东,tushare
002582.SZ,好想你,食品,河南,tushare
002583.SZ,海能达,通信设备,深圳,tushare
002584.SZ,西陇科学,化工原料,广东,tushare
002585.SZ,双星新材,塑料,江苏,tushare
002586.SZ,*ST围海,建筑工程,浙江,tushare
002587.SZ,奥拓电子,元器件,深圳,tushare
002588.SZ,史丹利,农药化肥,山东,tushare
002589.SZ,瑞康医药,医药商业,山东,tushare
002590.SZ,万安科技,汽车配件,浙江,tushare
002591.SZ,恒大高新,环境保护,江西,tushare
002592.SZ,ST八菱,汽车配件,广西,tushare
002593.SZ,日上集团,钢加工,福建,tushare
002594.SZ,比亚迪,汽车整车,深圳,tushare
002595.SZ,豪迈科技,专用机械,山东,tushare
002596.SZ,海南瑞泽,水泥,海南,tushare
002597.SZ,金禾实业,食品,安徽,tushare
002598.SZ,山东章鼓,机械基件,山东,tushare
002599.SZ,盛通股份,广告包装,北京,tushare
002600.SZ,领益智造,元器件,广东,tushare
002601.SZ,龙佰集团,化工原料,河南,tushare
002602.SZ,ST华通,互联网,浙江,tushare
002603.SZ,以岭药业,中成药,河北,tushare
002605.SZ,姚记科技,互联网,上海,tushare
002606.SZ,大连电瓷,电气设备,辽宁,tushare
002607.SZ,中公教育,文教休闲,安徽,tushare
002608.SZ,江苏国信,火力发电,江苏,tushare
002609.SZ,捷顺科技,软件服务,深圳,tushare
002611.SZ,东方精工,轻工机械,广东,tushare
002612.SZ,朗姿股份,服饰,北京,tushare
002613.SZ,北玻股份,专用机械,河南,tushare
002614.SZ,奥佳华,家用电器,福建,tushare
002615.SZ,哈尔斯,家居用品,浙江,tushare
002616.SZ,长青集团,环境保护,广东,tushare
002617.SZ,露笑科技,电气设备,浙江,tushare
002620.SZ,ST瑞和,装修装饰,深圳,tushare
002622.SZ,皓宸医疗,医疗保健,吉林,tushare
002623.SZ,亚玛顿,玻璃,江苏,tushare
002624.SZ,完美世界,互联网,浙江,tushare
002625.SZ,光启技术,航空,深圳,tushare
002626.SZ,金达威,医疗保健,福建,tushare
002627.SZ,三峡旅游,旅游景点,湖北,tushare
002628.SZ,成都路桥,建筑工程,四川,tushare
002629.SZ,仁智股份,石油开采,浙江,tushare
002630.SZ,ST华西,专用机械,四川,tushare
002631.SZ,德尔未来,家居用品,江苏,tushare
002632.SZ,道明光学,塑料,浙江,tushare
002633.SZ,申科股份,机械基件,浙江,tushare
002634.SZ,棒杰股份,服饰,浙江,tushare
002635.SZ,安洁科技,元器件,江苏,tushare
002636.SZ,金安国纪,元器件,上海,tushare
002637.SZ,赞宇科技,日用化工,浙江,tushare
002638.SZ,勤上股份,家用电器,广东,tushare
002639.SZ,雪人集团,专用机械,福建,tushare
002640.SZ,跨境通,互联网,山西,tushare
002641.SZ,公元股份,塑料,浙江,tushare
002642.SZ,荣联科技,软件服务,北京,tushare
002643.SZ,万润股份,化工原料,山东,tushare
002644.SZ,佛慈制药,中成药,甘肃,tushare
002645.SZ,华宏科技,专用机械,江苏,tushare
002646.SZ,天佑德酒,白酒,青海,tushare
002647.SZ,*ST仁东,多元金融,广东,tushare
002648.SZ,卫星化学,化工原料,浙江,tushare
002649.SZ,博彦科技,软件服务,北京,tushare
002650.SZ,ST加加,食品,湖南,tushare
002651.SZ,利君股份,航空,四川,tushare
002652.SZ,扬子新材,其他建材,江苏,tushare
002653.SZ,海思科,化学制药,西藏,tushare
002654.SZ,万润科技,互联网,深圳,tushare
002655.SZ,共达电声,元器件,山东,tushare
002656.SZ,*ST摩登,服饰,广东,tushare
002657.SZ,中科金财,软件服务,北京,tushare
002658.SZ,雪迪龙,环境保护,北京,tushare
002659.SZ,凯文教育,文教休闲,北京,tushare
002660.SZ,茂硕电源,电气设备,深圳,tushare
002661.SZ,克明食品,食品,湖南,tushare
002662.SZ,峰璟股份,汽车配件,北京,tushare
002663.SZ,普邦股份,建筑工程,广东,tushare
002664.SZ,信质集团,汽车配件,浙江,tushare
002666.SZ,德联集团,化工原料,广东,tushare
002667.SZ,威领股份,小金属,湖南,tushare
002668.SZ,TCL智家,家用电器,广东,tushare
002669.SZ,康达新材,化工原料,上海,tushare
002670.SZ,国盛金控,证券,江西,tushare
002671.SZ,龙泉股份,水泥,山东,tushare
002672.SZ,东江环保,环境保护,深圳,tushare
002673.SZ,西部证券,证券,陕西,tushare
002674.SZ,兴业科技,纺织,福建,tushare
002675.SZ,东诚药业,化学制药,山东,tushare
002676.SZ,顺威股份,家用电器,广东,tushare
002677.SZ,浙江美大,家用电器,浙江,tushare
002678.SZ,珠江钢琴,文教休闲,广东,tushare
002679.SZ,福建金森,林业,福建,tushare
002681.SZ,奋达科技,元器件,深圳,tushare
002682.SZ,龙洲股份,仓储物流,福建,tushare
002683.SZ,广东宏大,化工原料,广东,tushare
002685.SZ,华东重机,机床制造,江苏,tushare
002686.SZ,亿利达,专用机械,浙江,tushare
002687.SZ,乔治白,服饰,浙江,tushare
002688.SZ,金河生物,农业综合,内蒙,tushare
002689.SZ,远大智能,运输设备,辽宁,tushare
002690.SZ,美亚光电,专用机械,安徽,tushare
002691.SZ,冀凯股份,专用机械,河北,tushare
002692.SZ,远程股份,电气设备,江苏,tushare
002693.SZ,*ST双成,生物制药,海南,tushare
002694.SZ,顾地科技,塑料,湖北,tushare
002695.SZ,煌上煌,食品,江西,tushare
002696.SZ,百洋股份,饲料,广西,tushare
002697.SZ,红旗连锁,超市连锁,四川,tushare
002698.SZ,博实股份,化工机械,黑龙江,tushare
002700.SZ,万憬能源,供气供热,新疆,tushare
002701.SZ,奥瑞金,广告包装,北京,tushare
002702.SZ,海欣食品,食品,福建,tushare
002703.SZ,浙江世宝,汽车配件,浙江,tushare
002705.SZ,新宝股份,家用电器,广东,tushare
002706.SZ,良信股份,电气设备,上海,tushare
002707.SZ,众信旅游,旅游服务,北京,tushare
002708.SZ,光洋股份,汽车配件,江苏,tushare
002709.SZ,天赐材料,化工原料,广东,tushare
002712.SZ,思美传媒,广告包装,浙江,tushare
002713.SZ,*ST东易,装修装饰,北京,tushare
002714.SZ,牧原股份,农业综合,河南,tushare
002715.SZ,登云股份,汽车配件,广东,tushare
002716.SZ,湖南白银,小金属,湖南,tushare
002717.SZ,ST岭南,环境保护,广东,tushare
002718.SZ,友邦吊顶,其他建材,浙江,tushare
002719.SZ,麦趣尔,乳制品,新疆,tushare
002721.SZ,金一文化,服饰,北京,tushare
002722.SZ,物产金轮,钢加工,江苏,tushare
002723.SZ,小崧股份,家用电器,广东,tushare
002724.SZ,海洋王,元器件,深圳,tushare
002725.SZ,跃岭股份,汽车配件,浙江,tushare
002726.SZ,龙大美食,食品,山东,tushare
002727.SZ,一心堂,医药商业,云南,tushare
002728.SZ,特一药业,中成药,广东,tushare
002729.SZ,好利科技,元器件,福建,tushare
002730.SZ,电光科技,专用机械,浙江,tushare
002731.SZ,萃华珠宝,服饰,辽宁,tushare
002732.SZ,燕塘乳业,乳制品,广东,tushare
002733.SZ,雄韬股份,电气设备,深圳,tushare
002734.SZ,利民股份,农药化肥,江苏,tushare
002735.SZ,王子新材,塑料,深圳,tushare
002736.SZ,国信证券,证券,深圳,tushare
002737.SZ,葵花药业,中成药,黑龙江,tushare
002738.SZ,中矿资源,小金属,北京,tushare
002739.SZ,万达电影,影视音像,北京,tushare
002741.SZ,光华科技,化工原料,广东,tushare
002742.SZ,*ST三圣,水泥,重庆,tushare
002743.SZ,富煌钢构,钢加工,安徽,tushare
002745.SZ,木林森,元器件,广东,tushare
002746.SZ,仙坛股份,农业综合,山东,tushare
002747.SZ,埃斯顿,机械基件,江苏,tushare
002748.SZ,世龙实业,化工原料,江西,tushare
002749.SZ,国光股份,农药化肥,四川,tushare
002752.SZ,昇兴股份,广告包装,福建,tushare
002753.SZ,永东股份,化工原料,山西,tushare
002755.SZ,奥赛康,化学制药,北京,tushare
002756.SZ,永兴材料,小金属,浙江,tushare
002757.SZ,南兴股份,专用机械,广东,tushare
002758.SZ,浙农股份,批发业,浙江,tushare
002759.SZ,天际股份,电气设备,广东,tushare
002760.SZ,凤形股份,机械基件,江西,tushare
002761.SZ,浙江建投,建筑工程,浙江,tushare
002762.SZ,*ST金比,服饰,广东,tushare
002763.SZ,汇洁股份,服饰,深圳,tushare
002765.SZ,蓝黛科技,元器件,重庆,tushare
002766.SZ,索菱股份,汽车配件,深圳,tushare
002767.SZ,先锋电子,电器仪表,浙江,tushare
002768.SZ,国恩股份,塑料,山东,tushare
002769.SZ,普路通,仓储物流,深圳,tushare
002771.SZ,真视通,软件服务,北京,tushare
002772.SZ,众兴菌业,种植业,甘肃,tushare
002773.SZ,康弘药业,化学制药,四川,tushare
002774.SZ,快意电梯,运输设备,广东,tushare
002775.SZ,文科股份,建筑工程,广东,tushare
002777.SZ,久远银海,软件服务,四川,tushare
002778.SZ,中晟高科,环境保护,江苏,tushare
002779.SZ,中坚科技,农用机械,浙江,tushare
002780.SZ,三夫户外,服饰,北京,tushare
002782.SZ,可立克,元器件,深圳,tushare
002783.SZ,凯龙股份,化工原料,湖北,tushare
002785.SZ,万里石,其他建材,福建,tushare
002786.SZ,银宝山新,专用机械,深圳,tushare
002787.SZ,华源控股,广告包装,江苏,tushare
002788.SZ,鹭燕医药,医药商业,福建,tushare
002789.SZ,*ST建艺,装修装饰,深圳,tushare
002790.SZ,瑞尔特,家居用品,福建,tushare
002791.SZ,坚朗五金,其他建材,广东,tushare
002792.SZ,通宇通讯,通信设备,广东,tushare
002793.SZ,罗欣药业,化学制药,山东,tushare
002795.SZ,永和智控,机械基件,浙江,tushare
002796.SZ,世嘉科技,通信设备,江苏,tushare
002797.SZ,第一创业,证券,深圳,tushare
002798.SZ,帝欧家居,家居用品,四川,tushare
002799.SZ,环球印务,广告包装,陕西,tushare
002800.SZ,天顺股份,仓储物流,新疆,tushare
002801.SZ,微光股份,电气设备,浙江,tushare
002802.SZ,洪汇新材,化工原料,江苏,tushare
002803.SZ,吉宏股份,互联网,福建,tushare
002805.SZ,丰元股份,电气设备,山东,tushare
002806.SZ,华锋股份,汽车配件,广东,tushare
002807.SZ,江阴银行,银行,江苏,tushare
002808.SZ,*ST恒久,元器件,江苏,tushare
002809.SZ,红墙股份,化工原料,广东,tushare
002810.SZ,山东赫达,化工原料,山东,tushare
002811.SZ,郑中设计,装修装饰,深圳,tushare
002812.SZ,恩捷股份,电气设备,云南,tushare
002813.SZ,路畅科技,汽车配件,深圳,tushare
002815.SZ,崇达技术,元器件,深圳,tushare
002816.SZ,*ST和科,专用机械,深圳,tushare
002817.SZ,黄山胶囊,化学制药,安徽,tushare
002818.SZ,富森美,其他商业,四川,tushare
002819.SZ,东方中科,电器仪表,北京,tushare
002820.SZ,桂发祥,食品,天津,tushare
002821.SZ,凯莱英,生物制药,天津,tushare
002822.SZ,ST中装,装修装饰,深圳,tushare
002823.SZ,凯中精密,机械基件,深圳,tushare
002824.SZ,和胜股份,铝,广东,tushare
002825.SZ,纳尔股份,化工原料,上海,tushare
002826.SZ,易明医药,化学制药,西藏,tushare
002827.SZ,高争民爆,化工原料,西藏,tushare
002828.SZ,贝肯能源,石油开采,新疆,tushare
002829.SZ,星网宇达,航空,北京,tushare
002830.SZ,名雕股份,装修装饰,深圳,tushare
002831.SZ,裕同科技,广告包装,深圳,tushare
002832.SZ,比音勒芬,服饰,广东,tushare
002833.SZ,弘亚数控,专用机械,广东,tushare
002835.SZ,同为股份,IT设备,深圳,tushare
002836.SZ,新宏泽,广告包装,广东,tushare
002837.SZ,英维克,专用机械,深圳,tushare
002838.SZ,道恩股份,塑料,山东,tushare
002839.SZ,张家港行,银行,江苏,tushare
002840.SZ,华统股份,食品,浙江,tushare
002841.SZ,视源股份,元器件,广东,tushare
002842.SZ,翔鹭钨业,小金属,广东,tushare
002843.SZ,泰嘉股份,钢加工,湖南,tushare
002845.SZ,同兴达,元器件,深圳,tushare
002846.SZ,英联股份,广告包装,广东,tushare
002847.SZ,盐津铺子,食品,湖南,tushare
002848.SZ,*ST高斯,家用电器,湖南,tushare
002849.SZ,威星智能,电器仪表,浙江,tushare
002850.SZ,科达利,电气设备,深圳,tushare
002851.SZ,麦格米特,电气设备,深圳,tushare
002852.SZ,道道全,食品,湖南,tushare
002853.SZ,皮阿诺,家居用品,广东,tushare
002855.SZ,捷荣技术,元器件,广东,tushare
002856.SZ,美芝股份,装修装饰,深圳,tushare
002857.SZ,三晖电气,电器仪表,河南,tushare
002858.SZ,力盛体育,文教休闲,上海,tushare
002859.SZ,洁美科技,元器件,浙江,tushare
002860.SZ,星帅尔,家用电器,浙江,tushare
002861.SZ,瀛通通讯,元器件,湖北,tushare
002862.SZ,实丰文化,文教休闲,广东,tushare
002863.SZ,今飞凯达,汽车配件,浙江,tushare
002864.SZ,盘龙药业,中成药,陕西,tushare
002865.SZ,钧达股份,电气设备,海南,tushare
002866.SZ,传艺科技,IT设备,江苏,tushare
002867.SZ,周大生,服饰,深圳,tushare
002868.SZ,*ST绿康,农业综合,福建,tushare
002869.SZ,金溢科技,通信设备,深圳,tushare
002870.SZ,香山股份,汽车配件,广东,tushare
002871.SZ,伟隆股份,机械基件,山东,tushare
002872.SZ,ST天圣,医药商业,重庆,tushare
002873.SZ,新天药业,中成药,贵州,tushare
002875.SZ,安奈儿,服饰,深圳,tushare
002876.SZ,三利谱,元器件,深圳,tushare
002877.SZ,智能自控,机械基件,江苏,tushare
002878.SZ,元隆雅图,广告包装,北京,tushare
002879.SZ,长缆科技,电气设备,湖南,tushare
002880.SZ,卫光生物,生物制药,深圳,tushare
002881.SZ,美格智能,元器件,深圳,tushare
002882.SZ,金龙羽,电气设备,深圳,tushare
002883.SZ,中设股份,建筑工程,江苏,tushare
002884.SZ,凌霄泵业,机械基件,广东,tushare
002885.SZ,京泉华,元器件,深圳,tushare
002886.SZ,沃特股份,塑料,深圳,tushare
002887.SZ,绿茵生态,环境保护,天津,tushare
002888.SZ,惠威科技,元器件,广东,tushare
002889.SZ,东方嘉盛,仓储物流,深圳,tushare
002890.SZ,弘宇股份,农用机械,山东,tushare
002891.SZ,中宠股份,饲料,山东,tushare
002892.SZ,科力尔,电气设备,湖南,tushare
002893.SZ,京能热力,供气供热,北京,tushare
002895.SZ,川恒股份,化工原料,贵州,tushare
002896.SZ,中大力德,机械基件,浙江,tushare
002897.SZ,意华股份,元器件,浙江,tushare
002898.SZ,*ST赛隆,化学制药,广东,tushare
002899.SZ,英派斯,文教休闲,山东,tushare
002900.SZ,哈三联,化学制药,黑龙江,tushare
002901.SZ,大博医疗,医疗保健,福建,tushare
002902.SZ,铭普光磁,通信设备,广东,tushare
002903.SZ,宇环数控,机床制造,湖南,tushare
002905.SZ,金逸影视,影视音像,广东,tushare
002906.SZ,华阳集团,汽车配件,广东,tushare
002907.SZ,华森制药,中成药,重庆,tushare
002908.SZ,德生科技,软件服务,广东,tushare
002909.SZ,集泰股份,化工原料,广东,tushare
002910.SZ,庄园牧场,乳制品,甘肃,tushare
002911.SZ,佛燃能源,供气供热,广东,tushare
002912.SZ,中新赛克,IT设备,深圳,tushare
002913.SZ,奥士康,元器件,湖南,tushare
002915.SZ,中欣氟材,化工原料,浙江,tushare
002916.SZ,深南电路,元器件,深圳,tushare
002917.SZ,金奥博,化工原料,深圳,tushare
002918.SZ,蒙娜丽莎,陶瓷,广东,tushare
002919.SZ,名臣健康,互联网,广东,tushare
002920.SZ,德赛西威,汽车配件,广东,tushare
002921.SZ,联诚精密,汽车配件,山东,tushare
002922.SZ,伊戈尔,电气设备,广东,tushare
002923.SZ,润都股份,化学制药,广东,tushare
002925.SZ,盈趣科技,元器件,福建,tushare
002926.SZ,华西证券,证券,四川,tushare
002927.SZ,泰永长征,电气设备,贵州,tushare
002928.SZ,华夏航空,空运,贵州,tushare
002929.SZ,润建股份,通信设备,广西,tushare
002930.SZ,宏川智慧,仓储物流,广东,tushare
002931.SZ,锋龙股份,机械基件,浙江,tushare
002932.SZ,明德生物,医疗保健,湖北,tushare
002933.SZ,新兴装备,航空,北京,tushare
002935.SZ,天奥电子,航空,四川,tushare
002936.SZ,郑州银行,银行,河南,tushare
002937.SZ,兴瑞科技,元器件,浙江,tushare
002938.SZ,鹏鼎控股,元器件,深圳,tushare
002939.SZ,长城证券,证券,深圳,tushare
002940.SZ,昂利康,化学制药,浙江,tushare
002941.SZ,新疆交建,建筑工程,新疆,tushare
002942.SZ,新农股份,农药化肥,浙江,tushare
002943.SZ,宇晶股份,机床制造,湖南,tushare
002945.SZ,华林证券,证券,西藏,tushare
002946.SZ,新乳业,乳制品,四川,tushare
002947.SZ,恒铭达,元器件,江苏,tushare
002948.SZ,青岛银行,银行,山东,tushare
002949.SZ,华阳国际,建筑工程,深圳,tushare
002950.SZ,奥美医疗,医疗保健,湖北,tushare
002951.SZ,金时科技,广告包装,四川,tushare
002952.SZ,亚世光电,元器件,辽宁,tushare
002953.SZ,日丰股份,电气设备,广东,tushare
002955.SZ,鸿合科技,IT设备,深圳,tushare
002956.SZ,西麦食品,食品,广西,tushare
002957.SZ,科瑞技术,专用机械,深圳,tushare
002958.SZ,青农商行,银行,山东,tushare
002959.SZ,小熊电器,家用电器,广东,tushare
002960.SZ,青鸟消防,专用机械,河北,tushare
002961.SZ,瑞达期货,多元金融,福建,tushare
002962.SZ,五方光电,元器件,湖北,tushare
002963.SZ,豪尔赛,装修装饰,北京,tushare
002965.SZ,祥鑫科技,汽车配件,广东,tushare
002966.SZ,苏州银行,银行,江苏,tushare
002967.SZ,广电计量,电器仪表,广东,tushare
002968.SZ,新大正,房产服务,重庆,tushare
002969.SZ,嘉美包装,广告包装,安徽,tushare
002970.SZ,锐明技术,IT设备,深圳,tushare
002971.SZ,和远气体,化工原料,湖北,tushare
002972.SZ,科安达,运输设备,深圳,tushare
002973.SZ,侨银股份,环境保护,广东,tushare
002975.SZ,博杰股份,专用机械,广东,tushare
002976.SZ,瑞玛精密,汽车配件,江苏,tushare
002977.SZ,天箭科技,通信设备,四川,tushare
002978.SZ,安宁股份,小金属,四川,tushare
002979.SZ,雷赛智能,专用机械,深圳,tushare
002980.SZ,华盛昌,电器仪表,深圳,tushare
002981.SZ,朝阳科技,元器件,广东,tushare
002982.SZ,湘佳股份,农业综合,湖南,tushare
002983.SZ,芯瑞达,元器件,安徽,tushare
002984.SZ,森麒麟,汽车配件,山东,tushare
002985.SZ,北摩高科,航空,北京,tushare
002986.SZ,宇新股份,化工原料,广东,tushare
002987.SZ,京北方,软件服务,北京,tushare
002988.SZ,豪美新材,铝,广东,tushare
002989.SZ,中天精装,装修装饰,深圳,tushare
002990.SZ,盛视科技,软件服务,深圳,tushare
002991.SZ,甘源食品,食品,江西,tushare
002992.SZ,宝明科技,元器件,深圳,tushare
002993.SZ,奥海科技,元器件,广东,tushare
002995.SZ,天地在线,互联网,北京,tushare
002996.SZ,顺博合金,铝,重庆,tushare
002997.SZ,瑞鹄模具,专用机械,安徽,tushare
002998.SZ,优彩资源,化纤,江苏,tushare
002999.SZ,天禾股份,批发业,广东,tushare
003000.SZ,劲仔食品,食品,湖南,tushare
003001.SZ,中岩大地,建筑工程,北京,tushare
003002.SZ,壶化股份,化工原料,山西,tushare
003003.SZ,天元股份,广告包装,广东,tushare
003004.SZ,*ST声迅,IT设备,北京,tushare
003005.SZ,竞业达,软件服务,北京,tushare
003006.SZ,百亚股份,造纸,重庆,tushare
003007.SZ,直真科技,软件服务,北京,tushare
003008.SZ,开普检测,电气设备,河南,tushare
003009.SZ,中天火箭,航空,陕西,tushare
003010.SZ,若羽臣,互联网,广东,tushare
003011.SZ,海象新材,家居用品,浙江,tushare
003012.SZ,东鹏控股,陶瓷,广东,tushare
003013.SZ,地铁设计,建筑工程,广东,tushare
003015.SZ,日久光电,元器件,江苏,tushare
003016.SZ,欣贺股份,服饰,福建,tushare
003017.SZ,大洋生物,化工原料,浙江,tushare
003018.SZ,金富科技,塑料,广东,tushare
003019.SZ,宸展光电,元器件,福建,tushare
003020.SZ,立方制药,化学制药,安徽,tushare
003021.SZ,兆威机电,元器件,深圳,tushare
003022.SZ,联泓新科,化工原料,山东,tushare
003023.SZ,彩虹集团,家用电器,四川,tushare
003025.SZ,思进智能,机床制造,浙江,tushare
003026.SZ,中晶科技,半导体,浙江,tushare
003027.SZ,同兴科技,环境保护,安徽,tushare
003028.SZ,振邦智能,元器件,深圳,tushare
003029.SZ,吉大正元,软件服务,吉林,tushare
003030.SZ,祖名股份,食品,浙江,tushare
003031.SZ,中瓷电子,元器件,河北,tushare
003032.SZ,*ST传智,文教休闲,江苏,tushare
003033.SZ,征和工业,汽车配件,山东,tushare
003035.SZ,南网能源,新型电力,广东,tushare
003036.SZ,泰坦股份,纺织机械,浙江,tushare
003037.SZ,三和管桩,水泥,广东,tushare
003038.SZ,鑫铂股份,铝,安徽,tushare
003039.SZ,顺控发展,水务,广东,tushare
003040.SZ,楚天龙,通信设备,广东,tushare
003041.SZ,真爱美家,纺织,浙江,tushare
003042.SZ,中农联合,农药化肥,山东,tushare
003043.SZ,华亚智能,半导体,江苏,tushare
003816.SZ,中国广核,新型电力,深圳,tushare
300001.SZ,特锐德,电气设备,山东,tushare
300002.SZ,神州泰岳,互联网,北京,tushare
300003.SZ,乐普医疗,医疗保健,北京,tushare
300004.SZ,南风股份,电气设备,广东,tushare
300005.SZ,探路者,服饰,北京,tushare
300006.SZ,莱美药业,化学制药,重庆,tushare
300007.SZ,汉威科技,电器仪表,河南,tushare
300008.SZ,天海防务,船舶,上海,tushare
300009.SZ,安科生物,生物制药,安徽,tushare
300010.SZ,豆神教育,软件服务,北京,tushare
300011.SZ,鼎汉技术,运输设备,北京,tushare
300012.SZ,华测检测,电器仪表,深圳,tushare
300013.SZ,新宁物流,仓储物流,河南,tushare
300014.SZ,亿纬锂能,电气设备,广东,tushare
300015.SZ,爱尔眼科,医疗保健,湖南,tushare
300016.SZ,北陆药业,化学制药,北京,tushare
300017.SZ,网宿科技,软件服务,上海,tushare
300018.SZ,中元股份,电气设备,湖北,tushare
300019.SZ,硅宝科技,化工原料,四川,tushare
300020.SZ,ST银江,软件服务,浙江,tushare
300021.SZ,大禹节水,建筑工程,甘肃,tushare
300022.SZ,吉峰科技,农用机械,四川,tushare
300024.SZ,机器人,专用机械,辽宁,tushare
300025.SZ,华星创业,通信设备,浙江,tushare
300026.SZ,红日药业,中成药,天津,tushare
300027.SZ,华谊兄弟,影视音像,浙江,tushare
300029.SZ,*ST天龙,建筑工程,江苏,tushare
300030.SZ,阳普医疗,医疗保健,广东,tushare
300031.SZ,宝通科技,互联网,江苏,tushare
300032.SZ,金龙机电,元器件,浙江,tushare
300033.SZ,同花顺,软件服务,浙江,tushare
300034.SZ,钢研高纳,航空,北京,tushare
300035.SZ,中科电气,电气设备,湖南,tushare
300036.SZ,超图软件,软件服务,北京,tushare
300037.SZ,新宙邦,化工原料,深圳,tushare
300039.SZ,上海凯宝,中成药,上海,tushare
300040.SZ,九洲集团,新型电力,黑龙江,tushare
300041.SZ,回天新材,化工原料,湖北,tushare
300042.SZ,朗科科技,IT设备,深圳,tushare
300043.SZ,星辉娱乐,互联网,广东,tushare
300044.SZ,ST赛为,软件服务,深圳,tushare
300045.SZ,华力创通,IT设备,北京,tushare
300046.SZ,台基股份,半导体,湖北,tushare
300047.SZ,天源迪科,软件服务,深圳,tushare
300048.SZ,合康新能,电气设备,北京,tushare
300049.SZ,福瑞股份,医疗保健,内蒙,tushare
300050.SZ,世纪鼎利,通信设备,广东,tushare
300051.SZ,琏升科技,综合类,江苏,tushare
300052.SZ,ST中青宝,互联网,深圳,tushare
300053.SZ,航宇微,半导体,广东,tushare
300054.SZ,鼎龙股份,化工原料,湖北,tushare
300055.SZ,万邦达,石油加工,北京,tushare
300056.SZ,中创环保,环境保护,福建,tushare
300057.SZ,万顺新材,铝,广东,tushare
300058.SZ,蓝色光标,广告包装,北京,tushare
300059.SZ,东方财富,证券,上海,tushare
300061.SZ,旗天科技,互联网,上海,tushare
300062.SZ,中能电气,电气设备,福建,tushare
300063.SZ,天龙集团,互联网,广东,tushare
300065.SZ,海兰信,船舶,北京,tushare
300066.SZ,三川智慧,电器仪表,江西,tushare
300067.SZ,安诺其,染料涂料,上海,tushare
300068.SZ,南都电源,电气设备,浙江,tushare
300069.SZ,金利华电,电气设备,山西,tushare
300070.SZ,碧水源,环境保护,北京,tushare
300071.SZ,福石控股,广告包装,北京,tushare
300072.SZ,海新能科,化工原料,北京,tushare
300073.SZ,当升科技,电气设备,北京,tushare
300074.SZ,华平股份,软件服务,上海,tushare
300075.SZ,数字政通,软件服务,北京,tushare
