symbol,name,price,Volume,turnover,blue_daily,blue_days,latest_day_blue_value,blue_weekly,blue_weeks,latest_week_blue_value,lired_daily,lired_days,latest_day_lired_value,lired_weekly,lired_weeks,latest_week_lired_value,has_day_blue,has_week_blue,has_day_lired,has_week_lired,has_day_week_blue,has_day_week_lired
000423.SZ,东阿阿胶,52.28,164317.5,859.0518900000001,0.0,0,0.0,0.0,3,200.0,0.0,0,0,0.0,0,0,False,True,False,False,False,False
000627.SZ,*ST天茂,1.46,2171565.22,317.04852212000003,132.32324444252947,3,132.32324444252947,200.0,4,200.0,0.0,0,0,0.0,0,0,True,True,False,False,True,False
000785.SZ,居然智家,3.17,2814936.35,892.33482295,0.0,0,0.0,200.0,2,200.0,0.0,0,0,0.0,0,0,False,True,False,False,False,False
000851.SZ,*ST高鸿,2.03,675282.52,137.08235155999998,147.7854233568157,3,147.7854233568157,0.0,0,0.0,0.0,0,0,0.0,0,0,True,False,False,False,False,False
000903.SZ,ST云动,3.06,1100664.75,336.80341350000003,182.7606487167983,5,182.7606487167983,0.0,0,0.0,0.0,0,0,0.0,0,0,True,False,False,False,False,False
002040.SZ,南京港,9.82,168533.6,165.4999952,0.0,4,149.52205261891518,0.0,0,0.0,0.0,0,0,0.0,0,0,True,False,False,False,False,False
002311.SZ,海大集团,56.9,183246.6,1042.673154,0.0,3,136.90889578806366,0.0,0,0.0,0.0,0,0,0.0,0,0,True,False,False,False,False,False
002371.SZ,北方华创,349.2,85627.39,2990.1084588,0.0,0,0.0,0.0,2,191.5591755121375,0.0,0,0,0.0,0,0,False,True,False,False,False,False
002595.SZ,豪迈科技,57.15,28296.46,161.7142689,106.04184506185959,3,106.04184506185959,0.0,0,0.0,0.0,0,0,0.0,0,0,True,False,False,False,False,False
002701.SZ,奥瑞金,5.5,190988.55,105.0437025,200.0,3,200.0,0.0,0,0.0,0.0,0,0,0.0,0,0,True,False,False,False,False,False
300276.SZ,三丰智能,10.09,464363.86,468.5431347399999,175.9741305271467,3,175.9741305271467,0.0,0,0.0,0.0,0,0,0.0,0,0,True,False,False,False,False,False
300280.SZ,*ST紫天,2.74,411842.0,112.84470800000001,123.60514747167856,4,123.60514747167856,200.0,5,200.0,0.0,0,0,0.0,0,0,True,True,False,False,True,False
300781.SZ,因赛集团,45.8,278475.09,1275.4159121999999,0.0,1,151.86203510054935,0.0,2,130.36333258542226,0.0,0,0,0.0,0,0,False,True,False,False,False,False
300879.SZ,大叶股份,32.6,76558.0,249.57908000000003,194.23292563879022,5,194.23292563879022,0.0,0,0.0,0.0,0,0,0.0,0,0,True,False,False,False,False,False
300945.SZ,曼卡龙,19.52,154615.0,301.80848,0.0,3,193.2033399604864,0.0,0,0.0,0.0,0,0,0.0,0,0,True,False,False,False,False,False
300972.SZ,万辰集团,146.46,29953.81,438.70350126,133.37639815230364,3,133.37639815230364,0.0,0,0.0,0.0,0,0,0.0,0,0,True,False,False,False,False,False
301259.SZ,艾布鲁,38.3,55140.47,211.18800009999998,0.0,3,171.78935974292676,0.0,0,0.0,0.0,0,0,0.0,0,0,True,False,False,False,False,False
301348.SZ,蓝箭电子,21.34,116290.91,248.16480194000002,0.0,0,0.0,0.0,2,200.0,0.0,0,0,0.0,0,0,False,True,False,False,False,False
600027.SH,华电国际,5.47,2387446.25,1305.93309875,0.0,3,120.95222279074363,0.0,0,0.0,0.0,0,0,0.0,0,0,True,False,False,False,False,False
600377.SH,宁沪高速,14.41,86944.73,125.28735592999999,124.59773186729136,3,124.59773186729136,0.0,0,0.0,0.0,0,0,0.0,0,0,True,False,False,False,False,False
600422.SH,昆药集团,14.74,262341.81,386.69182794,0.0,0,0.0,0.0,2,138.23636579162923,0.0,0,0,0.0,0,0,False,True,False,False,False,False
600578.SH,京能电力,4.31,415343.69,179.01313039,0.0,4,132.59912675884667,0.0,0,0.0,0.0,0,0,0.0,0,0,True,False,False,False,False,False
600610.SH,中毅达,12.76,362628.59,462.71408084000007,0.0,4,171.29939735836263,0.0,0,0.0,0.0,0,0,0.0,0,0,True,False,False,False,False,False
600642.SH,申能股份,8.19,342465.33,280.47910527,0.058833541362249976,0,0.0,200.0,2,200.0,0.0,0,0,0.0,0,0,False,True,False,False,False,False
600900.SH,长江电力,28.7,978280.42,2807.6648054,0.0,3,101.64150016066141,0.0,0,0.0,0.0,0,0,0.0,0,0,True,False,False,False,False,False
600941.SH,中国移动,109.51,122189.11,1338.09294361,178.2563353838029,4,178.2563353838029,0.0,0,0.0,0.0,0,0,0.0,0,0,True,False,False,False,False,False
601728.SH,中国电信,7.49,1373189.69,1028.51907781,0.0,3,200.0,0.0,0,0.0,0.0,0,0,0.0,0,0,True,False,False,False,False,False
601838.SH,成都银行,18.7,216116.81,404.13843469999995,138.67484982373875,3,138.67484982373875,0.0,0,0.0,0.0,0,0,0.0,0,0,True,False,False,False,False,False
601816.SH,京沪高铁,5.45,1460377.63,795.9058083499999,179.02926318804663,3,179.02926318804663,0.0,0,0.0,0.0,0,0,0.0,0,0,True,False,False,False,False,False
601825.SH,沪农商行,9.15,266434.42,243.7874943,0.0,4,141.5433040244775,0.0,0,0.0,0.0,0,0,0.0,0,0,True,False,False,False,False,False
603179.SH,新泉股份,40.97,52319.72,214.35389284000001,0.0,3,150.8263796464934,0.0,0,0.0,0.0,0,0,0.0,0,0,True,False,False,False,False,False
603360.SH,百傲化学,19.95,108878.06,217.21172969999998,0.0,3,126.81251841247027,0.0,0,0.0,0.0,0,0,0.0,0,0,True,False,False,False,False,False
603392.SH,万泰生物,58.72,47978.51,281.72981072,0.0,0,0.0,0.0,2,119.73106018581609,0.0,0,0,0.0,0,0,False,True,False,False,False,False
603888.SH,新华网,19.14,92652.42,177.33673188,0.0,0,0.0,160.18041335296616,2,160.18041335296616,0.0,0,0,0.0,0,0,False,True,False,False,False,False
605136.SH,丽人丽妆,9.8,138144.99,135.3820902,0.0,3,184.01815447943198,0.0,0,0.0,0.0,0,0,0.0,0,0,True,False,False,False,False,False
688083.SH,中望软件,64.75,21956.01,142.16516475,0.0,0,0.0,0.0,3,195.87478970185754,0.0,0,0,0.0,0,0,False,True,False,False,False,False
688188.SH,柏楚电子,134.7,13451.67,181.19399489999998,0.0,0,0.0,0.0,2,200.0,0.0,0,0,0.0,0,0,False,True,False,False,False,False
688301.SH,奕瑞科技,85.26,27386.62,233.49832212,0.0,1,144.80699667635895,0.0,2,146.54963665068817,0.0,0,0,0.0,0,0,False,True,False,False,False,False
688776.SH,国光电气,84.9,40924.3,347.447307,135.41752674417495,5,135.41752674417495,0.0,0,0.0,0.0,0,0,0.0,0,0,True,False,False,False,False,False
