symbol,name,price,Volume,turnover,blue_daily,blue_days,latest_day_blue_value,blue_weekly,blue_weeks,latest_week_blue_value,lired_daily,lired_days,latest_day_lired_value,lired_weekly,lired_weeks,latest_week_lired_value,has_day_blue,has_week_blue,has_day_lired,has_week_lired,has_day_week_blue,has_day_week_lired
000423.SZ,东阿阿胶,49.04,102237.37,501.37206247999995,74.01687518816031,0,0.0,187.50918038986086,4,187.50918038986086,0.0,0,0.0,0.0,0,0.0,False,True,False,False,False,False
000999.SZ,华润三九,30.62,151035.97,462.47214013999996,117.1682613864355,1,117.1682613864355,151.0718599483018,2,151.0718599483018,0.0,0,0.0,0.0,0,0.0,False,True,False,False,False,False
001388.SZ,信通电子,46.33,46973.01,217.62595532999998,194.1693039586786,5,194.1693039586786,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
002028.SZ,思源电气,82.58,294254.98,2429.95762484,0.0,3,146.54182665956222,0.0,0,0.0,-107.93621087387811,1,-107.93621087387811,-167.80255562243053,1,-167.80255562243053,True,False,False,False,False,False
002311.SZ,海大集团,55.46,73869.32,409.67924872000003,145.19018456133134,4,145.19018456133134,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
002594.SZ,比亚迪,323.05,162790.94,5258.961316700001,0.0,3,151.71855686938994,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
002991.SZ,甘源食品,58.1,26749.07,155.4120967,100.03422825387568,1,100.03422825387568,181.9189906597511,2,181.9189906597511,0.0,0,0.0,0.0,0,0.0,False,True,False,False,False,False
300280.SZ,*ST紫天,3.41,441463.13,150.53892733,124.6556437123689,2,124.6556437123689,200.0,5,200.0,0.0,0,0.0,0.0,0,0.0,False,True,False,False,False,False
300408.SZ,三环集团,31.83,141424.88,450.15539304,0.0,1,103.88203010093623,0.0,2,182.75413471651743,0.0,0,0.0,0.0,0,0.0,False,True,False,False,False,False
300643.SZ,万通智控,22.42,122818.69,275.35950298,0.0,3,111.17394704474877,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
300932.SZ,三友联众,12.05,99446.77,119.83335785000001,0.0,0,0.0,0.0,2,134.10435053309044,0.0,0,0.0,0.0,0,0.0,False,True,False,False,False,False
301348.SZ,蓝箭电子,20.14,85425.57,172.04709798000002,82.75528192430993,0,0.0,200.0,2,200.0,0.0,0,0.0,0.0,0,0.0,False,True,False,False,False,False
301498.SZ,乖宝宠物,92.34,32954.13,304.29843642,0.0,3,200.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
600025.SH,华能水电,9.44,244762.25,231.05556399999998,145.71511848696198,3,145.71511848696198,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
600039.SH,四川路桥,8.59,222443.77,191.07919843,0.0,3,135.52966199578478,0.0,0,0.0,0.0,0,0.0,0.0,2,-200.0,True,False,False,True,False,False
600422.SH,昆药集团,14.13,250380.94,353.78826822,131.2385418864192,2,131.2385418864192,140.44340268497024,4,140.44340268497024,0.0,0,0.0,0.0,0,0.0,False,True,False,False,False,False
600585.SH,海螺水泥,22.6,399206.21,902.2060346000001,0.0,0,0.0,0.0,2,200.0,-0.01365743807130386,0,0.0,0.0,0,0.0,False,True,False,False,False,False
600872.SH,中炬高新,18.77,149453.58,280.52436966,0.0,0,0.0,0.0,2,160.3764653374672,0.0,0,0.0,0.0,0,0.0,False,True,False,False,False,False
600985.SH,淮北矿业,11.23,430433.92,483.37729216,0.0,0,0.0,0.0,2,199.99999999999997,0.0,0,0.0,0.0,0,0.0,False,True,False,False,False,False
601086.SH,国芳集团,10.94,168460.99,184.29632306,163.5440318459102,3,163.5440318459102,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
601111.SH,中国国航,7.43,1158267.76,860.5929456799998,118.89177396783562,4,118.89177396783562,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
