symbol,name,price,Volume,turnover,blue_daily,blue_days,lired_daily,lired_days,blue_weekly,blue_weeks,lired_weekly,lired_weeks
SH688097,博众精工,33.34,78266.0,260.938844,0.0,0,0.0,0,0.0,0,0.0,4
SH688110,东芯股份,31.71,71129.0,225.55005899999998,0.0,0,0.0,0,0.0,0,0.0,3
SH688114,华大智造,83.76,114260.0,957.0417600000002,0.0,0,0.0,0,0.0,0,0.0,2
SH688093,世华科技,23.89,19217.0,45.909413,0.0,0,0.0,0,0.0,0,0.0,2
SH688143,长盈通,35.85,37099.0,132.99991500000002,0.0,0,0.0,2,0.0,0,0.0,3
SH688160,步科股份,105.7,19456.0,205.64992,0.0,0,0.0,0,0.0,0,0.0,2
SH688167,炬光科技,88.42,69416.0,613.776272,0.0,0,-60.40120703664797,0,0.0,0,-278.79721775769184,2
SH688186,广大特材,23.7,83990.0,199.0563,0.0,0,-130.94413812387754,0,0.0,0,-323.0026832378397,4
SH688200,华峰测控,142.07,8612.0,122.35068399999999,0.0,0,0.0,0,0.0,0,0.0,3
SH688205,德科立,63.39,32869.0,208.35659099999998,275.16501573955094,4,0.0,0,0.0,0,0.0,0
SH688213,思特威,103.01,50936.0,524.691736,0.0,0,0.0,0,0.0,0,0.0,2
SH688182,灿勤科技,32.37,65850.0,213.15645,0.0,0,0.0,0,0.0,0,0.0,3
SH688220,翱捷科技,105.72,107767.0,1139.3127240000001,0.0,0,0.0,0,0.0,0,0.0,2
SH688226,威腾电气,42.28,28448.0,120.278144,0.0,0,0.0,4,0.0,0,-138.23714680344398,0
SH688235,百济神州,227.62,19090.0,434.52657999999997,0.0,0,0.0,0,0.0,0,0.0,2
SH688244,永信至诚,57.0,34941.0,199.1637,0.0,0,0.0,0,0.0,0,0.0,3
SH688251,井松智能,24.77,79322.0,196.480594,0.0,0,-195.71455398085664,3,0.0,0,-216.87968225833836,3
SH688253,英诺特,38.35,45537.0,174.63439499999998,0.0,0,0.0,4,0.0,0,0.0,0
SH688257,新锐股份,22.23,31353.0,69.697719,0.0,0,0.0,1,0.0,0,-243.21953556533444,4
SH688259,创耀科技,52.49,169266.0,888.477234,0.0,0,-241.590557359769,3,0.0,0,-243.6848940772631,1
SH688258,卓易信息,46.0,47947.0,220.5562,0.0,0,0.0,0,0.0,0,0.0,2
SH688256,寒武纪,703.63,43170.0,3037.57071,0.0,0,0.0,0,0.0,0,0.0,2
SH688267,中触媒,26.38,12114.0,31.956732000000002,0.0,0,0.0,1,0.0,0,-161.38138599616,3
SH688273,麦澜德,31.12,19936.0,62.04083200000001,0.0,0,0.0,3,0.0,0,-173.65795217844533,1
SH688279,峰岹科技,258.4,11685.0,301.94039999999995,0.0,0,0.0,0,0.0,0,0.0,2
SH688282,*ST导航,41.7,9409.0,39.235530000000004,0.0,0,0.0,3,0.0,0,-308.95355007886076,3
SH688096,京源环保,14.43,110810.0,159.89883,0.0,0,0.0,0,0.0,0,-161.80170957127712,5
SH688288,鸿泉物联,35.5,79201.0,281.16355,0.0,0,-251.90995599480627,4,0.0,0,-274.63321876889273,3
SH688290,景业智能,61.61,34705.0,213.81750499999998,0.0,0,0.0,0,0.0,0,0.0,2
SH688307,中润光学,30.35,23264.0,70.60624,0.0,0,0.0,0,0.0,0,0.0,2
SH688306,均普智能,12.07,348464.0,420.59604800000005,0.0,0,0.0,0,0.0,0,0.0,3
SH688319,欧林生物,14.26,29046.0,41.419596000000006,0.0,0,0.0,0,0.0,0,0.0,2
SH688327,云从科技,17.56,395522.0,694.5366319999999,0.0,0,0.0,0,0.0,0,0.0,2
SH688335,复洁环保,9.93,14972.0,14.867196,0.0,0,-328.28980258277323,5,0.0,0,0.0,0
SH688336,三生国健,28.84,39431.0,113.719004,0.0,0,0.0,2,0.0,0,-222.30861307188596,3
SH688343,云天励飞,64.23,114129.0,733.0505670000001,0.0,0,0.0,0,0.0,0,0.0,2
SH688360,德马科技,23.93,49552.0,118.577936,0.0,0,0.0,0,0.0,0,0.0,2
SH688359,三孚新科,54.65,14651.0,80.067715,0.0,0,0.0,1,0.0,0,0.0,2
SH688370,丛麟科技,20.11,6735.0,13.544085,0.0,0,0.0,3,0.0,0,0.0,0
SH688372,伟测科技,80.51,51944.0,418.20114400000006,0.0,0,0.0,0,0.0,0,0.0,2
SH688383,新益昌,49.03,10582.0,51.883546,0.0,0,-269.39422462397147,3,0.0,0,0.0,0
SH688382,益方生物,18.2,118689.0,216.01397999999998,0.0,0,0.0,0,0.0,0,-157.34383147055988,3
SH688386,泛亚微透,46.0,15948.0,73.3608,0.0,0,0.0,1,0.0,0,0.0,4
SH688388,嘉元科技,18.97,67026.0,127.148322,0.0,0,0.0,0,0.0,0,0.0,4
SH688392,骄成超声,57.14,20080.0,114.73711999999999,0.0,0,0.0,4,0.0,0,-116.6976508321718,0
SH688411,海博思创,81.35,20272.0,164.91272,0.0,0,0.0,0,0.0,0,0.0,3
SH688401,路维光电,31.48,29215.0,91.96882000000001,0.0,0,0.0,0,0.0,0,0.0,2
SH688433,华曙高科,42.17,22749.0,95.932533,0.0,0,0.0,0,0.0,0,0.0,2
SH688426,康为世纪,20.85,32645.0,68.064825,239.1398059378971,3,0.0,0,0.0,0,0.0,0
SH688428,诺诚健华,18.01,49488.0,89.12788800000001,0.0,0,0.0,0,0.0,0,0.0,2
SH688501,青达环保,20.03,47466.0,95.07439800000002,0.0,0,0.0,3,0.0,0,-180.2632546099295,2
SH688507,索辰科技,96.71,65894.0,637.260874,0.0,0,-196.63253701144578,2,0.0,0,-179.08546061480442,3
SH688508,芯朋微,52.08,27362.0,142.501296,0.0,0,0.0,0,0.0,0,0.0,2
SH688521,芯原股份,97.54,265584.0,2590.5063360000004,0.0,0,0.0,0,0.0,0,0.0,3
SH688535,华海诚科,81.11,25338.0,205.516518,179.1867388322208,1,0.0,0,0.0,0,0.0,2
SH688529,豪森智能,22.11,93130.0,205.91043,0.0,0,0.0,0,0.0,0,0.0,2
SH688549,中巨芯,8.09,88286.0,71.423374,257.83763762421967,5,0.0,0,0.0,0,0.0,0
SH688515,裕太微,103.51,10539.0,109.08918900000002,0.0,0,0.0,0,0.0,0,0.0,2
SH688557,兰剑智能,25.71,17106.0,43.979526,0.0,0,0.0,0,0.0,0,0.0,2
SH688571,杭华股份,7.78,42138.0,32.783364,0.0,0,0.0,0,0.0,0,0.0,2
SH688577,浙海德曼,60.33,13710.0,82.71243,0.0,0,0.0,0,0.0,0,0.0,2
SH688550,瑞联新材,38.85,45733.0,177.672705,0.0,0,0.0,2,0.0,0,-184.48273357367015,3
SH688583,思看科技,113.77,21337.0,242.75104899999997,0.0,0,0.0,0,0.0,0,0.0,2
SH688580,伟思医疗,36.43,17663.0,64.34630899999999,0.0,0,0.0,2,0.0,0,-173.5706294710363,2
SH688578,艾力斯,78.6,44613.0,350.65817999999996,0.0,0,0.0,0,0.0,0,0.0,3
SH688597,煜邦电力,11.59,41662.0,48.286258000000004,0.0,0,0.0,0,0.0,0,-236.0696813177881,2
SH688612,威迈斯,29.38,53965.0,158.54917,0.0,0,0.0,0,0.0,0,0.0,4
SH688622,禾信仪器,91.72,31182.0,286.001304,0.0,0,0.0,4,0.0,0,-195.60288208776825,2
SH688629,华丰科技,55.05,196259.0,1080.405795,0.0,0,0.0,0,0.0,0,0.0,2
SH688616,西力科技,11.81,22972.0,27.129932,0.0,0,0.0,3,0.0,0,0.0,0
SH688626,翔宇医疗,41.84,20354.0,85.16113600000001,0.0,0,0.0,0,0.0,0,0.0,3
SH688633,星球石墨,28.42,15834.0,45.000228,0.0,0,0.0,0,0.0,0,0.0,2
SH688636,智明达,39.7,28059.0,111.39423000000001,0.0,0,0.0,0,0.0,0,0.0,3
SH688655,迅捷兴,15.15,60877.0,92.228655,0.0,0,0.0,2,0.0,0,0.0,2
SH688663,新风光,26.34,20630.0,54.33942,0.0,0,0.0,0,0.0,0,0.0,2
SH688685,迈信林,60.4,18474.0,111.58295999999999,0.0,0,0.0,0,0.0,0,0.0,2
SH688681,科汇股份,13.43,19957.0,26.802251000000002,0.0,0,0.0,0,0.0,0,-239.32050321595275,2
SH688607,康众医疗,17.25,19690.0,33.96525,0.0,0,0.0,3,0.0,0,-182.08609552177066,2
SH688678,福立旺,29.2,92648.0,270.53216000000003,0.0,0,0.0,0,0.0,0,0.0,3
SH688696,极米科技,132.53,10075.0,133.523975,0.0,0,0.0,0,0.0,0,0.0,4
SH688719,爱科赛博,32.21,20642.0,66.48788200000001,0.0,0,0.0,0,0.0,0,0.0,2
SH688767,博拓生物,38.9,6281.0,24.43309,0.0,0,0.0,3,0.0,0,-205.40639277815478,3
SH688768,容知日新,52.24,7107.0,37.126968,0.0,0,0.0,0,0.0,0,0.0,2
SH688789,宏华数科,78.0,14236.0,111.0408,0.0,0,0.0,3,0.0,0,0.0,0
SH689009,九号公司,63.81,64359.0,410.674779,0.0,0,0.0,0,0.0,0,-193.13927481806832,2
BJ430478,峆一药业,21.55,33846.0,72.93813,0.0,0,0.0,4,0.0,0,0.0,0
BJ430418,苏轴股份,47.45,140676.0,667.50762,0.0,0,0.0,0,0.0,0,0.0,2
BJ830779,武汉蓝电,59.0,19818.0,116.9262,0.0,0,0.0,0,0.0,0,0.0,2
BJ830839,万通液压,36.39,71456.0,260.02838399999996,0.0,0,0.0,0,0.0,0,-179.37155518006466,3
BJ831175,派诺科技,24.07,55251.0,132.989157,0.0,0,0.0,0,0.0,0,0.0,2
BJ831152,昆工科技,23.0,87643.0,201.5789,0.0,0,0.0,0,0.0,0,-242.4004622713111,2
BJ831834,三维股份,10.15,38089.0,38.660335,0.0,0,0.0,0,0.0,0,-190.8556548319625,2
BJ831856,浩淼科技,24.37,38534.0,93.907358,0.0,0,0.0,0,0.0,0,0.0,2
BJ832145,恒合股份,20.81,46274.0,96.296194,0.0,0,0.0,0,0.0,0,-236.43868260449332,2
BJ832171,志晟信息,31.77,96217.0,305.681409,0.0,0,0.0,0,0.0,0,0.0,2
BJ832876,慧为智能,30.03,41165.0,123.618495,0.0,0,0.0,0,0.0,0,0.0,2
BJ833171,国航远洋,8.29,551092.0,456.85526799999997,0.0,0,0.0,3,0.0,0,-227.63333099739233,1
BJ833394,民士达,27.12,59209.0,160.57480800000002,0.0,0,0.0,3,0.0,0,-237.8635475515516,1
BJ833509,同惠电子,22.18,147703.0,327.605254,0.0,0,-176.5053142309199,4,0.0,0,0.0,0
BJ833781,瑞奇智造,10.54,115709.0,121.95728599999998,0.0,0,0.0,3,0.0,0,0.0,1
BJ834058,华洋赛车,32.41,16395.0,53.136194999999994,0.0,0,0.0,3,0.0,0,0.0,0
BJ834407,驰诚股份,27.52,29080.0,80.02816,0.0,0,0.0,4,0.0,0,0.0,0
BJ834639,晨光电缆,7.53,71620.0,53.92986,0.0,0,0.0,3,0.0,0,0.0,0
BJ834950,迅安科技,21.5,13392.0,28.7928,0.0,0,0.0,3,0.0,0,-220.67411922396792,2
BJ835207,众诚科技,28.65,56380.0,161.5287,0.0,0,0.0,0,0.0,0,0.0,2
BJ835579,机科股份,32.58,69849.0,227.568042,0.0,0,0.0,0,0.0,0,0.0,2
BJ836149,旭杰科技,14.65,61404.0,89.95685999999999,0.0,0,0.0,3,0.0,0,0.0,0
BJ836260,中寰股份,13.0,40438.0,52.5694,0.0,0,0.0,4,0.0,0,-121.77208638170266,0
BJ836270,天铭科技,17.81,30566.0,54.43804599999999,0.0,0,0.0,0,0.0,0,0.0,2
BJ836395,朗鸿科技,18.8,50927.0,95.74276,0.0,0,0.0,1,0.0,0,-205.01438331936404,2
BJ836717,瑞星股份,11.23,36621.0,41.125383,0.0,0,0.0,4,0.0,0,0.0,0
BJ836433,大唐药业,7.88,190316.0,149.969008,0.0,0,0.0,3,0.0,0,0.0,0
BJ836942,恒立钻具,18.32,32693.0,59.893576,0.0,0,0.0,1,0.0,0,-193.72177910497095,2
BJ833030,立方控股,40.29,159761.0,643.677069,0.0,0,0.0,1,0.0,0,0.0,2
BJ837663,明阳科技,28.0,49252.0,137.9056,0.0,0,0.0,0,0.0,0,0.0,2
BJ831906,舜宇精工,30.4,95615.0,290.6696,0.0,0,0.0,0,0.0,0,-170.143939940978,2
BJ838810,春光药装,21.3,111959.0,238.47267000000002,0.0,0,0.0,0,0.0,0,-236.59789183323454,4
BJ839371,欧福蛋业,9.11,97251.0,88.59566099999999,0.0,0,0.0,3,0.0,0,0.0,0
BJ839729,永顺生物,8.16,34382.0,28.055712,0.0,0,0.0,3,0.0,0,0.0,0
BJ870656,海昇药业,19.75,13105.0,25.882375,0.0,0,0.0,3,0.0,0,0.0,0
BJ870866,绿亨科技,8.9,32503.0,28.927670000000003,0.0,0,0.0,4,0.0,0,0.0,0
BJ871245,威博液压,42.52,26286.0,111.768072,0.0,0,0.0,0,0.0,0,0.0,2
BJ839273,一致魔芋,27.8,21811.0,60.63458000000001,0.0,0,0.0,0,0.0,0,0.0,2
BJ871694,中裕科技,20.02,22114.0,44.272228,0.0,0,0.0,3,0.0,0,-189.96604139805402,2
BJ871857,泓禧科技,18.99,18912.0,35.91388799999999,0.0,0,0.0,0,0.0,0,-226.32932853181939,2
BJ871970,大禹生物,8.18,157177.0,128.570786,0.0,0,-235.82301831275188,5,0.0,0,-11.258614096548666,0
BJ872931,无锡鼎邦,14.74,31530.0,46.47522,0.0,0,0.0,3,0.0,0,0.0,0
BJ873001,纬达光电,24.13,78880.0,190.33744,0.0,0,0.0,0,0.0,0,0.0,2
BJ873679,前进科技,20.15,20388.0,41.08181999999999,0.0,0,0.0,3,0.0,0,0.0,0
BJ873690,捷众科技,24.79,27608.0,68.440232,0.0,0,0.0,1,0.0,0,0.0,2
SZ920002,万达轴承,231.69,14607.0,338.429583,0.0,0,0.0,0,0.0,0,0.0,3
BJ873706,铁拓机械,18.36,42299.0,77.660964,0.0,0,0.0,0,0.0,0,0.0,3
SZ920082,方正阀门,24.0,112421.0,269.8104,0.0,0,0.0,3,0.0,0,-350.0,2
SZ920108,宏海科技,26.51,56690.0,150.28519,0.0,0,0.0,2,0.0,0,-350.0,3
SZ920128,胜业电气,35.65,28465.0,101.477725,0.0,0,0.0,3,0.0,0,0.0,0
SZ920118,太湖远大,29.37,7909.0,23.228733000000002,0.0,0,0.0,3,0.0,0,0.0,0
BJ920002,万达轴承,231.69,14607.0,338.429583,0.0,0,0.0,0,0.0,0,0.0,3
BJ920082,方正阀门,24.0,112421.0,269.8104,0.0,0,0.0,3,0.0,0,-350.0,2
BJ920108,宏海科技,26.51,56690.0,150.28519,0.0,0,0.0,2,0.0,0,-350.0,3
BJ920128,胜业电气,35.65,28465.0,101.477725,0.0,0,0.0,3,0.0,0,0.0,0
BJ920118,太湖远大,29.37,7909.0,23.228733000000002,0.0,0,0.0,3,0.0,0,0.0,0
SH688595,芯海科技,44.07,37279.0,164.288553,0.0,0,0.0,0,0.0,0,0.0,2
