symbol,company_name,signals,price,volume,turnover,pink_daily,blue_daily,pink_weekly,blue_weekly,lired_daily,lired_weekly,DIF,DEA,MACD,EMAMACD,V1,V2,V3,V4
AAPY,Kurv Yield Premium Strategy Apple (AAPL) ETF,"日BLUE>150(3天), 周PINK上穿10, , 倍量柱(1次)",23.425,60244.0,1411215.7,18.007098266503032,0.0,8.965209442478784,0.0,0,0,-0.8796844523813441,-0.7762743329741726,-0.20682023881434297,-0.4888150403072742,0.22936682926829266,-0.01269521656257816,-0.014502097257365253,0.0001987568764265802
ABNY,YieldMax ABNB Option Income Strategy ETF,"周BLUE>150(2周), 倍量柱(1次)",13.19,5443.0,71793.17,22.816545334830543,0.0,10.944206008583684,0.0,0,0,-0.6483561928501427,-0.6457025928764887,-0.0053071999473079945,-0.28087122822427835,0.1287439024390244,-0.009037945923197621,-0.010877312647494851,0.00020233033967269532
AFMD,Affimed N.V.,"周BLUE>150(5周), 倍量柱(2次)",0.8942,142566.0,127482.5172,16.697865198262047,0.0,0.6672513763203896,0.0,0,0,-0.062263098984021825,-0.0687779693209854,0.013029740673927148,0.00614551793851583,0.00871780487804878,-0.0011370675885728366,-0.0012430207012914469,1.1654842399047129e-05
AIHS,Senmiao Technology Limited Common Stock,"日PINK上穿10, , 周PINK上穿10, , 黄金柱(1次), 倍量柱(1次)",0.8601,1810.0,1556.781,8.50355231981256,58.7033281859286,9.368908706018304,0.0,0,0,-0.009701686810534627,-0.011750693021016573,0.004098012420963894,0.001478417651432418,0.00847609756097561,-0.00015525639240301925,-0.0001863321535949365,3.4183337311108987e-06
ASND,Ascendis Pharma A/S American Depositary Shares,"日PINK下穿94, , 周PINK下穿94",167.26,79385.0,13277935.1,94.90703897060027,0.0,96.39141132783851,0.0,0,0,8.418176335016994,6.718435972238453,3.3994807255570834,2.8686158824995682,1.628731707317073,0.13651204447972987,0.12488960033152004,0.001278468856303081
AVY,Avery Dennison Corp.,"日PINK上穿10, , 周PINK上穿10",175.105,192706.0,33743784.129999995,8.141693524330236,0.0,6.932990199795558,105.87816553228967,0,0,-3.163878438797923,-2.299137391620529,-1.729482094354788,-1.423196650434634,1.712219512195122,-0.05328743015833304,-0.047005904120409,-0.0006909678641716438
AWEG,Alger Weatherbie Enduring Growth ETF,"日BLUE>150(3天), , 周BLUE>150(2周), 倍量柱(2次)",22.4882,0.0,0.0,21.06293986967157,0.0,6.012839035605694,0.0,0,0,-0.7567867678225007,-0.9034307858076296,0.2932880359702579,0.056863825014072895,0.2193970731707317,-0.010771076747936842,-0.012931890231924516,0.00023768948323864414
BAH,Booz Allen Hamilton Holding Corporation,"日PINK上穿10, , 周PINK上穿10",104.0,1118690.0,116343760.0,7.066160015174479,0.0,8.497699446088209,140.68375184193937,0,0,-4.353115523890054,-4.218962529588813,-0.26830598860248145,1.4545965449996998,1.0125365853658537,-0.08102466327860558,-0.06609744039256821,-0.001641994517464111
BSSX,Invesco BulletShares 2033 Municipal Bond ETF,"日PINK上穿10, , 周PINK上穿10, 周BLUE>150(2周), 倍量柱(1次)",25.438,7138.0,181576.444,9.688980971712517,146.94314005005452,5.371598994840788,200.0,0,0,-0.12077836554798083,-0.06550607576976616,-0.11054457955642932,-0.11430945575350829,0.24798999999999996,-0.0019789328873493495,-0.0016852869009391508,-3.230105850512186e-05
BTMD,Biote Corp. Class A Common Stock,"日BLUE>150(3天), , 周BLUE>150(5周), 倍量柱(1次)",3.9005,75317.0,293773.9585,34.47934140547501,0.0,13.194657419469245,0.0,0,0,-0.2609856260354797,-0.3312101077953364,0.14044896351971337,0.12051863122693554,0.03805121951219512,-0.004031966773734012,-0.004432218343895118,4.4027672717721633e-05
