symbol,company_name,signals,DIF,DEA,MACD,EMAMACD,V1,V2,V3,V4
ACGLN,"Arch Capital Group Ltd. Depositary Shares, each Representing a 1/1,000th Interest in a 4.550% Non-Cumulative Preferred Share, Series G",", , , , , 周BLUE>150(2周), 黄金柱(1次), 倍量柱(2次)",0.08228418166445195,-0.19608166358920961,0.5567316905073232,0.48614405671522454,0.18512780487804878,0.0009725756372334915,-0.0007940632466197004,0.00019433027722385113
AFGE,"American Financial Group, Inc. 4.500% Subordinated Debentures due 2060",", , , , , 周BLUE>150(3周), 黄金柱(1次), 倍量柱(1次)",-0.23005809413928802,-0.3640437726571556,0.26797135703573516,0.20422441781777356,0.1774878048780488,-0.0035124569773897496,-0.004510576923807827,0.00010979319410598848
AMDY,YieldMax AMD Option Income Strategy ETF,", , , , , 周BLUE>150(4周), , 倍量柱(1次)",-0.3947326024617741,-0.4512536605773815,0.11304211623121474,0.1457880805425032,0.09017073170731707,-0.006606459523927785,-0.0066590151987508586,5.7811242305380764e-06
AMC,"AMC ENTERTAINMENT HOLDINGS, INC.",", , 日BLUE>150(3天), , , 周BLUE>150(3周), , ",-0.3015932613185206,-0.2714897926047724,-0.06020693742749639,-0.07864247339886546,0.032463414634146336,-0.00455250880012649,-0.004512148927258618,-4.439586015465916e-06
AMZD,Direxion Daily AMZN Bear 1X Shares,", , , , , 周BLUE>150(3周), , 倍量柱(2次)",-0.27281614526001263,-0.21247275144770106,-0.12068678762462315,-0.0662708991541074,0.10678097560975609,-0.0047388441462743874,-0.004340967298399109,-4.376645326628067e-05
ANNX,"Annexon, Inc. Common Stock","日PINK上穿10, , , 周PINK上穿10, , , , ",-0.4211763401221571,-0.33607944657467775,-0.1701937870949587,-0.1867583432549707,0.03948682926829268,-0.0066944856013452445,-0.006568268320327031,-1.388390091200349e-05
ARE,"Alexandria Real Estate Equities, Inc.",", , , , , 周BLUE>150(3周), , 倍量柱(1次)",0.03726281005454268,-1.2727432429808,2.6200121060706856,2.5856768556929364,0.9997804878048779,-0.00019919238659316107,-0.00762088775695559,0.0008163864907398671
BBBL,BondBloxx BBB Rated 10+ Year Corporate Bond ETF,", , 日BLUE>150(3天), , , 周BLUE>150(2周), 黄金柱(1次), 倍量柱(1次)",-0.23785253635693238,-0.5011188366870912,0.5265326006603177,0.4002288177717631,0.46806268292682923,-0.0030741044858496602,-0.004961798361545863,0.00020764632632658226
BCAN,N/A,", , , , , 周BLUE>150(6周), , 倍量柱(3次)",-1.2569501221584165,-1.0888974771020132,-0.33610529011280654,-0.5624954097259377,0.040439024390243904,-0.0185725655334991,-0.019159994685990073,6.461720677400727e-05
BEEM,N/A,"日PINK上穿10, , , 周PINK上穿10, , , , 倍量柱(1次)",-0.22245384793683076,-0.14909636303398313,-0.14671496980569526,-0.08424393613237105,0.025817073170731706,-0.004117066665254965,-0.0034284949901614552,-7.574288426028605e-05
BILD,N/A,", , , , , 周BLUE>150(3周), , 倍量柱(2次)",-0.2600006318257968,-0.46127750385689437,0.40255374406219513,0.34923595358850473,0.23490195121951218,-0.003983770189792957,-0.005099921970577839,0.00012277669588633703
BITF,N/A,"日PINK上穿10, , , , , 周BLUE>150(3周), , ",-0.09824777336156187,-0.09882101169498458,0.0011464766668454196,0.037546262185570604,0.013901951219512194,-0.001599447198578163,-0.0013377833771972014,-2.8783020351905774e-05
BMRN,N/A,"日PINK上穿10, , , 周PINK上穿10, , , , ",-1.6917205700370488,-1.0220863891296392,-1.3392683618148191,-1.49844737324588,0.6035365853658536,-0.026102806795237132,-0.02486415547823801,-0.0001362516448699034
BRAZ,N/A,", , , , , 周BLUE>150(5周), , 倍量柱(2次)",0.017425627660379917,-0.344046002702182,0.7229432607251238,0.67558752810852,0.20473170731707316,0.00010777970566050454,-0.0020107960429354053,0.00023304333234555009
