symbol,price,Volume,turnover,blue_daily,blue_days,latest_day_blue_value,blue_weekly,blue_weeks,latest_week_blue_value,lired_daily,lired_days,latest_day_lired_value,lired_weekly,lired_weeks,latest_week_lired_value,has_day_blue,has_week_blue,has_day_lired,has_week_lired,company_name
00002,63.6,1292221.0,82185255.60000001,0.0,0,0.0,0.0,0,0.0,0.0,4,-232.0058145284581,0.0,0,0.0,False,False,True,False,中电控股
00004,27.4,526874.0,14436347.6,0.0,0,0.0,0.0,2,208.77713184057964,0.0,0,0.0,0.0,0,0.0,False,True,False,False,九龙仓集团
00005,58.35,15094282.0,880751354.7,0.0,3,265.5040780661751,0.0,0,0.0,0.0,0,0.0,0.0,4,-350.0,True,False,False,True,汇丰控股
00001,40.85,5526549.0,225759526.65,0.0,0,0.0,0.0,0,0.0,0.0,3,-189.0926521110526,0.0,1,-169.25387856177593,False,False,True,False,长和
00011,86.4,1134379.0,98010345.60000001,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,-350.0,False,False,False,True,恒生银行
00016,78.7,2442300.0,192209010.0,0.0,0,0.0,0.0,0,0.0,0.0,4,-457.99999999999994,0.0,0,0.0,False,False,True,False,新鸿基地产
00013,23.7,2231701.0,52891313.699999996,203.14849928753927,3,203.14849928753927,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,和黄医药
00021,0.05,695000.0,34750.0,435.94876440524826,6,435.94876440524826,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,大中华控股
00019,64.1,960395.0,61561319.49999999,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,-350.0,2,-350.0,False,False,False,True,太古股份公司A
00023,9.52,1010920.0,9623958.4,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,-194.42935725161223,False,False,False,True,东亚银行
00025,4.44,4000.0,17760.0,0.0,0,0.0,0.0,1,350.0,0.0,4,-405.7331191075747,0.0,0,0.0,False,False,True,False,CHEVALIER INT'L
00029,7.77,24000.0,186480.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,-350.0,False,False,False,True,达力集团
00028,3.65,90000.0,328500.0,0.0,1,157.63395392562649,0.0,0,0.0,0.0,0,0.0,0.0,2,-282.77598225698415,False,False,False,True,天安
00035,1.1,1640840.0,1804924.0000000002,0.0,0,0.0,0.0,3,240.1410536034097,-173.76297676758404,4,-173.76297676758404,0.0,0,0.0,False,True,True,False,远东发展
00045,5.51,395989.0,2181899.39,207.28515354586,3,207.28515354586,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,大酒店
00048,0.12,20000.0,2400.0,321.2615189459157,3,321.2615189459157,0.0,1,350.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,中国汽车内饰
00052,8.4,176000.0,1478400.0,0.0,0,0.0,0.0,3,297.82471908648847,-312.3979507852816,3,-312.3979507852816,0.0,0,0.0,False,True,True,False,大快活集团
00064,0.15,1204000.0,180600.0,0.0,0,0.0,0.0,1,204.13624027451533,-402.4649339894736,6,-402.4649339894736,0.0,0,0.0,False,False,True,False,结好控股
00070,0.04,30000.0,1200.0,325.93096930550115,6,325.93096930550115,0.0,0,0.0,0.0,0,0.0,0.0,1,-259.07888441199543,True,False,False,False,金粤控股
00069,4.93,212000.0,1045159.9999999999,0.0,0,0.0,0.0,2,198.04566875949735,0.0,0,0.0,0.0,0,0.0,False,True,False,False,香格里拉(亚洲)
