symbol,name,price,Volume,turnover,blue_daily,blue_days,latest_day_blue_value,blue_weekly,blue_weeks,latest_week_blue_value,lired_daily,lired_days,latest_day_lired_value,lired_weekly,lired_weeks,latest_week_lired_value,has_day_blue,has_week_blue,has_day_lired,has_week_lired,has_day_week_blue,has_day_week_lired
SZ000159,国际实业,4.88,96837.0,47.256456,0.0,0,0.0,145.82933863739808,2,145.82933863739808,0.0,0,0.0,0.0,0,0.0,False,True,False,False,False,False
SZ000551,创元科技,10.7,104675.0,112.00225,0.0,3,154.51469759211932,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
SZ000566,海南海药,4.3,231156.0,99.39707999999999,0.0,3,173.69259950536429,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
SZ000620,新华联,1.63,741115.0,120.801745,0.0,4,178.3722501989309,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
SZ000691,亚太实业,2.61,139459.0,36.398799,0.0,0,0.0,119.41537747475664,2,119.41537747475664,0.0,0,0.0,0.0,0,0.0,False,True,False,False,False,False
SZ000777,中核科技,16.05,115202.0,184.89921,0.0,3,200.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
SZ001203,大中矿业,8.12,61625.0,50.0395,0.0,3,114.98451870976018,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
SZ001222,源飞宠物,13.65,31932.0,43.58718,0.0,4,148.69197501628872,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
SZ001225,和泰机电,30.7,5575.0,17.11525,0.0,3,132.4748702627377,135.48034355035773,1,135.48034355035773,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
SZ001239,永达股份,13.73,65922.0,90.510906,0.0,3,148.23027525930877,188.92484317551902,1,188.92484317551902,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
SZ001277,速达股份,33.1,15096.0,49.967760000000006,0.0,3,141.7438431503505,200.0,1,200.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
SZ001279,强邦新材,34.82,23750.0,82.6975,0.0,0,0.0,200.0,2,200.0,0.0,0,0.0,0.0,0,0.0,False,True,False,False,False,False
SZ001259,利仁科技,20.9,16392.0,34.25928,0.0,3,145.00283974869564,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
SZ001255,博菲电气,25.11,11751.0,29.506760999999997,0.0,3,153.1156070468415,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
SZ001282,三联锻造,22.53,82995.0,186.98773500000001,0.0,3,131.61151142357974,0.0,0,0.0,0.0,0,0.0,0.0,1,-100.14569180438295,True,False,False,False,False,False
SZ001278,一彬科技,14.65,26032.0,38.13688,0.0,3,129.1255470290647,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
SZ001283,豪鹏科技,45.39,36426.0,165.337614,0.0,5,136.77040431173504,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
SZ001324,长青科技,16.49,21747.0,35.860803,0.0,3,157.6487106362394,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
SZ001326,联域股份,28.59,11021.0,31.509039,0.0,3,184.22576264905013,199.99999999999997,1,199.99999999999997,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
SZ001314,亿道信息,40.18,45585.0,183.16053,0.0,4,187.98110028500037,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
SZ001322,箭牌家居,7.71,41482.0,31.982621999999996,0.0,3,129.38630740855658,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
SZ001338,永顺泰,11.55,170759.0,197.22664500000002,0.0,3,139.35841555126862,0.0,0,0.0,0.0,0,0.0,0.0,2,-144.36272094657446,True,False,False,True,False,False
SZ001339,智微智能,45.38,33136.0,150.371168,0.0,3,200.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
SZ001389,广合科技,44.7,56228.0,251.33916000000002,0.0,3,112.50674748341734,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
SZ001379,腾达科技,18.02,34520.0,62.205040000000004,0.0,0,0.0,129.35759984422205,2,129.35759984422205,0.0,0,0.0,0.0,0,0.0,False,True,False,False,False,False
SZ001387,雪祺电气,11.64,49386.0,57.485304000000006,0.0,0,0.0,184.6836476171799,2,184.6836476171799,0.0,0,0.0,0.0,0,0.0,False,True,False,False,False,False
SZ001376,百通能源,12.56,78566.0,98.67889600000001,0.0,3,191.56811536467387,132.4524783981713,2,132.4524783981713,0.0,0,0.0,0.0,0,0.0,True,True,False,False,True,False
SZ001373,翔腾新材,27.81,13348.0,37.120788,0.0,3,176.51040598017698,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
SZ002156,通富微电,24.05,468314.0,1126.29517,0.0,4,200.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
SZ002180,纳思达,22.93,152823.0,350.423139,0.0,0,0.0,133.84050127104092,2,133.84050127104092,0.0,0,0.0,0.0,0,0.0,False,True,False,False,False,False
SZ002185,华天科技,9.53,563614.0,537.124142,0.0,4,173.0001240977797,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
SZ002177,御银股份,4.33,401109.0,173.680197,0.0,3,176.04027940837852,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
SZ002192,融捷股份,27.07,54707.0,148.091849,0.0,4,200.0,156.76703923887922,2,156.76703923887922,0.0,0,0.0,0.0,0,0.0,True,True,False,False,True,False
SZ002240,盛新锂能,11.5,89613.0,103.05495,0.0,3,200.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
SZ002251,ST步步高,4.16,338460.0,140.79936,0.0,4,125.41330884759401,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
SZ002261,拓维信息,25.76,1234746.0,3180.705696,0.0,3,143.09383228205232,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
SZ002332,仙琚制药,9.22,222796.0,205.417912,0.0,0,0.0,159.96637511771868,2,159.96637511771868,0.0,0,0.0,0.0,0,0.0,False,True,False,False,False,False
SZ002396,星网锐捷,18.29,194137.0,355.076573,0.0,3,179.41658689429696,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
SZ002416,爱施德,11.59,258571.0,299.683789,0.0,3,190.71890376349472,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
SZ002425,ST凯文,2.0,164279.0,32.8558,0.0,3,200.0,102.19865983931348,1,102.19865983931348,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
SZ002491,通鼎互联,4.02,156846.0,63.052091999999995,0.0,3,138.71430866842894,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
SZ002493,荣盛石化,8.4,483483.0,406.12572,0.0,0,0.0,151.13435697741932,2,151.13435697741932,0.0,0,0.0,0.0,0,0.0,False,True,False,False,False,False
SZ002603,以岭药业,13.34,158454.0,211.377636,0.0,0,0.0,112.93334759469124,2,112.93334759469124,0.0,0,0.0,0.0,0,0.0,False,True,False,False,False,False
SZ002623,亚玛顿,13.3,21827.0,29.029910000000005,0.0,0,0.0,200.00000000000003,2,200.00000000000003,0.0,0,0.0,0.0,0,0.0,False,True,False,False,False,False
SZ002726,龙大美食,6.06,234071.0,141.847026,0.0,0,0.0,116.61001169026494,2,116.61001169026494,0.0,0,0.0,0.0,0,0.0,False,True,False,False,False,False
SZ002750,*ST龙津,1.25,91025.0,11.378125,0.0,0,0.0,142.01933597860662,2,142.01933597860662,0.0,0,0.0,0.0,0,0.0,False,True,False,False,False,False
SZ002756,永兴材料,30.26,73187.0,221.463862,0.0,0,0.0,122.86724208644395,2,122.86724208644395,0.0,0,0.0,0.0,0,0.0,False,True,False,False,False,False
SZ002809,红墙股份,7.66,41588.0,31.856408000000002,0.0,3,147.87820957660801,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
SZ002813,路畅科技,19.85,17364.0,34.46754,0.0,0,0.0,127.81512279492445,2,127.81512279492445,0.0,0,0.0,0.0,0,0.0,False,True,False,False,False,False
SZ002833,弘亚数控,15.96,67478.0,107.694888,0.0,3,121.53844086190392,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
SZ002837,英维克,32.88,355222.0,1167.9699360000002,0.0,4,179.00339721358588,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
