symbol,name,price,Volume,turnover,blue_daily,blue_days,latest_day_blue_value,blue_weekly,blue_weeks,latest_week_blue_value,lired_daily,lired_days,latest_day_lired_value,lired_weekly,lired_weeks,latest_week_lired_value,has_day_blue,has_week_blue,has_day_lired,has_week_lired,has_day_week_blue,has_day_week_lired
000627.SZ,*ST天茂,1.58,3645166.99,575.93638442,0.0,2,116.80039425070473,0.0,4,200.0,0.0,0,0.0,0.0,0,0,False,True,False,False,False,False
000785.SZ,居然智家,2.92,678442.1,198.10509319999997,0.0,0,0.0,0.0,2,200.0,0.0,0,0.0,0.0,0,0,False,True,False,False,False,False
002575.SZ,群兴玩具,7.94,225033.44,178.67655136000002,106.98485773542437,3,106.98485773542437,0.0,0,0.0,0.0,0,0.0,0.0,0,0,True,False,False,False,False,False
002726.SZ,龙大美食,5.54,504153.74,279.30117196,0.0,0,0.0,0.0,2,146.44063230648635,0.0,0,0.0,0.0,0,0,False,True,False,False,False,False
300280.SZ,*ST紫天,2.74,411842.0,112.84470800000001,123.60514744292595,4,123.60514744292595,200.0,5,200.0,0.0,0,0.0,0.0,0,0,True,True,False,False,True,False
600377.SH,宁沪高速,14.01,82719.61,115.89017361,200.0,3,200.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,True,False,False,False,False,False
600530.SH,交大昂立,7.82,155003.0,121.212346,0.0,3,139.7782699019123,0.0,0,0.0,0.0,0,0.0,0.0,0,0,True,False,False,False,False,False
600642.SH,申能股份,8.15,193624.5,157.8039675,0.0,0,0.0,0.0,2,200.0,0.0,0,0.0,0.0,0,0,False,True,False,False,False,False
603392.SH,万泰生物,55.75,61364.47,342.10692025000003,83.817731370274,0,0.0,200.0,3,200.0,0.0,0,0.0,0.0,0,0,False,True,False,False,False,False
603888.SH,新华网,19.53,102398.72,199.98470016000002,0.0,0,0.0,0.0,2,159.3184049714329,0.0,0,0.0,0.0,0,0,False,True,False,False,False,False
688049.SH,炬芯科技,51.81,75184.77,389.53229337000005,0.0,3,200.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,True,False,False,False,False,False
688120.SH,华海清科,107.67,53699.86,578.1863926200001,0.0,0,0.0,111.49516353167303,2,111.49516353167303,0.0,0,0.0,0.0,0,0,False,True,False,False,False,False
688301.SH,奕瑞科技,97.05,26432.32,256.52566559999997,0.0,0,0.0,0.0,2,186.2703833521796,0.0,2,-195.20564119616895,0.0,0,0,False,True,False,False,False,False
688522.SH,纳睿雷达,45.93,51629.49,237.13424756999999,0.0,0,0.0,0.0,2,200.0,0.0,0,0.0,0.0,0,0,False,True,False,False,False,False
837592.BJ,华信永道,51.25,37003.0,189.640375,0.0,3,200.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,True,False,False,False,False,False
