symbol,name,price,Volume,turnover,blue_daily,blue_days,latest_day_blue_value,blue_weekly,blue_weeks,latest_week_blue_value,lired_daily,lired_days,latest_day_lired_value,lired_weekly,lired_weeks,latest_week_lired_value,has_day_blue,has_week_blue,has_day_lired,has_week_lired,has_day_week_blue,has_day_week_lired
000016.SZ,深康佳A,4.61,239044.59,110.19955599,131.73637785087277,3,131.73637785087277,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
000002.SZ,万科A,6.29,551511.87,346.90096623,200.0,4,200.0,200.0,2,200.0,0.0,0,0.0,0.0,0,0.0,True,True,False,False,True,False
000032.SZ,深桑达A,18.76,96571.13,181.16743988000002,145.32314364229302,4,145.32314364229302,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
000301.SZ,东方盛虹,8.31,156298.2,129.88380420000001,200.00000000000003,5,200.00000000000003,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
000423.SZ,东阿阿胶,51.95,40327.36,209.5006352,54.94541333851487,0,0.0,155.6384837193663,2,155.6384837193663,0.0,0,0.0,0.0,0,0.0,False,True,False,False,False,False
000400.SZ,许继电气,20.57,105527.87,217.07082859,134.9799001364946,3,134.9799001364946,146.06582946609876,2,146.06582946609876,0.0,0,0.0,0.0,0,0.0,True,True,False,False,True,False
000403.SZ,派林生物,18.33,149070.58,273.24637313999995,0.0,0,0.0,0.0,2,117.14358456118906,0.0,0,0.0,0.0,0,0.0,False,True,False,False,False,False
000528.SZ,柳工,9.42,244550.83,230.36688185999998,193.3996960112209,3,193.3996960112209,200.0,1,200.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
000536.SZ,华映科技,4.25,356884.93,151.67609525,137.3238469671996,3,137.3238469671996,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
000538.SZ,云南白药,55.02,51509.36,283.40449872000005,186.22926129678225,5,186.22926129678225,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
000560.SZ,我爱我家,2.91,555627.82,161.68769562,176.90328603524398,4,176.90328603524398,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
000596.SZ,古井贡酒,137.08,53477.84,733.0742307200001,0.0,1,187.86832775456597,0.0,3,199.99999999999997,0.0,0,0.0,0.0,0,0.0,False,True,False,False,False,False
000628.SZ,高新发展,41.29,28746.03,118.69235787,200.0,4,200.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
000629.SZ,钒钛股份,2.51,398571.15,100.04135864999999,186.2730296608155,3,186.2730296608155,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
000686.SZ,东北证券,7.26,168422.04,122.27440104,145.34237808789945,3,145.34237808789945,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
000709.SZ,河钢股份,2.11,486642.7,102.6816097,111.42855174816997,4,111.42855174816997,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
000733.SZ,振华科技,46.93,175582.18,824.00717074,195.26769687257112,4,195.26769687257112,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
000786.SZ,北新建材,25.77,83165.68,214.31795735999998,80.65850280004352,0,0.0,200.0,2,200.0,0.0,0,0.0,0.0,0,0.0,False,True,False,False,False,False
000785.SZ,居然智家,2.94,428520.7,125.98508580000001,172.73723631907106,5,172.73723631907106,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
000811.SZ,冰轮环境,8.66,124319.5,107.66068700000001,164.57938043737485,6,164.57938043737485,169.29043723114884,2,169.29043723114884,0.0,0,0.0,0.0,0,0.0,True,True,False,False,True,False
000799.SZ,酒鬼酒,40.59,47578.05,193.11930495000001,0.0,1,121.50375669217186,0.0,3,200.0,0.0,0,0.0,0.0,0,0.0,False,True,False,False,False,False
000837.SZ,秦川机床,11.37,169359.79,192.56208123,130.7809053674147,3,130.7809053674147,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
000860.SZ,顺鑫农业,15.22,81970.24,124.75870528000002,118.01989181212531,2,118.01989181212531,199.99999999999997,2,199.99999999999997,0.0,0,0.0,0.0,0,0.0,False,True,False,False,False,False
000882.SZ,华联股份,1.88,896998.04,168.63563152,173.35166860156173,6,173.35166860156173,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
000887.SZ,中鼎股份,16.36,245586.86,401.78010295999997,132.71626684733832,3,132.71626684733832,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
000932.SZ,华菱钢铁,4.39,689704.49,302.78027111,0.0,4,199.99999999999997,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
000983.SZ,山西焦煤,6.4,264880.86,169.52375039999998,0.0,0,0.0,0.0,3,200.0,0.0,0,0.0,0.0,0,0.0,False,True,False,False,False,False
000999.SZ,华润三九,30.93,107993.16,334.02284388000004,104.47081760645936,5,104.47081760645936,119.7719772255265,3,119.7719772255265,0.0,0,0.0,0.0,0,0.0,True,True,False,False,True,False
000998.SZ,隆平高科,9.76,134216.0,130.994816,137.21272168698096,4,137.21272168698096,200.0,1,200.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
001205.SZ,盛航股份,16.63,149497.27,248.61396000999994,0.0,3,188.53888616670363,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
001287.SZ,中电港,17.25,88267.52,152.261472,151.63812999551953,4,151.63812999551953,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
001298.SZ,好上好,21.32,163680.75,348.967359,0.0,0,0.0,0.0,2,165.82548479663646,0.0,0,0.0,0.0,0,0.0,False,True,False,False,False,False
001301.SZ,尚太科技,46.42,26727.28,124.06803375999999,0.0,0,0.0,0.0,2,183.4867695158473,0.0,0,0.0,0.0,0,0.0,False,True,False,False,False,False
001331.SZ,胜通能源,10.58,217535.47,230.15252726000003,0.0,0,0.0,200.0,3,200.0,0.0,0,0.0,0.0,0,0.0,False,True,False,False,False,False
001391.SZ,国货航,6.71,191367.2,128.4073912,112.11559518991264,5,112.11559518991264,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
001979.SZ,招商蛇口,8.56,404933.44,346.62302464,81.24872748412406,0,0.0,200.0,4,200.0,0.0,0,0.0,0.0,0,0.0,False,True,False,False,False,False
002007.SZ,华兰生物,15.52,124610.34,193.39524767999998,121.8050144879509,4,121.8050144879509,200.0,1,200.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
002027.SZ,分众传媒,6.95,745367.35,518.03030825,200.0,3,200.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
002031.SZ,巨轮智能,7.67,577570.83,442.99682660999997,200.0,4,200.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
002044.SZ,美年健康,4.89,383676.68,187.61789652,195.93329286514057,4,195.93329286514057,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
002068.SZ,黑猫股份,10.22,203896.19,208.38190618000002,0.0,3,199.5956737940417,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
002050.SZ,三花智控,24.5,757515.69,1855.9134404999998,149.76456717405816,4,149.76456717405816,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
002078.SZ,太阳纸业,13.16,138951.07,182.85960812000002,132.99601235730768,6,132.99601235730768,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
002139.SZ,拓邦股份,12.9,185984.32,239.9197728,124.71985980175947,4,124.71985980175947,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
002129.SZ,TCL中环,7.29,402811.82,293.64981678,28.801216817999357,0,0.0,171.2968234030731,2,171.2968234030731,0.0,0,0.0,0.0,0,0.0,False,True,False,False,False,False
002127.SZ,南极电商,3.87,315469.0,122.08650300000001,129.7273113098792,5,129.7273113098792,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
002149.SZ,西部材料,17.07,182894.22,312.20043354,122.25172403760948,4,122.25172403760948,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
002155.SZ,湖南黄金,18.08,380382.74,687.7319939199999,0.0,5,200.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
002165.SZ,红宝丽,8.96,687998.27,616.4464499200001,110.62451486817285,5,110.62451486817285,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
002196.SZ,方正电机,8.55,178679.92,152.77133160000002,156.65250561323137,3,156.65250561323137,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
002204.SZ,大连重工,5.66,412123.12,233.26168592,172.50700973350794,5,172.50700973350794,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
002210.SZ,飞马国际,2.43,914357.14,222.18878502,163.9032759461799,3,163.9032759461799,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
002239.SZ,奥特佳,2.81,364140.65,102.32352265000002,133.22160834821207,3,133.22160834821207,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
002249.SZ,大洋电机,6.29,221690.87,139.44355722999998,166.62019719531597,5,166.62019719531597,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
002255.SZ,海陆重工,8.19,342836.0,280.78268399999996,200.0,3,200.0,0.0,0,0.0,0.0,0,0.0,0.0,2,-188.4798177038351,True,False,False,True,False,False
002266.SZ,浙富控股,3.04,334361.06,101.64576224,123.8842437445891,5,123.8842437445891,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
