symbol,type,threshold,return,drawdown,trades,win_rate
JNJ,Defensive,80,-0.12426915059999956,-0.17265477259999956,9,0.5555555555555556
JNJ,Defensive,90,-0.12426915059999956,-0.17265477259999956,9,0.5555555555555556
JNJ,Defensive,100,-0.12426915059999956,-0.17265477259999956,9,0.5555555555555556
JNJ,Defensive,110,-0.12426915059999956,-0.17265477259999956,9,0.5555555555555556
JNJ,Defensive,120,-0.12426915059999956,-0.17265477259999956,9,0.5555555555555556
JNJ,Defensive,130,-0.12426915059999956,-0.17265477259999956,9,0.5555555555555556
JNJ,Defensive,150,-0.12426915059999956,-0.17265477259999956,9,0.5555555555555556
600519.SH,CN Blue Chip,50,0.14875908650000028,-0.16979195267719674,11,0.6363636363636364
600519.SH,CN Blue Chip,60,0.14875908650000028,-0.16979195267719674,11,0.6363636363636364
600519.SH,CN Blue Chip,70,0.14875908650000028,-0.16979195267719674,11,0.6363636363636364
600519.SH,CN Blue Chip,80,0.14875908650000028,-0.16979195267719674,11,0.6363636363636364
600519.SH,CN Blue Chip,90,0.14875908650000028,-0.16979195267719674,11,0.6363636363636364
600519.SH,CN Blue Chip,100,0.14875908650000028,-0.16979195267719674,11,0.6363636363636364
600519.SH,CN Blue Chip,110,0.14875908650000028,-0.16979195267719674,11,0.6363636363636364
600519.SH,CN Blue Chip,120,0.14875908650000028,-0.16979195267719674,11,0.6363636363636364
600519.SH,CN Blue Chip,130,0.14875908650000028,-0.16979195267719674,11,0.6363636363636364
600519.SH,CN Blue Chip,150,0.14875908650000028,-0.16979195267719674,11,0.6363636363636364
300750.SZ,CN Growth,50,-0.46375786609999986,-0.5781296171262081,8,0.375
300750.SZ,CN Growth,60,-0.46375786609999986,-0.5781296171262081,8,0.375
300750.SZ,CN Growth,70,-0.46375786609999986,-0.5781296171262081,8,0.375
300750.SZ,CN Growth,80,-0.46375786609999986,-0.5781296171262081,8,0.375
300750.SZ,CN Growth,90,-0.46375786609999986,-0.5781296171262081,8,0.375
300750.SZ,CN Growth,100,-0.46375786609999986,-0.5781296171262081,8,0.375
300750.SZ,CN Growth,110,-0.46375786609999986,-0.5781296171262081,8,0.375
300750.SZ,CN Growth,120,-0.46375786609999986,-0.5781296171262081,8,0.375
300750.SZ,CN Growth,130,-0.46375786609999986,-0.5781296171262081,8,0.375
300750.SZ,CN Growth,150,-0.46375786609999986,-0.5781296171262081,8,0.375
