symbol,name,price,Volume,turnover,blue_daily,blue_days,latest_day_blue_value,blue_weekly,blue_weeks,latest_week_blue_value,has_day_blue,has_week_blue,has_day_week_blue,day_heima_count,week_heima_count,day_juedi_count,week_juedi_count,has_day_heima,has_week_heima,latest_cci_daily,latest_cci_weekly
000002.SZ,万科A,4.79,1086266.46,520.32163434,0.0,0,0.0,0.0,3,200.0,False,True,False,0,1,1,1,True,True,-110.25430680885981,-116.09732206888101
000048.SZ,京基智农,14.86,184107.09,273.58313574,0.0,0,0.0,0.0,2,200.0,False,True,False,0,1,0,1,False,True,274.4539840337397,-57.35840711728043
000403.SZ,派林生物,13.92,136932.37,190.60985903999998,0.0,2,184.74006440076224,114.35073312488058,5,114.35073312488058,False,True,False,0,1,0,1,False,True,70.367717287488,-119.6684874741005
000625.SZ,长安汽车,11.9,506291.77,602.4872063,0.0,0,0.0,0.0,3,200.0,False,True,False,0,1,0,1,False,True,57.02230259192267,-65.45073375262078
000685.SZ,中山公用,11.34,141095.29,160.00205886,0.0,3,162.38092258479128,0.0,0,0.0,True,False,False,1,0,0,1,True,True,-78.26657912015753,-139.60221043917906
000795.SZ,英洛华,9.95,116727.09,116.14345454999997,0.0,0,0.0,0.0,2,189.24140734288824,False,True,False,0,1,0,1,False,True,20.233463035019582,-93.28087923067335
000818.SZ,航锦科技,19.27,90485.0,174.364595,0.0,0,0.0,0.0,3,200.0,False,True,False,0,0,0,1,False,True,3.2351242056613456,-123.58620689655174
000858.SZ,五粮液,110.6,125708.09,1390.3314753999998,0.0,1,104.18580635407584,153.6332468706773,3,153.6332468706773,False,True,False,0,1,1,1,True,True,-71.11111111111057,-156.4025643133058
000876.SZ,新希望,9.13,142075.06,129.71452978,0.0,0,0.0,0.0,2,200.0,False,True,False,0,0,0,1,False,True,14.975845410627759,-109.6584216725555
000860.SZ,顺鑫农业,14.9,77022.01,114.7627949,0.0,3,139.414465997952,184.27472576200927,4,184.27472576200927,True,True,True,0,1,1,1,True,True,-81.72588832487341,-141.59475319295805
002123.SZ,梦网科技,12.56,354893.17,445.74582151999994,0.0,0,0.0,0.0,2,200.0,False,True,False,0,0,0,0,False,False,40.31018422924274,50.42533936651603
002165.SZ,红宝丽,7.79,146854.98,114.40002942000001,0.0,0,0.0,0.0,3,173.6524520959226,False,True,False,0,0,0,1,False,True,77.64639639639604,-89.28709055876696
002180.SZ,纳思达,19.28,168168.26,324.22840528,0.0,0,0.0,0.0,2,168.1904770281332,False,True,False,0,1,0,1,False,True,75.63605002156118,-57.77777777777773
002179.SZ,中航光电,34.89,515919.78,1800.0441124200001,0.0,0,0.0,0.0,3,186.98131691913449,False,True,False,0,0,0,0,False,False,164.4785493592662,-58.493612440869114
002221.SZ,东华能源,8.08,147534.04,119.20750432000001,0.0,0,0.0,0.0,2,200.00000000000003,False,True,False,0,0,0,1,False,True,96.32709632709619,-76.25000000000006
002252.SZ,上海莱士,6.45,188699.29,121.71104205,0.0,0,0.0,0.0,4,200.0,False,True,False,0,0,0,1,False,True,15.156695156694495,-133.62701908957354
002254.SZ,泰和新材,9.88,132664.93,131.07295084,0.0,0,0.0,0.0,2,200.00000000000003,False,True,False,0,1,0,1,False,True,172.8638497652592,-34.369417649160006
002304.SZ,洋河股份,62.69,37900.61,237.59892409,0.0,0,0.0,0.0,2,199.99999999999997,False,True,False,0,1,0,1,False,True,51.66018158236023,-114.33723841772735
002352.SZ,顺丰控股,38.28,135791.9,519.8113932,0.0,0,0.0,0.0,3,137.46482491649752,False,True,False,0,1,0,1,False,True,95.20366353338135,-79.25875552533167
002385.SZ,大北农,4.0,406863.56,162.74542399999999,0.0,0,0.0,0.0,2,200.0,False,True,False,0,0,0,2,False,True,-2.7450980392147075,-102.77777777777854
002422.SZ,科伦药业,30.48,112362.56,342.48108288,200.0,2,200.0,200.0,3,200.0,False,True,False,0,0,0,1,False,True,-101.40753572975268,-135.3656610330122
002439.SZ,启明星辰,14.04,84632.3,118.82374919999998,0.0,0,0.0,0.0,3,200.0,False,True,False,0,1,0,1,False,True,7.090239410681123,-103.82165605095553
002456.SZ,欧菲光,10.69,439161.46,469.46360074000006,0.0,0,0.0,0.0,3,200.0,False,True,False,0,0,0,1,False,True,1.277605402445541,-114.24242424242416
002488.SZ,金固股份,8.65,504131.99,436.07417135000003,0.0,0,0.0,0.0,3,185.71431396338562,False,True,False,0,0,0,1,False,True,85.57380712928823,-84.40366972477071
002526.SZ,山东矿机,3.61,368598.74,133.06414514,0.0,0,0.0,0.0,2,200.0,False,True,False,0,0,0,1,False,True,22.372881355932197,-113.9682539682541
002543.SZ,万和电气,10.17,148235.32,150.75532044000002,0.0,0,0.0,0.0,2,163.78371908476245,False,True,False,0,1,0,1,False,True,119.94316282179737,-101.7171215880894
002568.SZ,百润股份,21.6,55180.58,119.19005280000002,0.0,0,0.0,0.0,2,200.0,False,True,False,0,1,0,1,False,True,3.7144235407620365,-122.16104097651257
002605.SZ,姚记科技,23.73,50575.02,120.01452245999998,0.0,0,0.0,0.0,3,188.5388861667041,False,True,False,0,1,0,1,False,True,180.1638637343688,-77.30359187755037
002628.SZ,成都路桥,4.27,306060.8,130.6879616,0.0,0,0.0,0.0,2,175.2167234055269,False,True,False,0,1,0,1,False,True,189.70189701896925,-78.03921568627464
002727.SZ,一心堂,13.69,98875.11,135.36002559,0.0,0,0.0,0.0,2,200.0,False,True,False,0,0,0,0,False,False,72.21749408983447,29.956675596123908
002785.SZ,万里石,35.3,87398.0,308.51493999999997,0.0,4,163.95251970292867,0.0,0,0.0,True,False,False,0,0,0,0,False,False,-23.03030303030283,-63.607305936073125
002843.SZ,泰嘉股份,20.0,172537.69,345.07538,0.0,0,0.0,0.0,3,200.0,False,True,False,0,0,0,1,False,True,146.88224035458865,-46.54935478464904
002929.SZ,润建股份,39.67,29927.8,118.72358260000001,0.0,0,0.0,0.0,2,200.0,False,True,False,0,0,0,1,False,True,2.603353118817069,-94.37931034482759
003010.SZ,若羽臣,36.48,84242.0,307.31481599999995,0.0,0,0.0,0.0,2,191.45735441030106,False,True,False,0,0,0,0,False,False,105.61048147254955,-54.85860409145618
