ann_return,sharpe,max_drawdown,turnover,total_return,topk,n_drop,status,error,score
293.9953773795718,3.4637891258123505,-0.3909777430058894,0.10000000000000002,1.3573955119997474,5,1,ok,,0.9750000000000001
-1.7107893253154316e-06,-2.432105042343445,-3.7625427640186615e-07,0.02631578947368421,-2.579763554999559e-07,8,1,ok,,0.525
