Date,股票代码,Open,Close,High,Low,Volume,Amount,Amplitude,Change,ChangeAmount,Turnover
2024-03-07,600880,4.55,4.45,4.58,4.44,143966,64935329.0,3.08,-1.98,-0.09,1.32
2024-03-08,600880,4.45,4.44,4.49,4.37,157622,69892775.0,2.7,-0.22,-0.01,1.44
2024-03-11,600880,4.43,4.53,4.53,4.4,141108,63177379.0,2.93,2.03,0.09,1.29
2024-03-12,600880,4.55,4.59,4.69,4.53,228596,105652161.0,3.53,1.32,0.06,2.09
2024-03-13,600880,4.58,5.05,5.05,4.55,668637,328062969.0,10.89,10.02,0.46,6.12
2024-03-14,600880,4.91,4.84,5.01,4.75,680407,330198030.0,5.15,-4.16,-0.21,6.22
2024-03-15,600880,4.82,4.82,4.87,4.75,304962,146722951.0,2.48,-0.41,-0.02,2.79
2024-03-18,600880,4.82,4.91,4.94,4.79,364522,177614929.0,3.11,1.87,0.09,3.33
2024-03-19,600880,4.86,4.84,4.98,4.84,305871,150258326.0,2.85,-1.43,-0.07,2.8
2024-03-20,600880,4.84,5.03,5.07,4.82,446980,222222522.0,5.17,3.93,0.19,4.09
2024-03-21,600880,5.09,5.13,5.3,5.07,495140,255409776.0,4.57,1.99,0.1,4.53
2024-03-22,600880,5.11,5.19,5.39,4.98,654999,337277753.0,7.99,1.17,0.06,5.99
2024-03-25,600880,5.18,4.88,5.26,4.86,529206,268083918.0,7.71,-5.97,-0.31,4.84
2024-03-26,600880,4.85,4.77,4.93,4.64,353570,169445893.0,5.94,-2.25,-0.11,3.23
2024-03-27,600880,4.77,4.65,4.81,4.63,245728,115787705.0,3.77,-2.52,-0.12,2.25
2024-03-28,600880,4.66,4.75,4.82,4.64,218868,104187251.0,3.87,2.15,0.1,2.0
2024-03-29,600880,4.74,4.7,4.75,4.63,155875,73099709.0,2.53,-1.05,-0.05,1.43
2024-04-01,600880,4.7,4.8,4.81,4.7,155050,74134515.0,2.34,2.13,0.1,1.42
2024-04-02,600880,4.81,4.71,4.83,4.68,191386,90818864.0,3.13,-1.88,-0.09,1.75
2024-04-03,600880,4.66,4.49,4.7,4.48,275219,125293141.0,4.67,-4.67,-0.22,2.52
2024-04-08,600880,4.42,4.34,4.47,4.34,188206,82884297.0,2.9,-3.34,-0.15,1.72
2024-04-09,600880,4.38,4.39,4.42,4.33,138601,60729473.0,2.07,1.15,0.05,1.27
2024-04-10,600880,4.39,4.28,4.39,4.23,158461,68083834.0,3.64,-2.51,-0.11,1.45
2024-04-11,600880,4.25,4.38,4.43,4.23,165501,72579209.0,4.67,2.34,0.1,1.51
2024-04-12,600880,4.38,4.31,4.41,4.3,108649,47294196.0,2.51,-1.6,-0.07,0.99
2024-04-15,600880,4.28,4.18,4.33,4.09,161659,68036637.0,5.57,-3.02,-0.13,1.48
2024-04-16,600880,4.16,3.81,4.18,3.79,335343,132140109.0,9.33,-8.85,-0.37,3.07
2024-04-17,600880,3.87,4.06,4.07,3.87,172623,69422288.0,5.25,6.56,0.25,1.58
2024-04-18,600880,4.07,4.07,4.13,3.98,139097,56816725.0,3.69,0.25,0.01,1.27
2024-04-19,600880,4.07,3.97,4.09,3.96,124516,50134222.0,3.19,-2.46,-0.1,1.14
2024-04-22,600880,3.97,3.97,4.02,3.87,93271,36998574.0,3.78,0.0,0.0,0.85
2024-04-23,600880,4.0,4.06,4.09,3.99,121670,49388444.0,2.52,2.27,0.09,1.11
2024-04-24,600880,4.06,4.19,4.22,4.05,157318,65416491.0,4.19,3.2,0.13,1.44
2024-04-25,600880,4.15,4.18,4.27,4.15,99549,41896202.0,2.86,-0.24,-0.01,0.91
2024-04-26,600880,4.13,4.24,4.25,4.13,115885,48931789.0,2.87,1.44,0.06,1.06
2024-04-29,600880,4.2,4.41,4.42,4.19,245579,106369853.0,5.42,4.01,0.17,2.25
2024-04-30,600880,4.41,4.39,4.45,4.34,187362,82526786.0,2.49,-0.45,-0.02,1.71
2024-05-06,600880,4.44,4.41,4.49,4.37,142685,63249898.0,2.73,0.46,0.02,1.31
2024-05-07,600880,4.41,4.43,4.48,4.39,134478,59731153.0,2.04,0.45,0.02,1.23
2024-05-08,600880,4.4,4.31,4.42,4.3,109600,47750295.0,2.71,-2.71,-0.12,1.0
2024-05-09,600880,4.3,4.36,4.39,4.3,88379,38609234.0,2.09,1.16,0.05,0.81
2024-05-10,600880,4.36,4.5,4.52,4.29,263439,116787038.0,5.28,3.21,0.14,2.41
2024-05-13,600880,4.47,4.38,4.47,4.34,131045,57595659.0,2.89,-2.67,-0.12,1.2
2024-05-14,600880,4.43,4.43,4.49,4.39,137387,61012825.0,2.28,1.14,0.05,1.26
2024-05-15,600880,4.39,4.35,4.44,4.33,103365,45332284.0,2.48,-1.81,-0.08,0.95
2024-05-16,600880,4.35,4.34,4.41,4.33,106037,46462248.0,1.84,-0.23,-0.01,0.97
2024-05-17,600880,4.33,4.38,4.38,4.3,72233,31470806.0,1.84,0.92,0.04,0.66
2024-05-20,600880,4.36,4.39,4.42,4.33,89968,39554968.0,2.05,0.23,0.01,0.82
2024-05-21,600880,4.38,4.35,4.4,4.33,67596,29521685.0,1.59,-0.91,-0.04,0.62
2024-05-22,600880,4.35,4.4,4.44,4.32,99237,43677077.0,2.76,1.15,0.05,0.91
2024-05-23,600880,4.37,4.24,4.39,4.22,115565,49633319.0,3.86,-3.64,-0.16,1.06
2024-05-24,600880,4.21,4.19,4.28,4.19,67003,28359720.0,2.12,-1.18,-0.05,0.61
2024-05-27,600880,4.24,4.19,4.24,4.12,83613,34937012.0,2.86,0.0,0.0,0.76
2024-05-28,600880,4.19,4.13,4.22,4.12,73717,30755078.0,2.39,-1.43,-0.06,0.67
2024-05-29,600880,4.14,4.21,4.33,4.13,176230,74710070.0,4.84,1.94,0.08,1.61
2024-05-30,600880,4.22,4.13,4.22,4.12,86515,35993741.0,2.38,-1.9,-0.08,0.79
2024-05-31,600880,4.12,4.3,4.48,4.12,231349,100486335.0,8.72,4.12,0.17,2.12
2024-06-03,600880,4.27,4.32,4.34,4.23,126527,54372959.0,2.56,0.47,0.02,1.16
2024-06-04,600880,4.35,4.3,4.36,4.23,105421,45125039.0,3.01,-0.46,-0.02,0.96
2024-06-05,600880,4.28,4.26,4.37,4.24,114692,49533050.0,3.02,-0.93,-0.04,1.05
2024-06-06,600880,4.21,3.94,4.26,3.85,277157,111204422.0,9.62,-7.51,-0.32,2.54
2024-06-07,600880,3.99,4.06,4.09,3.97,128457,52117116.0,3.05,3.05,0.12,1.18
2024-06-11,600880,4.03,4.12,4.14,3.99,107993,43941950.0,3.69,1.48,0.06,0.99
2024-06-12,600880,4.09,4.19,4.26,4.09,98029,41145932.0,4.13,1.7,0.07,0.9
2024-06-13,600880,4.17,4.12,4.22,4.1,72928,30221170.0,2.86,-1.67,-0.07,0.67
2024-06-14,600880,4.12,4.12,4.16,4.09,54392,22497836.0,1.7,0.0,0.0,0.5
2024-06-17,600880,4.09,4.0,4.1,4.0,70107,28418500.0,2.43,-2.91,-0.12,0.64
2024-06-18,600880,4.01,4.04,4.08,4.0,65587,26568653.0,2.0,1.0,0.04,0.6
2024-06-19,600880,4.04,4.01,4.06,4.0,43747,17662425.0,1.49,-0.74,-0.03,0.4
2024-06-20,600880,4.01,4.02,4.07,3.95,110932,44496251.0,2.99,0.25,0.01,1.01
2024-06-21,600880,4.02,3.96,4.02,3.92,60820,24156431.0,2.49,-1.49,-0.06,0.56
2024-06-24,600880,3.95,3.77,3.95,3.76,145265,55505057.0,4.8,-4.8,-0.19,1.33
2024-06-25,600880,3.77,3.73,3.84,3.68,126455,47619559.0,4.24,-1.06,-0.04,1.16
2024-06-26,600880,3.69,3.82,3.85,3.63,178750,66945112.0,5.9,2.41,0.09,1.64
2024-06-27,600880,3.81,3.76,3.86,3.75,99768,38034093.0,2.88,-1.57,-0.06,0.91
2024-06-28,600880,3.76,3.75,3.83,3.73,58327,22139459.0,2.66,-0.27,-0.01,0.53
2024-07-01,600880,3.74,3.68,3.79,3.57,184767,67648898.0,5.87,-1.87,-0.07,1.69
2024-07-02,600880,3.68,3.72,3.75,3.66,95507,35633058.0,2.45,1.09,0.04,0.87
2024-07-03,600880,3.7,3.71,3.76,3.68,65950,24629619.0,2.15,-0.27,-0.01,0.6
2024-07-04,600880,3.75,3.55,3.75,3.53,164185,59324315.0,5.93,-4.31,-0.16,1.5
2024-07-05,600880,3.55,3.57,3.61,3.48,87839,31370803.0,3.66,0.56,0.02,0.8
2024-07-08,600880,3.57,3.44,3.57,3.42,88502,30764345.0,4.2,-3.64,-0.13,0.81
2024-07-09,600880,3.45,3.48,3.5,3.33,118673,40690524.0,4.94,1.16,0.04,1.09
2024-07-10,600880,3.46,3.42,3.49,3.41,65694,22688962.0,2.3,-1.72,-0.06,0.6
2024-07-11,600880,3.49,3.53,3.54,3.47,85723,30188386.0,2.05,3.22,0.11,0.78
2024-07-12,600880,3.53,3.49,3.58,3.48,68677,24269932.0,2.83,-1.13,-0.04,0.63
2024-07-15,600880,3.5,3.45,3.51,3.43,52510,18197852.0,2.29,-1.15,-0.04,0.48
2024-07-16,600880,3.43,3.42,3.44,3.38,64792,22151322.0,1.74,-0.87,-0.03,0.59
2024-07-17,600880,3.42,3.41,3.48,3.4,71271,24554073.0,2.34,-0.29,-0.01,0.65
2024-07-18,600880,3.38,3.44,3.45,3.29,93645,31602462.0,4.69,0.88,0.03,0.86
2024-07-19,600880,3.43,3.49,3.53,3.41,94267,32903654.0,3.49,1.45,0.05,0.86
2024-07-22,600880,3.46,3.51,3.53,3.44,55903,19586512.0,2.58,0.57,0.02,0.51
2024-07-23,600880,3.51,3.45,3.52,3.45,54440,19063288.0,1.99,-1.71,-0.06,0.5
2024-07-24,600880,3.45,3.41,3.47,3.4,56722,19530454.0,2.03,-1.16,-0.04,0.52
2024-07-25,600880,3.37,3.42,3.45,3.35,57800,19711066.0,2.93,0.29,0.01,0.53
2024-07-26,600880,3.43,3.49,3.5,3.42,54826,19039902.0,2.34,2.05,0.07,0.5
2024-07-29,600880,3.5,3.51,3.53,3.45,55176,19307941.0,2.29,0.57,0.02,0.5
2024-07-30,600880,3.52,3.57,3.58,3.5,78373,27758358.0,2.28,1.71,0.06,0.72
2024-07-31,600880,3.59,3.67,3.7,3.58,117259,42923091.0,3.36,2.8,0.1,1.07
2024-08-01,600880,3.67,3.67,3.7,3.64,73723,27033345.0,1.63,0.0,0.0,0.67
2024-08-02,600880,3.64,3.62,3.72,3.61,80025,29353036.0,3.0,-1.36,-0.05,0.73
2024-08-05,600880,3.62,3.64,3.78,3.62,200653,74394407.0,4.42,0.55,0.02,1.84
2024-08-06,600880,3.66,3.77,3.8,3.65,244732,91430154.0,4.12,3.57,0.13,2.24
2024-08-07,600880,3.75,3.73,3.9,3.71,245596,93337645.0,5.04,-1.06,-0.04,2.25
2024-08-08,600880,3.7,3.71,3.73,3.63,155615,57181499.0,2.68,-0.54,-0.02,1.42
2024-08-09,600880,3.68,3.65,3.76,3.65,93490,34412453.0,2.96,-1.62,-0.06,0.86
2024-08-12,600880,3.64,3.6,3.66,3.57,81523,29371270.0,2.47,-1.37,-0.05,0.75
2024-08-13,600880,3.57,3.59,3.61,3.54,65873,23544303.0,1.94,-0.28,-0.01,0.6
2024-08-14,600880,3.59,3.63,3.66,3.59,72184,26215629.0,1.95,1.11,0.04,0.66
2024-08-15,600880,3.62,3.66,3.73,3.56,139196,50865342.0,4.68,0.83,0.03,1.27
2024-08-16,600880,3.65,3.58,3.67,3.58,95416,34520379.0,2.46,-2.19,-0.08,0.87
2024-08-19,600880,3.59,3.66,3.68,3.57,101860,37151690.0,3.07,2.23,0.08,0.93
2024-08-20,600880,3.67,3.67,3.75,3.57,158321,57830809.0,4.92,0.27,0.01,1.45
2024-08-21,600880,3.78,3.88,4.04,3.68,557186,216774241.0,9.81,5.72,0.21,5.1
2024-08-22,600880,3.78,3.56,3.8,3.51,403202,147912206.0,7.47,-8.25,-0.32,3.69
2024-08-23,600880,3.53,3.51,3.57,3.46,196256,69102652.0,3.09,-1.4,-0.05,1.8
2024-08-26,600880,3.53,3.54,3.57,3.45,113374,39983192.0,3.42,0.85,0.03,1.04
2024-08-27,600880,3.56,3.45,3.59,3.43,106913,37279125.0,4.52,-2.54,-0.09,0.98
2024-08-28,600880,3.41,3.52,3.54,3.38,127156,44132240.0,4.64,2.03,0.07,1.16
2024-08-29,600880,3.49,3.5,3.53,3.42,137180,47800230.0,3.13,-0.57,-0.02,1.26
2024-08-30,600880,3.5,3.58,3.62,3.48,149345,53487407.0,4.0,2.29,0.08,1.37
2024-09-02,600880,3.56,3.56,3.64,3.55,124423,44611476.0,2.51,-0.56,-0.02,1.14
2024-09-03,600880,3.59,3.63,3.69,3.55,145422,52655458.0,3.93,1.97,0.07,1.33
2024-09-04,600880,3.6,3.58,3.65,3.57,94189,33986700.0,2.2,-1.38,-0.05,0.86
2024-09-05,600880,3.59,3.65,3.67,3.58,113291,41191158.0,2.51,1.96,0.07,1.04
2024-09-06,600880,3.65,3.63,3.67,3.61,93448,34026404.0,1.64,-0.55,-0.02,0.85
2024-09-09,600880,3.66,3.66,3.72,3.61,118250,43306808.0,3.03,0.83,0.03,1.08
2024-09-10,600880,3.67,3.65,3.68,3.58,87346,31625457.0,2.73,-0.27,-0.01,0.8
2024-09-11,600880,3.63,3.59,3.65,3.57,68749,24787869.0,2.19,-1.64,-0.06,0.63
2024-09-12,600880,3.58,3.59,3.66,3.58,67202,24283316.0,2.23,0.0,0.0,0.61
2024-09-13,600880,3.58,3.55,3.6,3.55,67948,24263196.0,1.39,-1.11,-0.04,0.62
2024-09-18,600880,3.53,3.49,3.55,3.45,62171,21679719.0,2.82,-1.69,-0.06,0.57
2024-09-19,600880,3.51,3.6,3.6,3.49,89066,31765044.0,3.15,3.15,0.11,0.81
2024-09-20,600880,3.6,3.65,3.65,3.57,79972,28868620.0,2.22,1.39,0.05,0.73
2024-09-23,600880,3.65,3.69,3.74,3.61,107728,39661331.0,3.56,1.1,0.04,0.99
2024-09-24,600880,3.67,3.81,3.86,3.65,220731,83311975.0,5.69,3.25,0.12,2.02
2024-09-25,600880,3.82,3.91,4.05,3.81,343772,135731733.0,6.3,2.62,0.1,3.15
2024-09-26,600880,3.93,4.02,4.02,3.92,222677,88353945.0,2.56,2.81,0.11,2.04
2024-09-27,600880,4.12,4.21,4.24,4.08,231949,96637632.0,3.98,4.73,0.19,2.12
2024-09-30,600880,4.4,4.63,4.63,4.2,732683,330419459.0,10.21,9.98,0.42,6.7
2024-10-08,600880,5.09,4.87,5.09,4.63,944844,463333713.0,9.94,5.18,0.24,8.64
2024-10-09,600880,4.72,4.38,4.72,4.38,504646,227683123.0,6.98,-10.06,-0.49,4.62
2024-10-10,600880,4.35,4.25,4.47,4.13,388862,166471447.0,7.76,-2.97,-0.13,3.56
2024-10-11,600880,4.23,4.07,4.26,4.03,250061,103365883.0,5.41,-4.24,-0.18,2.29
2024-10-14,600880,4.09,4.15,4.19,4.02,213421,87717004.0,4.18,1.97,0.08,1.95
2024-10-15,600880,4.14,4.1,4.23,4.1,212087,88348661.0,3.13,-1.2,-0.05,1.94
