Date,股票代码,Open,Close,High,Low,Volume,Amount,Amplitude,Change,ChangeAmount,Turnover
2024-03-07,873167,11.77,11.27,11.79,11.22,10377,12207008.05,4.84,-4.33,-0.51,5.28
2024-03-08,873167,11.42,11.35,11.62,11.08,7509,8669659.73,4.79,0.71,0.08,3.82
2024-03-11,873167,11.16,11.43,11.53,11.16,6405,7418343.93,3.26,0.7,0.08,3.26
2024-03-12,873167,11.42,11.92,12.74,11.41,26517,32969629.63,11.64,4.29,0.49,13.5
2024-03-13,873167,11.73,11.33,11.74,11.19,17802,20694324.57,4.61,-4.95,-0.59,9.06
2024-03-14,873167,11.62,11.51,12.13,11.35,19728,23645999.47,6.88,1.59,0.18,10.04
2024-03-15,873167,11.45,11.86,12.08,11.25,20574,24580760.48,7.21,3.04,0.35,10.47
2024-03-18,873167,11.95,11.87,11.96,11.65,10697,12879955.99,2.61,0.08,0.01,5.44
2024-03-19,873167,11.75,11.6,11.92,11.58,9278,11104411.62,2.86,-2.27,-0.27,4.72
2024-03-20,873167,11.63,11.65,11.92,11.51,7679,9183278.57,3.53,0.43,0.05,3.91
2024-03-21,873167,11.65,11.47,11.81,11.35,6622,7782174.9,3.95,-1.55,-0.18,3.37
2024-03-22,873167,11.42,11.2,11.62,11.15,6957,8020796.54,4.1,-2.35,-0.27,3.54
2024-03-25,873167,11.08,10.98,11.48,10.81,5784,6633706.21,5.98,-1.96,-0.22,2.94
2024-03-26,873167,10.98,10.82,11.12,10.78,3771,4192418.68,3.1,-1.46,-0.16,1.92
2024-03-27,873167,10.9,11.15,11.81,10.8,21365,24888539.65,9.33,3.05,0.33,10.87
2024-03-28,873167,10.9,10.98,11.17,10.65,14431,16095702.61,4.66,-1.52,-0.17,7.34
2024-03-29,873167,10.9,10.86,11.05,10.81,3932,4382143.95,2.19,-1.09,-0.12,2.0
2024-04-01,873167,10.88,11.06,11.06,10.86,6664,7467236.19,1.84,1.84,0.2,3.39
2024-04-02,873167,10.92,10.91,11.1,10.86,4521,5049903.11,2.17,-1.36,-0.15,2.3
2024-04-03,873167,10.8,10.28,10.8,10.27,8349,8976842.26,4.86,-5.77,-0.63,4.25
2024-04-08,873167,10.38,9.85,10.53,9.83,5726,5944619.38,6.81,-4.18,-0.43,2.91
2024-04-09,873167,9.85,10.16,10.33,9.82,5956,6114854.27,5.18,3.15,0.31,3.03
2024-04-10,873167,10.0,10.35,10.62,9.97,9811,10468906.07,6.4,1.87,0.19,4.99
2024-04-11,873167,10.49,10.17,10.49,10.01,5296,5527185.93,4.64,-1.74,-0.18,2.7
2024-04-12,873167,10.17,10.02,10.27,10.0,4276,4447715.75,2.65,-1.47,-0.15,2.18
2024-04-15,873167,10.05,9.9,10.05,9.63,5488,5540523.83,4.19,-1.2,-0.12,2.79
2024-04-16,873167,9.9,9.32,9.9,9.25,5511,5343763.95,6.57,-5.86,-0.58,2.8
2024-04-17,873167,9.4,9.88,9.93,9.4,6337,6360848.54,5.69,6.01,0.56,3.23
2024-04-18,873167,9.9,9.9,10.09,9.54,6520,6600991.09,5.57,0.2,0.02,3.32
2024-04-19,873167,9.65,9.68,9.9,9.6,5124,5103298.25,3.03,-2.22,-0.22,2.61
2024-04-22,873167,9.83,9.65,9.86,9.6,2504,2496984.18,2.69,-0.31,-0.03,1.27
2024-04-23,873167,9.66,9.7,9.82,9.55,5548,5516033.98,2.8,0.52,0.05,2.82
2024-04-24,873167,9.72,9.72,9.78,9.66,3584,3568392.78,1.24,0.21,0.02,1.82
2024-04-25,873167,9.9,10.19,10.43,9.74,15094,15697258.11,7.1,4.84,0.47,7.68
2024-04-26,873167,9.92,10.04,10.14,9.88,8600,8831576.97,2.55,-1.47,-0.15,4.38
2024-04-29,873167,10.0,10.08,10.11,9.78,9392,9563978.96,3.29,0.4,0.04,4.78
