Date,股票代码,Open,Close,High,Low,Volume,Amount,Amplitude,Change,ChangeAmount,Turnover
2024-03-07,836942,10.16,10.09,10.25,9.85,1889,1941372.48,3.97,0.2,0.02,0.57
2024-03-08,836942,10.09,10.06,10.2,9.91,1863,1896325.03,2.87,-0.3,-0.03,0.56
2024-03-11,836942,10.1,10.3,10.39,9.93,5077,5207336.8,4.57,2.39,0.24,1.52
2024-03-12,836942,10.27,10.15,10.3,10.13,4337,4479734.91,1.65,-1.46,-0.15,1.3
2024-03-13,836942,10.11,10.02,10.2,10.02,4162,4250623.89,1.77,-1.28,-0.13,1.25
2024-03-14,836942,10.05,9.95,10.1,9.85,3054,3091645.83,2.5,-0.7,-0.07,0.92
2024-03-15,836942,9.95,10.4,10.42,9.91,8244,8560875.6,5.13,4.52,0.45,2.47
2024-03-18,836942,10.38,10.35,10.38,10.19,4536,4731656.78,1.83,-0.48,-0.05,1.36
2024-03-19,836942,10.35,10.15,10.45,10.07,4131,4267862.59,3.67,-1.93,-0.2,1.24
2024-03-20,836942,10.1,10.18,10.21,10.05,1839,1890153.35,1.58,0.3,0.03,0.55
2024-03-21,836942,10.17,10.11,10.2,10.05,2319,2380561.11,1.47,-0.69,-0.07,0.7
2024-03-22,836942,10.06,9.9,10.08,9.88,3731,3774994.44,1.98,-2.08,-0.21,1.12
2024-03-25,836942,9.9,9.77,10.01,9.77,2339,2343716.24,2.42,-1.31,-0.13,0.7
2024-03-26,836942,9.76,9.71,9.86,9.56,2884,2837464.08,3.07,-0.61,-0.06,0.87
2024-03-27,836942,9.67,9.73,9.99,9.67,3247,3253323.48,3.3,0.21,0.02,0.97
2024-03-28,836942,9.66,9.7,9.82,9.66,1813,1792430.3,1.64,-0.31,-0.03,0.54
2024-03-29,836942,9.77,9.72,9.77,9.61,1734,1701611.96,1.65,0.21,0.02,0.52
2024-04-01,836942,9.75,9.77,9.79,9.69,1314,1298279.66,1.03,0.51,0.05,0.39
2024-04-02,836942,9.71,9.75,9.8,9.7,1430,1410789.53,1.02,-0.2,-0.02,0.43
2024-04-03,836942,9.69,9.73,9.75,9.65,1680,1649511.26,1.03,-0.21,-0.02,0.5
2024-04-08,836942,9.77,9.62,9.77,9.58,1650,1613951.02,1.95,-1.13,-0.11,0.5
2024-04-09,836942,9.7,9.66,9.71,9.58,692,676670.14,1.35,0.42,0.04,0.21
2024-04-10,836942,9.62,9.91,10.03,9.62,6041,6075090.47,4.24,2.59,0.25,1.81
2024-04-11,836942,9.82,10.14,10.51,9.72,10294,10561449.84,7.97,2.32,0.23,3.09
2024-04-12,836942,10.23,9.94,10.42,9.86,7141,7307182.95,5.52,-1.97,-0.2,2.14
2024-04-15,836942,9.87,9.47,9.89,9.39,6030,5896059.47,5.03,-4.73,-0.47,1.81
2024-04-16,836942,9.4,8.7,9.4,8.7,5004,4517286.12,7.39,-8.13,-0.77,1.5
2024-04-17,836942,8.81,9.11,9.13,8.81,3256,2985580.58,3.68,4.71,0.41,0.98
2024-04-18,836942,9.08,9.01,9.28,8.97,2888,2689266.91,3.4,-1.1,-0.1,0.87
2024-04-19,836942,9.05,8.9,9.08,8.89,1999,1823730.37,2.11,-1.22,-0.11,0.6
2024-04-22,836942,8.88,8.95,9.1,8.88,1302,1189432.81,2.47,0.56,0.05,0.39
2024-04-23,836942,8.95,9.07,9.08,8.92,2094,1920215.83,1.79,1.34,0.12,0.63
2024-04-24,836942,9.03,9.08,9.08,8.96,2633,2412078.06,1.32,0.11,0.01,0.79
2024-04-25,836942,8.99,8.95,9.05,8.94,3796,3475750.11,1.21,-1.43,-0.13,1.14
2024-04-26,836942,8.91,8.95,8.99,8.9,2852,2597451.42,1.01,0.0,0.0,0.86
2024-04-29,836942,8.84,8.8,8.87,8.59,6830,6101562.1,3.13,-1.68,-0.15,2.05
2024-04-30,836942,8.84,8.79,9.03,8.79,2903,2609477.51,2.73,-0.11,-0.01,0.87
2024-05-06,836942,8.89,8.92,8.92,8.83,3313,2988951.64,1.02,1.48,0.13,0.99
2024-05-07,836942,8.92,8.92,8.95,8.84,2388,2158296.39,1.23,0.0,0.0,0.72
2024-05-08,836942,8.85,8.84,8.95,8.82,2101,1897999.99,1.46,-0.9,-0.08,0.63
2024-05-09,836942,8.83,8.88,8.94,8.83,2086,1882722.27,1.24,0.45,0.04,0.63
2024-05-10,836942,8.93,8.81,8.93,8.73,2222,1985624.19,2.25,-0.79,-0.07,0.67
2024-05-13,836942,8.81,8.73,8.81,8.69,2264,2012500.26,1.36,-0.91,-0.08,0.68
2024-05-14,836942,8.66,8.66,8.79,8.65,1975,1746926.55,1.6,-0.8,-0.07,0.59
2024-05-15,836942,8.66,8.6,8.74,8.59,1761,1547285.57,1.73,-0.69,-0.06,0.53
2024-05-16,836942,8.65,8.6,8.66,8.55,1474,1288800.4,1.28,0.0,0.0,0.44
2024-05-17,836942,8.59,8.61,8.62,8.52,1216,1060336.23,1.16,0.12,0.01,0.36
2024-05-20,836942,8.59,8.65,8.67,8.59,1192,1047125.72,0.93,0.46,0.04,0.36
2024-05-21,836942,8.58,8.62,8.69,8.49,1963,1713711.6,2.31,-0.35,-0.03,0.59
