Date,股票代码,Open,Close,High,Low,Volume,Amount,Amplitude,Change,ChangeAmount,Turnover
2024-03-07,603416,29.57,29.04,30.3,29.04,32261,96634492.0,4.32,-0.41,-0.12,2.3
2024-03-08,603416,28.98,29.31,29.44,28.66,19008,55755878.0,2.69,0.93,0.27,1.35
2024-03-11,603416,29.22,29.49,29.49,28.97,21548,63382705.0,1.77,0.61,0.18,1.53
2024-03-12,603416,29.53,30.27,30.43,29.45,30041,90896629.0,3.32,2.64,0.78,2.14
2024-03-13,603416,30.18,30.36,30.75,30.01,22205,67965939.0,2.44,0.3,0.09,1.58
2024-03-14,603416,30.47,30.13,31.28,29.65,24651,75414298.0,5.37,-0.76,-0.23,1.75
2024-03-15,603416,30.09,31.09,31.13,29.82,29824,91973996.0,4.35,3.19,0.96,2.12
2024-03-18,603416,31.23,31.82,31.85,30.8,31926,101011948.0,3.38,2.35,0.73,2.27
2024-03-19,603416,31.69,31.43,32.27,31.4,21857,69603341.0,2.73,-1.23,-0.39,1.55
2024-03-20,603416,31.46,31.51,31.67,30.93,20200,63638478.0,2.35,0.25,0.08,1.44
2024-03-21,603416,31.41,31.42,31.92,30.92,19364,61213614.0,3.17,-0.29,-0.09,1.38
2024-03-22,603416,31.45,30.7,31.67,30.43,19330,60090130.0,3.95,-2.29,-0.72,1.38
2024-03-25,603416,30.57,29.68,30.82,29.62,20678,63104990.0,3.91,-3.32,-1.02,1.47
2024-03-26,603416,29.69,29.33,29.96,28.82,17224,50998087.0,3.84,-1.18,-0.35,1.23
2024-03-27,603416,29.52,28.16,29.52,28.02,15870,46006133.0,5.11,-3.99,-1.17,1.13
2024-03-28,603416,28.42,29.28,29.68,28.19,18934,55543623.0,5.29,3.98,1.12,1.35
2024-03-29,603416,29.15,29.38,29.42,28.58,14493,42365286.0,2.87,0.34,0.1,1.03
2024-04-01,603416,29.68,30.05,30.09,29.57,12895,38845292.0,1.77,2.28,0.67,0.92
2024-04-02,603416,30.05,29.68,30.23,29.28,14596,43596967.0,3.16,-1.23,-0.37,1.04
2024-04-03,603416,29.56,29.13,29.66,28.78,13737,40331815.0,2.96,-1.85,-0.55,0.98
2024-04-08,603416,29.25,28.08,29.25,27.99,16663,47848142.0,4.33,-3.6,-1.05,1.19
2024-04-09,603416,28.14,28.75,28.8,28.08,11094,31880658.0,2.56,2.39,0.67,0.79
2024-04-10,603416,28.75,28.06,28.98,27.61,13789,39179635.0,4.77,-2.4,-0.69,0.98
2024-04-11,603416,27.69,28.0,28.46,27.49,10230,28944009.0,3.46,-0.21,-0.06,0.73
2024-04-12,603416,28.28,27.81,28.32,27.73,11179,31499646.0,2.11,-0.68,-0.19,0.8
2024-04-15,603416,27.85,27.13,28.16,26.62,17429,48071146.0,5.54,-2.45,-0.68,1.24
2024-04-16,603416,27.12,25.48,27.13,25.41,21788,57001718.0,6.34,-6.08,-1.65,1.55
2024-04-17,603416,25.58,26.73,26.85,25.58,18386,49027729.0,4.98,4.91,1.25,1.31
2024-04-18,603416,26.75,27.28,27.73,25.98,21790,59169801.0,6.55,2.06,0.55,1.55
2024-04-19,603416,26.86,26.88,27.12,26.63,13216,35707242.0,1.8,-1.47,-0.4,0.94
2024-04-22,603416,26.8,27.27,27.66,26.23,14847,40543821.0,5.32,1.45,0.39,1.06
2024-04-23,603416,27.14,27.88,28.03,27.1,21278,59252394.0,3.41,2.24,0.61,1.51
2024-04-24,603416,27.82,28.64,28.73,27.65,18776,53640439.0,3.87,2.73,0.76,1.34
2024-04-25,603416,28.33,28.94,28.97,28.2,15808,45687088.0,2.69,1.05,0.3,1.12
2024-04-26,603416,28.61,29.13,29.5,28.58,18897,55533225.0,3.18,0.66,0.19,1.34
2024-04-29,603416,29.38,29.5,29.92,29.29,21117,62854019.0,2.16,1.27,0.37,1.5
2024-04-30,603416,29.5,28.97,29.56,28.83,13876,40632330.0,2.47,-1.8,-0.53,0.99
2024-05-06,603416,29.58,29.53,29.58,29.24,14558,43165671.0,1.17,1.93,0.56,1.04
2024-05-07,603416,29.57,29.72,29.95,29.43,13269,39701958.0,1.76,0.64,0.19,0.94
2024-05-08,603416,29.75,28.94,29.81,28.92,11559,34114535.0,2.99,-2.62,-0.78,0.82
2024-05-09,603416,29.07,29.93,30.28,28.89,21561,64804136.0,4.8,3.42,0.99,1.53
2024-05-10,603416,30.0,29.64,30.0,29.32,14937,44519250.0,2.27,-0.97,-0.29,1.06
2024-05-13,603416,29.47,29.59,30.02,29.08,18050,53924564.0,3.17,-0.17,-0.05,1.28
2024-05-14,603416,29.45,29.41,30.1,29.3,14204,42259349.0,2.7,-0.61,-0.18,1.01
2024-05-15,603416,29.38,29.15,29.66,29.09,8648,25579694.0,1.94,-0.88,-0.26,0.62
2024-05-16,603416,29.17,29.24,29.55,28.98,10430,30762116.0,1.96,0.31,0.09,0.74
2024-05-17,603416,29.16,29.03,29.45,28.86,14571,42662240.0,2.02,-0.72,-0.21,1.04
2024-05-20,603416,29.13,29.29,29.61,29.0,10918,32185402.0,2.1,0.9,0.26,0.78
2024-05-21,603416,29.13,28.68,29.32,28.61,10591,30785505.0,2.42,-2.08,-0.61,0.75
2024-05-22,603416,28.78,29.06,29.28,28.72,10866,31756504.0,1.95,1.32,0.38,0.77
2024-05-23,603416,28.98,28.47,29.11,28.36,7603,21920220.0,2.58,-2.03,-0.59,0.54
2024-05-24,603416,29.38,29.8,31.27,29.38,65480,199099419.0,6.64,4.67,1.33,4.66
2024-05-27,603416,29.27,30.39,30.61,28.59,51234,154626895.0,6.78,1.98,0.59,3.64
2024-05-28,603416,30.39,31.56,32.08,29.96,55846,176617546.0,6.98,3.85,1.17,3.97
2024-05-29,603416,31.73,31.29,32.28,31.14,41480,132592727.0,3.61,-0.86,-0.27,2.95
2024-05-30,603416,31.34,31.03,31.53,30.62,22963,71919130.0,2.91,-0.83,-0.26,1.63
2024-05-31,603416,31.03,30.89,31.27,30.76,20587,64192757.0,1.64,-0.45,-0.14,1.46
2024-06-03,603416,31.05,31.31,32.46,30.54,37576,118957814.0,6.22,1.36,0.42,2.67
2024-06-04,603416,31.08,31.24,31.38,30.54,18517,57622087.0,2.68,-0.22,-0.07,1.32
2024-06-05,603416,30.77,31.63,32.37,30.7,35117,112583239.0,5.35,1.25,0.39,2.5
2024-06-06,603416,31.34,30.41,31.88,30.11,28955,89989331.0,5.6,-3.86,-1.22,2.06
2024-06-07,603416,30.48,31.18,31.28,29.97,22457,69524162.0,4.31,2.53,0.77,1.6
2024-06-11,603416,31.03,31.26,31.26,30.2,15984,49530638.0,3.4,0.26,0.08,1.14
2024-06-12,603416,30.86,33.33,33.42,30.86,45875,150680501.0,8.19,6.62,2.07,3.26
2024-06-13,603416,32.8,33.09,33.15,32.4,30444,100497977.0,2.25,-0.72,-0.24,2.17
2024-06-14,603416,32.79,32.67,32.89,32.26,20593,67540024.0,1.9,-1.27,-0.42,1.47
2024-06-17,603416,32.61,31.96,32.61,31.66,26578,85748951.0,2.91,-2.17,-0.71,1.89
2024-06-18,603416,31.88,32.22,32.3,31.44,22449,72140300.0,2.69,0.81,0.26,1.6
2024-06-19,603416,32.0,32.29,32.72,31.64,20055,64823067.0,3.35,0.22,0.07,1.43
2024-06-20,603416,32.07,31.16,32.32,31.08,23190,73953125.0,3.84,-3.5,-1.13,1.65
2024-06-21,603416,30.79,30.39,31.15,30.08,17652,54049561.0,3.43,-2.47,-0.77,1.26
2024-06-24,603416,30.08,28.78,30.38,28.78,19272,57202524.0,5.26,-5.3,-1.61,1.37
2024-06-25,603416,28.8,28.36,29.53,28.02,19507,56348964.0,5.25,-1.46,-0.42,1.39
2024-06-26,603416,28.35,28.91,29.02,27.94,15096,43424984.0,3.81,1.94,0.55,1.07
2024-06-27,603416,28.9,27.93,28.9,27.93,12036,34428756.0,3.36,-3.39,-0.98,0.86
2024-06-28,603416,27.93,28.36,28.95,27.84,21060,60460856.0,3.97,1.54,0.43,1.5
2024-07-01,603416,28.41,27.88,28.57,27.29,15397,43030297.0,4.51,-1.69,-0.48,1.1
2024-07-02,603416,27.79,27.82,28.1,27.71,10245,28792419.0,1.4,-0.22,-0.06,0.73
2024-07-03,603416,27.86,27.46,28.03,27.39,8272,23007956.0,2.3,-1.29,-0.36,0.59
2024-07-04,603416,27.64,26.97,28.29,26.76,11994,33206734.0,5.57,-1.78,-0.49,0.85
2024-07-05,603416,26.97,26.92,27.28,26.53,16944,45780688.0,2.78,-0.19,-0.05,1.21
2024-07-08,603416,27.08,26.37,27.55,26.29,17242,46453337.0,4.68,-2.04,-0.55,1.23
2024-07-09,603416,26.44,27.38,27.43,26.16,17294,46824339.0,4.82,3.83,1.01,1.23
2024-07-10,603416,27.09,27.85,28.3,27.08,14720,41414293.0,4.46,1.72,0.47,1.05
2024-07-11,603416,28.46,28.18,28.64,27.9,13942,39373553.0,2.66,1.18,0.33,0.99
2024-07-12,603416,28.0,27.71,28.05,27.6,9818,27232954.0,1.6,-1.67,-0.47,0.7
2024-07-15,603416,27.64,27.21,27.95,27.09,8572,23413334.0,3.1,-1.8,-0.5,0.61
2024-07-16,603416,27.39,27.9,27.92,27.03,12961,35643450.0,3.27,2.54,0.69,0.92
2024-07-17,603416,27.89,27.94,28.16,27.49,13327,37107363.0,2.4,0.14,0.04,0.95
2024-07-18,603416,27.65,27.97,28.0,27.24,10442,28871373.0,2.72,0.11,0.03,0.74
2024-07-19,603416,28.01,28.66,28.99,27.91,14412,41158523.0,3.86,2.47,0.69,1.03
2024-07-22,603416,28.67,29.2,29.71,28.41,16899,49391329.0,4.54,1.88,0.54,1.2
2024-07-23,603416,29.32,28.43,29.32,28.36,12534,36120643.0,3.29,-2.64,-0.77,0.89
2024-07-24,603416,28.1,28.69,29.0,28.1,12323,35341192.0,3.17,0.91,0.26,0.88
2024-07-25,603416,28.68,28.85,29.1,28.28,11443,32890127.0,2.86,0.56,0.16,0.81
2024-07-26,603416,28.85,29.22,29.56,28.85,12837,37557051.0,2.46,1.28,0.37,0.91
2024-07-29,603416,29.35,29.0,29.79,28.81,12223,35672182.0,3.35,-0.75,-0.22,0.87
2024-07-30,603416,28.86,29.08,29.43,28.58,8216,23816267.0,2.93,0.28,0.08,0.58
2024-07-31,603416,30.8,31.99,31.99,30.66,59170,185318729.0,4.57,10.01,2.91,4.21
2024-08-01,603416,32.74,32.6,32.94,31.8,64043,207969244.0,3.56,1.91,0.61,4.56
2024-08-02,603416,32.51,31.47,32.59,31.29,38895,123721628.0,3.99,-3.47,-1.13,2.77
