Date,股票代码,Open,Close,High,Low,Volume,Amount,Amplitude,Change,ChangeAmount,Turnover
2024-03-07,830832,4.57,4.48,4.67,4.44,13063,6092178.33,5.01,-2.4,-0.11,1.05
2024-03-08,830832,4.48,4.45,4.58,4.45,6607,3015495.15,2.9,-0.67,-0.03,0.53
2024-03-11,830832,4.44,4.48,4.51,4.31,7608,3457899.94,4.49,0.67,0.03,0.61
2024-03-12,830832,4.5,4.5,4.58,4.47,7639,3501724.44,2.46,0.45,0.02,0.61
2024-03-13,830832,4.57,4.48,4.57,4.42,7949,3634572.36,3.33,-0.44,-0.02,0.64
2024-03-14,830832,4.46,4.45,4.53,4.42,9023,4092804.73,2.46,-0.67,-0.03,0.72
2024-03-15,830832,4.44,4.63,4.69,4.41,17484,8168688.15,6.29,4.04,0.18,1.4
2024-03-18,830832,4.62,4.6,4.71,4.56,12216,5714640.13,3.24,-0.65,-0.03,0.98
2024-03-19,830832,4.61,4.54,4.62,4.52,9815,4548429.84,2.17,-1.3,-0.06,0.79
2024-03-20,830832,4.5,4.56,4.59,4.47,7312,3387047.17,2.64,0.44,0.02,0.59
2024-03-21,830832,4.54,4.48,4.58,4.44,9980,4560796.44,3.07,-1.75,-0.08,0.8
2024-03-22,830832,4.46,4.38,4.5,4.37,6557,2942554.84,2.9,-2.23,-0.1,0.53
2024-03-25,830832,4.38,4.28,4.39,4.28,6476,2854963.7,2.51,-2.28,-0.1,0.52
2024-03-26,830832,4.3,4.17,4.31,4.13,7604,3254471.37,4.21,-2.57,-0.11,0.61
2024-03-27,830832,4.35,4.22,4.4,4.22,9236,4035646.74,4.32,1.2,0.05,0.74
2024-03-28,830832,4.19,4.23,4.28,4.18,5691,2456965.17,2.37,0.24,0.01,0.46
2024-03-29,830832,4.19,4.19,4.25,4.13,7045,3017315.7,2.84,-0.95,-0.04,0.56
2024-04-01,830832,4.19,4.24,4.28,4.19,2514,1084289.12,2.15,1.19,0.05,0.2
2024-04-02,830832,4.24,4.2,4.26,4.17,3792,1628539.29,2.12,-0.94,-0.04,0.3
2024-04-03,830832,4.24,4.28,4.39,4.19,5755,2493144.15,4.76,1.9,0.08,0.46
2024-04-08,830832,4.27,4.12,4.28,4.12,4912,2091762.06,3.74,-3.74,-0.16,0.39
2024-04-09,830832,4.17,4.16,4.21,4.12,3716,1577028.94,2.18,0.97,0.04,0.3
2024-04-10,830832,4.14,4.31,4.35,4.13,12530,5466885.47,5.29,3.61,0.15,1.0
2024-04-11,830832,4.22,4.24,4.3,4.21,6327,2730192.17,2.09,-1.62,-0.07,0.51
2024-04-12,830832,4.22,4.21,4.24,4.19,4355,1870555.02,1.18,-0.71,-0.03,0.35
2024-04-15,830832,4.26,4.08,4.28,4.04,4836,2040398.88,5.7,-3.09,-0.13,0.39
2024-04-16,830832,4.11,3.76,4.11,3.75,4569,1780972.79,8.82,-7.84,-0.32,0.37
2024-04-17,830832,3.89,4.0,4.01,3.78,5162,2076607.83,6.12,6.38,0.24,0.41
2024-04-18,830832,3.95,3.97,4.07,3.93,3674,1499700.34,3.5,-0.75,-0.03,0.29
2024-04-19,830832,3.93,3.96,4.0,3.9,3643,1464576.07,2.52,-0.25,-0.01,0.29
2024-04-22,830832,3.95,3.89,3.97,3.83,2068,821692.33,3.54,-1.77,-0.07,0.17
2024-04-23,830832,3.92,3.94,3.94,3.87,1249,499288.67,1.8,1.29,0.05,0.1
2024-04-24,830832,4.0,3.97,4.0,3.94,2604,1055220.09,1.52,0.76,0.03,0.21
2024-04-25,830832,3.94,3.96,4.01,3.94,1808,734633.81,1.76,-0.25,-0.01,0.14
2024-04-26,830832,3.94,3.96,3.98,3.9,4606,1855198.18,2.02,0.0,0.0,0.37
2024-04-29,830832,4.01,4.02,4.07,3.99,5169,2119965.27,2.02,1.52,0.06,0.41
