Date,股票代码,Open,Close,High,Low,Volume,Amount,Amplitude,Change,ChangeAmount,Turnover
2024-03-07,834950,14.0,14.27,17.37,13.68,28425,59156059.94,27.85,7.7,1.02,23.69
2024-03-08,834950,13.27,13.82,14.09,13.05,18242,33314083.94,7.29,-3.15,-0.45,15.2
2024-03-11,834950,13.58,13.65,13.98,13.45,8549,15694872.54,3.84,-1.23,-0.17,7.12
2024-03-12,834950,13.62,13.4,13.73,13.27,6725,12228141.95,3.37,-1.83,-0.25,5.6
2024-03-13,834950,13.31,13.14,13.48,13.12,2882,5152821.0,2.69,-1.94,-0.26,2.4
2024-03-14,834950,13.13,13.28,13.34,12.89,4110,7266563.14,3.42,1.07,0.14,3.43
2024-03-15,834950,13.04,13.82,14.04,13.01,6091,11230832.71,7.76,4.07,0.54,5.08
2024-03-18,834950,13.88,13.93,14.02,13.6,4642,8642037.1,3.04,0.8,0.11,3.87
2024-03-19,834950,13.98,13.81,14.2,13.67,3569,6689010.31,3.8,-0.86,-0.12,2.97
2024-03-20,834950,13.94,13.86,14.02,13.4,3813,7112407.69,4.49,0.36,0.05,3.18
2024-03-21,834950,13.8,13.7,13.87,13.52,3017,5552223.6,2.53,-1.15,-0.16,2.51
2024-03-22,834950,13.88,13.54,13.88,13.44,1838,3363974.59,3.21,-1.17,-0.16,1.53
2024-03-25,834950,13.3,13.32,13.52,13.15,1415,2531285.21,2.73,-1.62,-0.22,1.18
2024-03-26,834950,13.16,13.02,13.28,13.02,1568,2777683.8,1.95,-2.25,-0.3,1.31
2024-03-27,834950,13.09,13.15,13.64,12.97,1816,3261602.92,5.15,1.0,0.13,1.51
2024-03-28,834950,13.15,13.17,13.49,12.92,1478,2630560.78,4.33,0.15,0.02,1.23
2024-03-29,834950,13.17,12.98,13.43,12.77,2202,3854072.74,5.01,-1.44,-0.19,1.83
2024-04-01,834950,12.96,13.46,13.5,12.82,2817,4974459.9,5.24,3.7,0.48,2.35
2024-04-02,834950,13.44,13.37,13.58,13.18,1553,2798399.48,2.97,-0.67,-0.09,1.29
2024-04-03,834950,13.32,13.37,13.42,13.27,1737,3127097.83,1.12,0.0,0.0,1.45
2024-04-08,834950,13.29,12.95,13.29,12.59,1547,2699854.34,5.24,-3.14,-0.42,1.29
2024-04-09,834950,12.96,13.37,13.56,12.75,1909,3402146.01,6.25,3.24,0.42,1.59
2024-04-10,834950,13.31,13.51,14.02,13.06,6357,11698460.13,7.18,1.05,0.14,5.3
2024-04-11,834950,13.55,13.12,13.55,13.07,3098,5519704.43,3.55,-2.89,-0.39,2.58
2024-04-12,834950,13.21,13.23,13.37,13.12,1415,2518977.15,1.91,0.84,0.11,1.18
2024-04-15,834950,13.3,12.79,13.31,12.59,1427,2495356.64,5.44,-3.33,-0.44,1.19
2024-04-16,834950,13.09,11.88,13.09,11.88,2183,3604917.5,9.46,-7.11,-0.91,1.82
2024-04-17,834950,12.35,12.94,12.96,12.13,6226,10389521.65,6.99,8.92,1.06,5.19
2024-04-18,834950,12.52,13.05,13.33,12.38,3370,5864702.54,7.34,0.85,0.11,2.81
