Date,股票代码,Open,Close,High,Low,Volume,Amount,Amplitude,Change,ChangeAmount,Turnover
2024-09-25,920099,23.5,23.69,28.82,23.5,144071,376887202.77,28.76,28.05,5.19,88.5
2024-09-26,920099,21.02,21.6,21.88,20.6,86538,187904652.98,5.4,-8.82,-2.09,53.16
2024-09-27,920099,22.01,22.7,23.74,21.61,82193,189581460.28,9.86,5.09,1.1,50.49
2024-09-30,920099,24.1,29.64,29.66,23.59,95976,256069821.84,26.74,30.57,6.94,58.96
2024-10-08,920099,38.68,38.68,38.68,34.2,90281,341230333.24,15.11,30.5,9.04,55.46
2024-10-09,920099,35.5,36.2,44.38,33.8,86215,342482746.31,27.35,-6.41,-2.48,52.96
2024-10-10,920099,36.27,32.78,37.99,28.38,47570,165185040.56,26.55,-9.45,-3.42,29.22
2024-10-11,920099,32.9,29.82,34.96,27.59,43198,136082198.44,22.48,-9.03,-2.96,26.54
2024-10-14,920099,29.0,30.16,31.7,27.88,35032,105674199.7,12.81,1.14,0.34,21.52
2024-10-15,920099,30.16,29.15,31.53,29.02,35993,110425091.03,8.32,-3.35,-1.01,22.11
2024-10-16,920099,27.91,28.12,29.14,27.51,24402,70393291.49,5.59,-3.53,-1.03,14.99
2024-10-17,920099,28.19,29.5,32.3,28.12,43633,132131907.6,14.86,4.91,1.38,26.8
2024-10-18,920099,30.08,31.63,32.98,29.5,47915,151892587.68,11.8,7.22,2.13,29.43
2024-10-21,920099,31.4,34.65,35.7,31.01,51057,175228761.39,14.83,9.55,3.02,31.36
2024-10-22,920099,34.5,30.43,34.5,29.93,41114,133083336.56,13.19,-12.18,-4.22,25.26
2024-10-23,920099,30.0,30.44,31.46,29.55,21712,67947394.9,6.28,0.03,0.01,13.34
2024-10-24,920099,30.02,30.69,31.48,29.5,24134,75216730.18,6.5,0.82,0.25,14.82
2024-10-25,920099,31.08,33.0,35.86,31.08,50339,170892528.78,15.58,7.53,2.31,30.92
2024-10-28,920099,32.6,33.45,35.2,32.5,30424,103404620.26,8.18,1.36,0.45,18.69
2024-10-29,920099,34.0,34.7,35.44,33.1,39416,137988633.62,7.0,3.74,1.25,24.21
2024-10-30,920099,34.77,38.31,43.48,34.3,47318,183680472.04,26.46,10.4,3.61,29.07
2024-10-31,920099,37.98,36.29,37.98,34.31,35276,128502540.32,9.58,-5.27,-2.02,21.67
2024-11-01,920099,36.29,32.89,36.29,32.84,20746,73252009.77,9.51,-9.37,-3.4,12.74
2024-11-04,920099,32.35,33.33,33.94,31.5,20697,69073804.47,7.42,1.34,0.44,12.71
2024-11-05,920099,33.86,35.6,36.08,33.5,26521,93445772.41,7.74,6.81,2.27,16.29
2024-11-06,920099,35.0,36.5,37.16,34.35,61085,220547567.9,7.89,2.53,0.9,16.69
2024-11-07,920099,36.52,36.66,37.16,35.83,38431,142066122.9,3.64,0.44,0.16,10.5
2024-11-08,920099,37.4,34.5,37.94,34.38,34407,124825085.04,9.71,-5.89,-2.16,9.4
2024-11-11,920099,34.11,34.77,34.82,33.2,20779,71591311.75,4.7,0.78,0.27,5.68
2024-11-12,920099,35.4,34.12,35.75,33.49,22490,79147255.95,6.5,-1.87,-0.65,6.14
2024-11-13,920099,33.8,38.52,41.71,33.64,76705,294577042.21,23.65,12.9,4.4,20.95
2024-11-14,920099,37.9,35.68,37.9,35.67,41386,153450380.2,5.79,-7.37,-2.84,11.31
2024-11-15,920099,35.43,35.93,37.47,35.25,32300,119494424.19,6.22,0.7,0.25,8.82
2024-11-18,920099,35.9,37.46,38.94,35.67,38627,146611492.3,9.1,4.26,1.53,10.55
2024-11-19,920099,36.74,35.4,37.1,33.3,33621,119975402.02,10.14,-5.5,-2.06,9.18
2024-11-20,920099,35.0,35.82,35.9,34.64,21239,76361580.1,3.56,1.19,0.42,5.8
2024-11-21,920099,35.81,36.3,37.02,34.96,29610,107589364.68,5.75,1.34,0.48,8.09
2024-11-22,920099,35.82,34.0,36.18,33.84,23254,82915434.5,6.45,-6.34,-2.3,6.35
2024-11-25,920099,34.02,32.71,34.65,31.9,19157,63993333.43,8.09,-3.79,-1.29,5.23
2024-11-26,920099,32.79,32.14,33.02,32.09,10346,34159343.31,2.84,-1.74,-0.57,2.83
2024-11-27,920099,31.83,31.98,32.16,30.65,13168,41985631.66,4.7,-0.5,-0.16,3.6
2024-11-28,920099,31.98,32.3,32.97,31.98,11982,39660098.9,3.1,1.0,0.32,3.27
2024-11-29,920099,32.64,32.55,32.98,31.08,13322,43538664.17,5.88,0.77,0.25,3.64
2024-12-02,920099,32.59,33.47,34.13,32.59,12989,44087965.54,4.73,2.83,0.92,3.55
2024-12-03,920099,33.13,33.9,34.46,33.13,12497,43062407.18,3.97,1.28,0.43,3.41
2024-12-04,920099,33.58,33.05,33.98,32.83,9912,33680214.72,3.39,-2.51,-0.85,2.71
2024-12-05,920099,32.92,32.92,33.39,32.64,7722,25847797.44,2.27,-0.39,-0.13,2.11
2024-12-06,920099,33.0,34.4,35.01,33.0,17970,62298238.34,6.11,4.5,1.48,4.91
2024-12-09,920099,33.81,31.84,33.98,31.54,15167,49642599.01,7.09,-7.44,-2.56,4.14
2024-12-10,920099,33.49,32.15,33.68,31.0,11319,37163920.51,8.42,0.97,0.31,3.09
2024-12-11,920099,32.2,31.53,32.2,31.26,6880,21726181.85,2.92,-1.93,-0.62,1.88
2024-12-12,920099,31.93,31.32,31.93,30.61,8276,25805526.01,4.19,-0.67,-0.21,2.26
2024-12-13,920099,31.27,31.01,31.83,30.75,5874,18383842.62,3.45,-0.99,-0.31,1.6
2024-12-16,920099,31.11,30.29,31.11,30.0,5527,16901346.45,3.58,-2.32,-0.72,1.51
2024-12-17,920099,30.29,29.25,30.66,29.25,6136,18278028.76,4.66,-3.43,-1.04,1.68
2024-12-18,920099,29.55,29.02,29.81,28.8,5560,16319781.59,3.45,-0.79,-0.23,1.52
2024-12-19,920099,28.79,29.02,29.33,27.7,12154,34568813.58,5.62,0.0,0.0,3.32
2024-12-20,920099,28.92,29.03,29.26,28.58,6690,19421292.63,2.34,0.03,0.01,1.83
2024-12-23,920099,29.2,28.05,29.29,28.05,5611,16070966.99,4.27,-3.38,-0.98,1.53
2024-12-24,920099,28.06,28.35,28.47,27.51,6129,17199654.9,3.42,1.07,0.3,1.67
2024-12-25,920099,27.99,27.83,28.49,27.73,4631,12955140.82,2.68,-1.83,-0.52,1.26
2024-12-26,920099,28.15,28.99,29.2,27.75,9286,26561640.57,5.21,4.17,1.16,2.54
2024-12-27,920099,28.8,29.19,29.48,28.62,8135,23730639.04,2.97,0.69,0.2,2.22
2024-12-30,920099,29.21,28.13,29.21,28.0,5989,17067446.52,4.15,-3.63,-1.06,1.64
2024-12-31,920099,28.59,28.84,29.2,28.15,6811,19587924.05,3.73,2.52,0.71,1.86
2025-01-02,920099,29.2,29.88,30.85,28.7,18584,55842788.91,7.45,3.61,1.04,5.08
2025-01-03,920099,30.11,29.53,30.32,29.02,8944,26647561.16,4.35,-1.17,-0.35,2.44
2025-01-06,920099,29.8,29.4,30.1,29.12,5897,17456277.27,3.32,-0.44,-0.13,1.61
2025-01-07,920099,29.4,29.55,29.75,29.06,5012,14667452.27,2.35,0.51,0.15,1.37
2025-01-08,920099,29.5,29.17,29.5,28.39,6022,17463225.17,3.76,-1.29,-0.38,1.65
2025-01-09,920099,29.29,29.69,29.82,28.88,8578,25348510.34,3.22,1.78,0.52,2.34
2025-01-10,920099,29.88,28.57,30.2,28.5,7036,20546072.06,5.73,-3.77,-1.12,1.92
2025-01-13,920099,28.5,27.6,28.5,27.56,4806,13377919.52,3.29,-3.4,-0.97,1.31
2025-01-14,920099,27.8,29.2,29.2,27.51,13571,37136860.42,6.12,5.8,1.6,3.71
2025-01-15,920099,29.13,29.51,30.51,28.92,14329,42705957.97,5.45,1.06,0.31,3.91
2025-01-16,920099,29.7,29.61,30.15,29.23,5641,16761062.41,3.12,0.34,0.1,1.54
2025-01-17,920099,29.28,29.4,29.64,29.28,2707,7965338.99,1.22,-0.71,-0.21,0.74
2025-01-20,920099,29.71,29.34,30.19,29.3,2902,8576382.39,3.03,-0.2,-0.06,0.79
2025-01-21,920099,29.5,28.8,29.5,28.6,3621,10472653.82,3.07,-1.84,-0.54,0.99
2025-01-22,920099,28.8,28.2,28.8,28.05,3274,9227825.96,2.6,-2.08,-0.6,0.89
2025-01-23,920099,28.7,28.3,29.45,28.29,5432,15626918.36,4.11,0.35,0.1,1.48
2025-01-24,920099,28.5,28.3,28.7,28.1,5228,14841662.5,2.12,0.0,0.0,1.43
2025-01-27,920099,28.43,27.82,28.43,27.82,2734,7683428.2,2.16,-1.7,-0.48,0.75
2025-02-05,920099,27.96,27.76,28.14,27.71,2925,8172497.21,1.55,-0.22,-0.06,0.8
2025-02-06,920099,27.77,28.59,28.59,27.55,6330,17829910.6,3.75,2.99,0.83,1.73
2025-02-07,920099,28.6,29.35,29.8,28.35,10945,31881764.51,5.07,2.66,0.76,2.99
2025-02-10,920099,29.18,29.43,29.48,28.82,10224,29736277.79,2.25,0.27,0.08,2.79
2025-02-11,920099,29.5,29.74,30.36,29.0,17239,51428783.22,4.62,1.05,0.31,4.71
2025-02-12,920099,29.33,29.51,29.8,29.0,9940,29273328.16,2.69,-0.77,-0.23,2.72
2025-02-13,920099,29.66,28.91,29.66,28.91,8764,25580750.94,2.54,-2.03,-0.6,2.39
2025-02-14,920099,28.95,28.22,28.95,28.19,7647,21713165.33,2.63,-2.39,-0.69,2.09
2025-02-17,920099,28.23,28.34,28.55,28.11,6598,18678143.5,1.56,0.43,0.12,1.8
2025-02-18,920099,28.44,27.96,28.69,27.9,7701,21771745.36,2.79,-1.34,-0.38,2.1
2025-02-19,920099,28.04,28.39,28.41,27.8,5787,16331303.1,2.18,1.54,0.43,1.58
2025-02-20,920099,28.57,28.88,28.99,28.22,10080,28886081.09,2.71,1.73,0.49,2.75
2025-02-21,920099,28.88,28.94,28.99,28.53,7852,22614848.52,1.59,0.21,0.06,2.14
2025-02-24,920099,29.37,29.8,30.4,29.0,20476,59277127.8,4.84,2.97,0.86,5.59
2025-02-25,920099,29.6,29.22,29.76,29.02,9263,27099711.44,2.48,-1.95,-0.58,2.53
2025-02-26,920099,29.35,29.37,29.65,29.03,8351,24517860.5,2.12,0.51,0.15,2.28
2025-02-27,920099,29.5,29.84,29.92,29.08,13887,40918249.96,2.86,1.6,0.47,3.79
2025-02-28,920099,29.85,31.04,32.98,29.6,40114,122160993.23,11.33,4.02,1.2,10.96
2025-03-03,920099,31.98,32.47,32.89,30.58,28230,90109325.8,7.44,4.61,1.43,7.71
2025-03-04,920099,32.48,32.33,32.86,31.52,21256,68432478.76,4.13,-0.43,-0.14,5.81
2025-03-05,920099,32.08,33.1,33.9,31.6,28344,93422996.34,7.11,2.38,0.77,7.74
2025-03-06,920099,33.1,31.84,33.56,31.5,22721,72795463.44,6.22,-3.81,-1.26,6.21
2025-03-07,920099,31.95,31.78,32.54,31.35,16399,52527802.63,3.74,-0.19,-0.06,4.48
