Date,股票代码,Open,Close,High,Low,Volume,Amount,Amplitude,Change,ChangeAmount,Turnover
2024-03-07,838262,14.33,13.3,14.33,12.75,11958,16887484.86,11.17,-5.94,-0.84,7.72
2024-03-08,838262,13.23,13.22,13.41,13.1,4022,5537735.4,2.33,-0.6,-0.08,2.6
2024-03-11,838262,13.3,13.21,13.38,12.84,5078,6956452.23,4.08,-0.08,-0.01,3.28
2024-03-12,838262,13.2,13.58,13.79,13.15,8996,12547875.34,4.84,2.8,0.37,5.8
2024-03-13,838262,13.5,13.15,13.73,13.08,6017,8324428.75,4.79,-3.17,-0.43,3.88
2024-03-14,838262,13.25,12.82,13.32,12.55,4877,6599729.72,5.86,-2.51,-0.33,3.15
2024-03-15,838262,12.83,13.37,13.58,12.76,9697,13425800.09,6.4,4.29,0.55,6.26
2024-03-18,838262,13.23,13.44,13.54,13.21,5459,7611347.96,2.47,0.52,0.07,3.52
2024-03-19,838262,13.35,13.13,13.45,13.11,3493,4831137.88,2.53,-2.31,-0.31,2.25
2024-03-20,838262,13.23,13.73,14.14,13.08,11551,16552392.58,8.07,4.57,0.6,7.45
2024-03-21,838262,13.62,13.21,13.79,13.11,7602,10540614.21,4.95,-3.79,-0.52,4.91
2024-03-22,838262,13.14,12.88,13.37,12.85,5211,7078230.95,3.94,-2.5,-0.33,3.36
2024-03-25,838262,12.9,12.51,12.98,12.51,4702,6246379.96,3.65,-2.87,-0.37,3.03
2024-03-26,838262,12.64,12.22,12.71,11.89,4882,6212339.27,6.55,-2.32,-0.29,3.15
2024-03-27,838262,12.33,12.23,12.93,12.06,5689,7445959.46,7.12,0.08,0.01,3.67
2024-03-28,838262,12.15,12.22,12.44,12.02,4569,5812890.94,3.43,-0.08,-0.01,2.95
2024-03-29,838262,12.2,12.0,12.31,11.95,3241,4091543.46,2.95,-1.8,-0.22,2.09
2024-04-01,838262,12.0,12.05,12.11,11.95,2024,2544730.06,1.33,0.42,0.05,1.31
2024-04-02,838262,12.0,11.9,12.05,11.75,3101,3857489.53,2.49,-1.24,-0.15,2.0
2024-04-03,838262,11.83,11.64,11.87,11.55,3071,3747382.95,2.69,-2.18,-0.26,1.98
2024-04-08,838262,11.64,11.44,11.84,11.35,2454,2980724.77,4.21,-1.72,-0.2,1.58
2024-04-09,838262,11.46,11.53,11.64,11.34,1635,1968129.86,2.62,0.79,0.09,1.05
2024-04-10,838262,11.5,11.93,12.4,11.44,8168,10285558.13,8.33,3.47,0.4,5.27
2024-04-11,838262,11.65,11.71,11.83,11.55,4671,5707055.79,2.35,-1.84,-0.22,3.01
2024-04-12,838262,11.7,11.91,12.25,11.7,4290,5387780.41,4.7,1.71,0.2,2.77
2024-04-15,838262,11.9,12.85,13.05,11.85,13425,17636462.23,10.08,7.89,0.94,8.66
2024-04-16,838262,12.33,11.55,12.35,11.34,11714,14445917.77,7.86,-10.12,-1.3,7.56
