Date,股票代码,Open,Close,High,Low,Volume,Amount,Amplitude,Change,ChangeAmount,Turnover
2024-03-07,833751,10.06,9.83,10.7,9.7,75037,78286976.31,9.93,-2.38,-0.24,17.71
2024-03-08,833751,9.71,9.37,9.99,9.22,57676,56478493.16,7.83,-4.68,-0.46,13.61
2024-03-11,833751,9.37,9.43,9.55,9.11,38686,37250138.98,4.7,0.64,0.06,9.13
2024-03-12,833751,9.43,9.19,9.47,9.05,37228,35596779.96,4.45,-2.55,-0.24,8.79
2024-03-13,833751,9.19,8.8,9.31,8.71,40254,37161472.64,6.53,-4.24,-0.39,9.5
2024-03-14,833751,8.71,8.55,8.85,8.17,33409,29783966.1,7.73,-2.84,-0.25,7.88
2024-03-15,833751,8.54,9.12,9.43,8.47,63313,59382063.87,11.23,6.67,0.57,14.94
2024-03-18,833751,9.19,9.5,9.67,8.92,62186,60032005.54,8.22,4.17,0.38,13.48
2024-03-19,833751,9.58,9.86,10.63,9.5,77332,80545675.03,11.89,3.79,0.36,16.77
2024-03-20,833751,10.08,9.89,10.2,9.66,50836,51889397.05,5.48,0.3,0.03,11.02
2024-03-21,833751,9.65,9.26,9.85,9.15,57447,56040651.82,7.08,-6.37,-0.63,12.45
2024-03-22,833751,9.35,9.46,9.85,9.3,56432,55923138.77,5.94,2.16,0.2,12.24
2024-03-25,833751,9.71,9.54,10.27,9.43,48399,48102882.24,8.88,0.85,0.08,10.49
2024-03-26,833751,9.8,10.03,10.05,9.38,57905,57360629.38,7.02,5.14,0.49,12.55
2024-03-27,833751,9.9,9.66,10.51,9.61,55547,57596906.81,8.97,-3.69,-0.37,12.04
2024-03-28,833751,9.78,9.56,9.85,9.4,45141,44793575.29,4.66,-1.04,-0.1,9.79
2024-03-29,833751,9.44,9.15,9.62,9.15,35641,34348531.17,4.92,-4.29,-0.41,7.73
2024-04-01,833751,9.16,8.91,9.28,8.9,31138,29112998.52,4.15,-2.62,-0.24,6.75
2024-04-02,833751,8.86,8.53,8.99,8.53,34325,31017996.77,5.16,-4.26,-0.38,7.44
2024-04-03,833751,8.59,9.21,9.21,8.3,49971,45684782.28,10.67,7.97,0.68,10.83
