Date,股票代码,Open,Close,High,Low,Volume,Amount,Amplitude,Change,ChangeAmount,Turnover
2024-03-07,300185,2.33,2.32,2.36,2.32,350899,82716487.0,1.71,-0.85,-0.02,0.95
2024-03-08,300185,2.32,2.33,2.34,2.31,219564,51502758.0,1.29,0.43,0.01,0.59
2024-03-11,300185,2.33,2.37,2.37,2.32,347910,82481312.0,2.15,1.72,0.04,0.94
2024-03-12,300185,2.39,2.4,2.44,2.39,572492,139084874.0,2.11,1.27,0.03,1.55
2024-03-13,300185,2.39,2.37,2.4,2.36,303822,72878494.0,1.67,-1.25,-0.03,0.82
2024-03-14,300185,2.36,2.35,2.38,2.33,284802,67632715.0,2.11,-0.84,-0.02,0.77
2024-03-15,300185,2.35,2.37,2.37,2.34,210979,50077987.0,1.28,0.85,0.02,0.57
2024-03-18,300185,2.37,2.38,2.39,2.36,265065,63489440.0,1.27,0.42,0.01,0.72
2024-03-19,300185,2.38,2.35,2.38,2.35,238407,56858577.0,1.26,-1.26,-0.03,0.64
2024-03-20,300185,2.35,2.37,2.37,2.34,216809,51547867.0,1.28,0.85,0.02,0.59
2024-03-21,300185,2.37,2.35,2.37,2.33,376770,89281059.0,1.69,-0.84,-0.02,1.02
2024-03-22,300185,2.35,2.31,2.35,2.3,340344,79508144.0,2.13,-1.7,-0.04,0.92
2024-03-25,300185,2.31,2.27,2.32,2.27,286792,66477256.0,2.16,-1.73,-0.04,0.77
2024-03-26,300185,2.27,2.27,2.29,2.25,266996,61054589.0,1.76,0.0,0.0,0.72
2024-03-27,300185,2.27,2.22,2.28,2.21,249786,56654484.0,3.08,-2.2,-0.05,0.67
2024-03-28,300185,2.22,2.27,2.28,2.21,293232,66742002.0,3.15,2.25,0.05,0.79
2024-03-29,300185,2.27,2.29,2.29,2.26,218304,50203927.0,1.32,0.88,0.02,0.59
2024-04-01,300185,2.28,2.33,2.33,2.28,294293,68725060.0,2.18,1.75,0.04,0.79
2024-04-02,300185,2.36,2.37,2.4,2.35,487140,116544582.0,2.15,1.72,0.04,1.31
2024-04-03,300185,2.35,2.35,2.36,2.34,327785,77664740.0,0.84,-0.84,-0.02,0.88
2024-04-08,300185,2.35,2.33,2.37,2.33,307798,72856863.0,1.7,-0.85,-0.02,0.83
2024-04-09,300185,2.33,2.35,2.37,2.33,270467,64080076.0,1.72,0.86,0.02,0.73
2024-04-10,300185,2.35,2.33,2.36,2.31,251490,59314022.0,2.13,-0.85,-0.02,0.68
2024-04-11,300185,2.31,2.35,2.38,2.29,448015,106159846.0,3.86,0.86,0.02,1.21
2024-04-12,300185,2.35,2.32,2.36,2.31,309634,73026895.0,2.13,-1.28,-0.03,0.84
2024-04-15,300185,2.32,2.32,2.36,2.27,449442,105270001.0,3.88,0.0,0.0,1.21
2024-04-16,300185,2.3,2.23,2.32,2.23,471899,108381014.0,3.88,-3.88,-0.09,1.27
2024-04-17,300185,2.23,2.32,2.32,2.23,430485,99404027.0,4.04,4.04,0.09,1.16
2024-04-18,300185,2.31,2.32,2.36,2.3,337218,79366822.0,2.59,0.0,0.0,0.91
2024-04-19,300185,2.32,2.32,2.35,2.3,263048,61660151.0,2.16,0.0,0.0,0.71
2024-04-22,300185,2.32,2.3,2.35,2.28,232623,54272059.0,3.02,-0.86,-0.02,0.63
2024-04-23,300185,2.3,2.27,2.32,2.26,237274,54730461.0,2.61,-1.3,-0.03,0.64
2024-04-24,300185,2.27,2.27,2.29,2.25,295251,67548000.0,1.76,0.0,0.0,0.8
2024-04-25,300185,2.26,2.29,2.3,2.25,294534,67878584.0,2.2,0.88,0.02,0.79
2024-04-26,300185,2.25,2.23,2.25,2.1,837948,184602580.0,6.55,-2.62,-0.06,2.26
2024-04-29,300185,2.23,2.24,2.25,2.21,510109,114862093.0,1.79,0.45,0.01,1.38
2024-04-30,300185,2.24,2.18,2.25,2.17,468451,103700680.0,3.57,-2.68,-0.06,1.26
