symbol,price,turnover,blue_daily,blue_days,max_day_blue,blue_weekly,blue_weeks,max_week_blue,has_day_week_blue,name
ALIT,1.655,752.460645,0.0,5,200.0,200.0,3,200.0,True,"Alight, Inc."
